year month day streamflow_m3s qual_control_by_ana qual_flag
1980 09 01 nan nan 0
1980 09 02 nan nan 0
1980 09 03 nan nan 0
1980 09 04 nan nan 0
1980 09 05 nan nan 0
1980 09 06 nan nan 0
1980 09 07 nan nan 0
1980 09 08 nan nan 0
1980 09 09 nan nan 0
1980 09 10 nan nan 0
1980 09 11 nan nan 0
1980 09 12 nan nan 0
1980 09 13 nan nan 0
1980 09 14 nan nan 0
1980 09 15 nan nan 0
1980 09 16 nan nan 0
1980 09 17 nan nan 0
1980 09 18 nan nan 0
1980 09 19 nan nan 0
1980 09 20 nan nan 0
1980 09 21 nan nan 0
1980 09 22 424.901000 1 1
1980 09 23 464.789000 1 1
1980 09 24 506.010000 1 1
1980 09 25 546.483000 1 1
1980 09 26 592.343000 1 1
1980 09 27 633.059000 1 1
1980 09 28 670.347000 1 1
1980 09 29 688.171000 1 1
1980 09 30 703.911000 1 1
1980 10 01 694.901000 1 1
1980 10 02 670.347000 1 1
1980 10 03 639.581000 1 1
1980 10 04 635.230000 1 1
1980 10 05 706.171000 1 1
1980 10 06 849.077000 1 1
1980 10 07 981.128000 1 1
1980 10 08 1125.626000 1 1
1980 10 09 1383.649000 1 1
1980 10 10 1541.228000 1 1
1980 10 11 1711.429000 1 1
1980 10 12 1917.813000 1 1
1980 10 13 2078.341000 1 1
1980 10 14 2091.937000 1 1
1980 10 15 nan nan 0
1980 10 16 nan nan 0
1980 10 17 nan nan 0
1980 10 18 nan nan 0
1980 10 19 nan nan 0
1980 10 20 nan nan 0
1980 10 21 nan nan 0
1980 10 22 nan nan 0
1980 10 23 nan nan 0
1980 10 24 nan nan 0
1980 10 25 nan nan 0
1980 10 26 nan nan 0
1980 10 27 nan nan 0
1980 10 28 nan nan 0
1980 10 29 nan nan 0
1980 10 30 nan nan 0
1980 10 31 nan nan 0
1980 11 01 2658.851000 1 1
1980 11 02 2684.972000 1 1
1980 11 03 2703.689000 1 1
1980 11 04 2714.942000 1 1
1980 11 05 2711.189000 1 1
1980 11 06 2699.941000 1 1
1980 11 07 2666.304000 1 1
1980 11 08 2595.815000 1 1
1980 11 09 2518.737000 1 1
1980 11 10 2356.534000 1 1
1980 11 11 2215.793000 1 1
1980 11 12 2024.293000 1 1
1980 11 13 1849.120000 1 1
1980 11 14 1813.516000 1 1
1980 11 15 1727.233000 1 1
1980 11 16 1651.874000 1 1
1980 11 17 1633.233000 1 1
1980 11 18 1651.874000 1 1
1980 11 19 1746.270000 1 1
1980 11 20 1855.622000 1 1
1980 11 21 1960.809000 1 1
1980 11 22 2108.979000 1 1
1980 11 23 2296.321000 1 1
1980 11 24 2413.740000 1 1
1980 11 25 2478.712000 1 1
1980 11 26 2515.088000 1 1
1980 11 27 2533.351000 1 1
1980 11 28 2621.702000 1 1
1980 11 29 2733.737000 1 1
1980 11 30 2824.631000 1 1
1980 12 01 2901.227000 1 1
1980 12 02 2935.947000 1 1
1980 12 03 2955.303000 1 1
1980 12 04 2943.684000 1 1
1980 12 05 2932.082000 1 1
1980 12 06 2951.428000 1 1
1980 12 07 2920.497000 1 1
1980 12 08 2885.846000 1 1
1980 12 09 2866.663000 1 1
1980 12 10 2828.442000 1 1
1980 12 11 2779.044000 1 1
1980 12 12 2726.213000 1 1
1980 12 13 2684.972000 1 1
1980 12 14 2643.968000 1 1
1980 12 15 2614.296000 1 1
1980 12 16 2588.437000 1 1
1980 12 17 2544.332000 1 1
1980 12 18 2489.604000 1 1
1980 12 19 2442.536000 1 1
1980 12 20 2377.926000 1 1
1980 12 21 2324.583000 1 1
1980 12 22 2264.681000 1 1
1980 12 23 2243.680000 1 1
1980 12 24 2226.235000 1 1
1980 12 25 2236.696000 1 1
1980 12 26 2247.175000 1 1
1980 12 27 2349.420000 1 1
1980 12 28 2475.086000 1 1
1980 12 29 2603.202000 1 1
1980 12 30 2696.196000 1 1
1980 12 31 2733.737000 1 1
1981 01 01 2741.269000 1 1
1981 01 02 2677.499000 1 1
1981 01 03 2610.596000 1 1
1981 01 04 2406.561000 1 1
1981 01 05 2191.500000 1 1
1981 01 06 2010.865000 1 1
1981 01 07 1845.873000 1 1
1981 01 08 1924.405000 1 1
1981 01 09 2041.125000 1 1
1981 01 10 2139.784000 1 1
1981 01 11 2222.753000 1 1
1981 01 12 2313.969000 1 1
1981 01 13 2367.221000 1 1
1981 01 14 2324.583000 1 1
1981 01 15 2310.436000 1 1
1981 01 16 2489.604000 1 1
1981 01 17 2603.202000 1 1
1981 01 18 2696.196000 1 1
1981 01 19 2771.473000 1 1
1981 01 20 2966.940000 1 1
1981 01 21 2882.006000 1 1
1981 01 22 2905.077000 1 1
1981 01 23 2943.684000 1 1
1981 01 24 2951.428000 1 1
1981 01 25 2943.684000 1 1
1981 01 26 2882.006000 1 1
1981 01 27 2748.808000 1 1
1981 01 28 2555.332000 1 1
1981 01 29 2385.073000 1 1
1981 01 30 2163.861000 1 1
1981 01 31 2074.947000 1 1
1981 02 01 2024.293000 1 1
1981 02 02 1987.446000 1 1
1981 02 03 1970.782000 1 1
1981 02 04 1967.456000 1 1
1981 02 05 2395.808000 1 1
1981 02 06 2331.669000 1 1
1981 02 07 2335.215000 1 1
1981 02 08 2342.313000 1 1
1981 02 09 2889.689000 1 1
1981 02 10 3037.119000 1 1
1981 02 11 3179.324000 1 1
1981 02 12 3271.454000 1 1
1981 02 13 3356.436000 1 1
1981 02 14 3438.131000 1 1
1981 02 15 3528.848000 1 1
1981 02 16 3566.215000 1 1
1981 02 17 3653.980000 1 1
1981 02 18 3708.713000 1 1
1981 02 19 3759.507000 1 1
1981 02 20 3827.636000 1 1
1981 02 21 3879.035000 1 1
1981 02 22 3922.064000 1 1
1981 02 23 3952.291000 1 1
1981 02 24 3973.935000 1 1
1981 02 25 3991.282000 1 1
1981 02 26 4013.006000 1 1
1981 02 27 4030.417000 1 1
1981 02 28 4069.696000 1 1
1981 03 01 4087.199000 1 1
1981 03 02 4117.897000 1 1
1981 03 03 4139.878000 1 1
1981 03 04 4144.279000 1 1
1981 03 05 4157.494000 1 1
1981 03 06 4166.313000 1 1
1981 03 07 4175.138000 1 1
1981 03 08 4192.811000 1 1
1981 03 09 4210.511000 1 1
1981 03 10 4245.996000 1 1
1981 03 11 4281.593000 1 1
1981 03 12 4308.365000 1 1
1981 03 13 4330.722000 1 1
1981 03 14 4344.157000 1 1
1981 03 15 4348.639000 1 1
1981 03 16 4339.677000 1 1
1981 03 17 4330.722000 1 1
1981 03 18 4312.833000 1 1
1981 03 19 4290.510000 1 1
1981 03 20 4263.781000 1 1
1981 03 21 4232.676000 1 1
1981 03 22 4192.811000 1 1
1981 03 23 4157.494000 1 1
1981 03 24 4122.290000 1 1
1981 03 25 4082.820000 1 1
1981 03 26 4052.221000 1 1
1981 03 27 4021.708000 1 1
1981 03 28 3973.935000 1 1
1981 03 29 3935.008000 1 1
1981 03 30 3900.527000 1 1
1981 03 31 3900.527000 1 1
1981 04 01 3883.330000 1 1
1981 04 02 3870.450000 1 1
1981 04 03 3853.303000 1 1
1981 04 04 3814.827000 1 1
1981 04 05 3806.296000 1 1
1981 04 06 3789.257000 1 1
1981 04 07 3785.001000 1 1
1981 04 08 3785.001000 1 1
1981 04 09 3785.001000 1 1
1981 04 10 3785.001000 1 1
1981 04 11 3789.257000 1 1
1981 04 12 3806.296000 1 1
1981 04 13 3823.365000 1 1
1981 04 14 3823.365000 1 1
1981 04 15 3827.636000 1 1
1981 04 16 3836.185000 1 1
1981 04 17 3861.873000 1 1
1981 04 18 3887.626000 1 1
1981 04 19 3935.008000 1 1
1981 04 20 3969.602000 1 1
1981 04 21 4008.657000 1 1
1981 04 22 4026.061000 1 1
1981 04 23 4039.133000 1 1
1981 04 24 4065.324000 1 1
1981 04 25 4082.820000 1 1
1981 04 26 4100.345000 1 1
1981 04 27 4117.897000 1 1
1981 04 28 4126.684000 1 1
1981 04 29 4135.478000 1 1
1981 04 30 4175.138000 1 1
1981 05 01 4201.657000 1 1
1981 05 02 4241.555000 1 1
1981 05 03 4259.332000 1 1
1981 05 04 4268.231000 1 1
1981 05 05 4312.833000 1 1
1981 05 06 4317.302000 1 1
1981 05 07 4312.833000 1 1
1981 05 08 4281.593000 1 1
1981 05 09 4259.332000 1 1
1981 05 10 4223.805000 1 1
1981 05 11 4192.811000 1 1
1981 05 12 4153.087000 1 1
1981 05 13 4095.961000 1 1
1981 05 14 4065.324000 1 1
1981 05 15 4017.356000 1 1
1981 05 16 3986.942000 1 1
1981 05 17 3935.008000 1 1
1981 05 18 3917.753000 1 1
1981 05 19 3904.831000 1 1
1981 05 20 3763.751000 1 1
1981 05 21 3704.492000 1 1
1981 05 22 3687.626000 1 1
1981 05 23 3679.203000 1 1
1981 05 24 3691.840000 1 1
1981 05 25 3683.414000 1 1
1981 05 26 3674.995000 1 1
1981 05 27 3670.789000 1 1
1981 05 28 3670.789000 1 1
1981 05 29 3653.980000 1 1
1981 05 30 3641.393000 1 1
1981 05 31 3649.783000 1 1
1981 06 01 3662.381000 1 1
1981 06 02 3679.203000 1 1
1981 06 03 3691.840000 1 1
1981 06 04 3679.203000 1 1
1981 06 05 3607.908000 1 1
1981 06 06 3239.296000 1 1
1981 06 07 2916.639000 1 1
1981 06 08 2843.708000 1 1
1981 06 09 2817.014000 1 1
1981 06 10 2801.802000 1 1
1981 06 11 2771.473000 1 1
1981 06 12 2756.356000 1 1
1981 06 13 2714.942000 1 1
1981 06 14 2684.972000 1 1
1981 06 15 2790.415000 1 1
1981 06 16 2897.379000 1 1
1981 06 17 2986.372000 1 1
1981 06 18 3037.119000 1 1
1981 06 19 3060.650000 1 1
1981 06 20 3072.441000 1 1
1981 06 21 3064.578000 1 1
1981 06 22 3052.799000 1 1
1981 06 23 3037.119000 1 1
1981 06 24 2986.372000 1 1
1981 06 25 2916.639000 1 1
1981 06 26 2866.663000 1 1
1981 06 27 2809.404000 1 1
1981 06 28 2540.670000 1 1
1981 06 29 2363.656000 1 1
1981 06 30 2240.187000 1 1
1981 07 01 2143.218000 1 1
1981 07 02 2017.574000 1 1
1981 07 03 1888.258000 1 1
1981 07 04 1787.785000 1 1
1981 07 05 1762.194000 1 1
1981 07 06 1654.989000 1 1
1981 07 07 1535.166000 1 1
1981 07 08 1562.516000 1 1
1981 07 09 1580.850000 1 1
1981 07 10 1586.979000 1 1
1981 07 11 1593.118000 1 1
1981 07 12 1593.118000 1 1
1981 07 13 1574.730000 1 1
1981 07 14 1541.228000 1 1
1981 07 15 1495.982000 1 1
1981 07 16 1439.402000 1 1
1981 07 17 1401.165000 1 1
1981 07 18 1357.529000 1 1
1981 07 19 1308.706000 1 1
1981 07 20 1249.329000 1 1
1981 07 21 1210.324000 1 1
1981 07 22 1372.017000 1 1
1981 07 23 1343.099000 1 1
1981 07 24 1254.939000 1 1
1981 07 25 1174.524000 1 1
1981 07 26 1088.137000 1 1
1981 07 27 1017.198000 1 1
