year month day streamflow_m3s qual_control_by_ana qual_flag
1980 09 01 nan nan 0
1980 09 02 nan nan 0
1980 09 03 nan nan 0
1980 09 04 nan nan 0
1980 09 05 nan nan 0
1980 09 06 nan nan 0
1980 09 07 nan nan 0
1980 09 08 nan nan 0
1980 09 09 nan nan 0
1980 09 10 nan nan 0
1980 09 11 nan nan 0
1980 09 12 nan nan 0
1980 09 13 nan nan 0
1980 09 14 nan nan 0
1980 09 15 nan nan 0
1980 09 16 nan nan 0
1980 09 17 nan nan 0
1980 09 18 nan nan 0
1980 09 19 nan nan 0
1980 09 20 nan nan 0
1980 09 21 nan nan 0
1980 09 22 nan nan 0
1980 09 23 nan nan 0
1980 09 24 nan nan 0
1980 09 25 nan nan 0
1980 09 26 nan nan 0
1980 09 27 nan nan 0
1980 09 28 102.000000 1 1
1980 09 29 112.000000 1 1
1980 09 30 116.000000 1 1
1980 10 01 111.000000 1 1
1980 10 02 112.000000 1 1
1980 10 03 126.000000 1 1
1980 10 04 126.000000 1 1
1980 10 05 172.000000 1 1
1980 10 06 560.000000 1 1
1980 10 07 836.000000 1 1
1980 10 08 856.000000 1 1
1980 10 09 786.000000 1 1
1980 10 10 720.000000 1 1
1980 10 11 688.000000 1 1
1980 10 12 631.000000 1 1
1980 10 13 560.000000 1 1
1980 10 14 487.000000 1 1
1980 10 15 405.000000 1 1
1980 10 16 354.000000 1 1
1980 10 17 384.000000 1 1
1980 10 18 452.000000 1 1
1980 10 19 517.000000 1 1
1980 10 20 563.000000 1 1
1980 10 21 613.000000 1 1
1980 10 22 652.000000 1 1
1980 10 23 677.000000 1 1
1980 10 24 684.000000 1 1
1980 10 25 710.000000 1 1
1980 10 26 769.000000 1 1
1980 10 27 823.000000 1 1
1980 10 28 850.000000 1 1
1980 10 29 874.000000 1 1
1980 10 30 884.000000 1 1
1980 10 31 884.000000 1 1
1980 11 01 884.000000 1 1
1980 11 02 850.000000 1 1
1980 11 03 820.000000 1 1
1980 11 04 802.000000 1 1
1980 11 05 809.000000 1 1
1980 11 06 816.000000 1 1
1980 11 07 777.000000 1 1
1980 11 08 702.000000 1 1
1980 11 09 594.000000 1 1
1980 11 10 470.000000 1 1
1980 11 11 405.000000 1 1
1980 11 12 353.000000 1 1
1980 11 13 309.000000 1 1
1980 11 14 288.000000 1 1
1980 11 15 296.000000 1 1
1980 11 16 313.000000 1 1
1980 11 17 337.000000 1 1
1980 11 18 357.000000 1 1
1980 11 19 385.000000 1 1
1980 11 20 409.000000 1 1
1980 11 21 433.000000 1 1
1980 11 22 461.000000 1 1
1980 11 23 495.000000 1 1
1980 11 24 532.000000 1 1
1980 11 25 580.000000 1 1
1980 11 26 663.000000 1 1
1980 11 27 788.000000 1 1
1980 11 28 890.000000 1 1
1980 11 29 924.000000 1 1
1980 11 30 951.000000 1 1
1980 12 01 965.000000 1 1
1980 12 02 975.000000 1 1
1980 12 03 968.000000 1 1
1980 12 04 951.000000 1 1
1980 12 05 935.000000 1 1
1980 12 06 943.000000 1 1
1980 12 07 952.000000 1 1
1980 12 08 941.000000 1 1
1980 12 09 908.000000 1 1
1980 12 10 856.000000 1 1
1980 12 11 794.000000 1 1
1980 12 12 756.000000 1 1
1980 12 13 714.000000 1 1
1980 12 14 674.000000 1 1
1980 12 15 639.000000 1 1
1980 12 16 660.000000 1 1
1980 12 17 676.000000 1 1
1980 12 18 663.000000 1 1
1980 12 19 648.000000 1 1
1980 12 20 635.000000 1 1
1980 12 21 617.000000 1 1
1980 12 22 597.000000 1 1
1980 12 23 572.000000 1 1
1980 12 24 550.000000 1 1
1980 12 25 531.000000 1 1
1980 12 26 512.000000 1 1
1980 12 27 491.000000 1 1
1980 12 28 471.000000 1 1
1980 12 29 449.000000 1 1
1980 12 30 432.000000 1 1
1980 12 31 414.000000 1 1
1981 01 01 400.000000 1 1
1981 01 02 389.000000 1 1
1981 01 03 373.000000 1 1
1981 01 04 352.000000 1 1
1981 01 05 330.000000 1 1
1981 01 06 313.000000 1 1
1981 01 07 299.000000 1 1
1981 01 08 341.000000 1 1
1981 01 09 441.000000 1 1
1981 01 10 517.000000 1 1
1981 01 11 563.000000 1 1
1981 01 12 584.000000 1 1
1981 01 13 574.000000 1 1
1981 01 14 567.000000 1 1
1981 01 15 663.000000 1 1
1981 01 16 814.000000 1 1
1981 01 17 898.000000 1 1
1981 01 18 943.000000 1 1
1981 01 19 968.000000 1 1
1981 01 20 991.000000 1 1
1981 01 21 994.000000 1 1
1981 01 22 1010.000000 1 1
1981 01 23 988.000000 1 1
1981 01 24 922.000000 1 1
1981 01 25 823.000000 1 1
1981 01 26 681.000000 1 1
1981 01 27 539.000000 1 1
1981 01 28 423.000000 1 1
1981 01 29 342.000000 1 1
1981 01 30 330.000000 1 1
1981 01 31 365.000000 1 1
1981 02 01 522.000000 1 1
1981 02 02 652.000000 1 1
1981 02 03 732.000000 1 1
1981 02 04 830.000000 1 1
1981 02 05 880.000000 1 1
1981 02 06 944.000000 1 1
1981 02 07 981.000000 1 1
1981 02 08 1008.000000 1 1
1981 02 09 1029.000000 1 1
1981 02 10 1080.000000 1 1
1981 02 11 1149.000000 1 1
1981 02 12 1191.000000 1 1
1981 02 13 1212.000000 1 1
1981 02 14 1250.000000 1 1
1981 02 15 1287.000000 1 1
1981 02 16 1312.000000 1 1
1981 02 17 1360.000000 1 1
1981 02 18 1413.000000 1 1
1981 02 19 1468.000000 1 1
1981 02 20 1520.000000 1 1
1981 02 21 1556.000000 1 1
1981 02 22 1584.000000 1 1
1981 02 23 1615.000000 1 1
1981 02 24 1635.000000 1 1
1981 02 25 1638.000000 1 1
1981 02 26 1626.000000 1 1
1981 02 27 1615.000000 1 1
1981 02 28 1604.000000 1 1
1981 03 01 1604.000000 1 1
1981 03 02 1596.000000 1 1
1981 03 03 1584.000000 1 1
1981 03 04 1579.000000 1 1
1981 03 05 1570.000000 1 1
1981 03 06 1559.000000 1 1
1981 03 07 1556.000000 1 1
1981 03 08 1551.000000 1 1
1981 03 09 1548.000000 1 1
1981 03 10 1551.000000 1 1
1981 03 11 1548.000000 1 1
1981 03 12 1540.000000 1 1
1981 03 13 1528.000000 1 1
1981 03 14 1512.000000 1 1
1981 03 15 1497.000000 1 1
1981 03 16 1476.000000 1 1
1981 03 17 1432.000000 1 1
1981 03 18 1374.000000 1 1
1981 03 19 1316.000000 1 1
1981 03 20 1262.000000 1 1
1981 03 21 1212.000000 1 1
1981 03 22 1169.000000 1 1
1981 03 23 1155.000000 1 1
1981 03 24 1146.000000 1 1
1981 03 25 1140.000000 1 1
1981 03 26 1130.000000 1 1
1981 03 27 1108.000000 1 1
1981 03 28 1082.000000 1 1
1981 03 29 1048.000000 1 1
1981 03 30 1023.000000 1 1
1981 03 31 1018.000000 1 1
1981 04 01 1026.000000 1 1
1981 04 02 1058.000000 1 1
1981 04 03 1106.000000 1 1
1981 04 04 1139.000000 1 1
1981 04 05 1158.000000 1 1
1981 04 06 1191.000000 1 1
1981 04 07 1237.000000 1 1
1981 04 08 1273.000000 1 1
1981 04 09 1305.000000 1 1
1981 04 10 1321.000000 1 1
1981 04 11 1349.000000 1 1
1981 04 12 1393.000000 1 1
1981 04 13 1432.000000 1 1
1981 04 14 1463.000000 1 1
1981 04 15 1486.000000 1 1
1981 04 16 1499.000000 1 1
1981 04 17 1515.000000 1 1
1981 04 18 1526.000000 1 1
1981 04 19 1537.000000 1 1
1981 04 20 1551.000000 1 1
1981 04 21 1568.000000 1 1
1981 04 22 1579.000000 1 1
1981 04 23 1590.000000 1 1
1981 04 24 1598.000000 1 1
1981 04 25 1610.000000 1 1
1981 04 26 1621.000000 1 1
1981 04 27 1624.000000 1 1
1981 04 28 1604.000000 1 1
1981 04 29 1587.000000 1 1
1981 04 30 1601.000000 1 1
1981 05 01 1584.000000 1 1
1981 05 02 1545.000000 1 1
1981 05 03 1497.000000 1 1
1981 05 04 1455.000000 1 1
1981 05 05 1360.000000 1 1
1981 05 06 1248.000000 1 1
1981 05 07 1158.000000 1 1
1981 05 08 1060.000000 1 1
1981 05 09 1010.000000 1 1
1981 05 10 983.000000 1 1
1981 05 11 967.000000 1 1
1981 05 12 957.000000 1 1
1981 05 13 957.000000 1 1
1981 05 14 960.000000 1 1
1981 05 15 962.000000 1 1
1981 05 16 964.000000 1 1
1981 05 17 1018.000000 1 1
1981 05 18 1113.000000 1 1
1981 05 19 1184.000000 1 1
1981 05 20 1197.000000 1 1
1981 05 21 1180.000000 1 1
1981 05 22 1151.000000 1 1
1981 05 23 1131.000000 1 1
1981 05 24 1108.000000 1 1
1981 05 25 1082.000000 1 1
1981 05 26 1060.000000 1 1
1981 05 27 1024.000000 1 1
1981 05 28 980.000000 1 1
1981 05 29 936.000000 1 1
1981 05 30 898.000000 1 1
1981 05 31 853.000000 1 1
1981 06 01 805.000000 1 1
1981 06 02 757.000000 1 1
1981 06 03 728.000000 1 1
1981 06 04 692.000000 1 1
1981 06 05 656.000000 1 1
1981 06 06 620.000000 1 1
1981 06 07 599.000000 1 1
1981 06 08 589.000000 1 1
1981 06 09 584.000000 1 1
1981 06 10 582.000000 1 1
1981 06 11 568.000000 1 1
1981 06 12 552.000000 1 1
1981 06 13 560.000000 1 1
1981 06 14 572.000000 1 1
1981 06 15 597.000000 1 1
1981 06 16 565.000000 1 1
1981 06 17 578.000000 1 1
1981 06 18 587.000000 1 1
1981 06 19 629.000000 1 1
1981 06 20 656.000000 1 1
1981 06 21 649.000000 1 1
1981 06 22 612.000000 1 1
1981 06 23 597.000000 1 1
1981 06 24 589.000000 1 1
1981 06 25 579.000000 1 1
1981 06 26 560.000000 1 1
1981 06 27 557.000000 1 1
1981 06 28 539.000000 1 1
1981 06 29 506.000000 1 1
1981 06 30 483.000000 1 1
1981 07 01 459.000000 1 1
1981 07 02 455.000000 1 1
1981 07 03 450.000000 1 1
1981 07 04 444.000000 1 1
1981 07 05 437.000000 1 1
1981 07 06 431.000000 1 1
1981 07 07 423.000000 1 1
1981 07 08 415.000000 1 1
1981 07 09 406.000000 1 1
1981 07 10 395.000000 1 1
1981 07 11 385.000000 1 1
1981 07 12 382.000000 1 1
1981 07 13 379.000000 1 1
1981 07 14 371.000000 1 1
1981 07 15 361.000000 1 1
1981 07 16 349.000000 1 1
1981 07 17 339.000000 1 1
1981 07 18 330.000000 1 1
1981 07 19 318.000000 1 1
1981 07 20 303.000000 1 1
1981 07 21 287.000000 1 1
1981 07 22 273.000000 1 1
1981 07 23 257.000000 1 1
1981 07 24 238.000000 1 1
1981 07 25 218.000000 1 1
1981 07 26 198.000000 1 1
1981 07 27 183.000000 1 1
1981 07 28 169.000000 1 1
1981 07 29 157.000000 1 1
1981 07 30 146.000000 1 1
1981 07 31 136.000000 1 1
1981 08 01 126.000000 1 1
1981 08 02 114.000000 1 1
1981 08 03 114.000000 1 1
1981 08 04 108.000000 1 1
1981 08 05 103.000000 1 1
