year month day streamflow_m3s qual_control_by_ana qual_flag
1982 11 01 nan nan 0
1982 11 02 nan nan 0
1982 11 03 nan nan 0
1982 11 04 nan nan 0
1982 11 05 nan nan 0
1982 11 06 nan nan 0
1982 11 07 nan nan 0
1982 11 08 nan nan 0
1982 11 09 nan nan 0
1982 11 10 nan nan 0
1982 11 11 nan nan 0
1982 11 12 nan nan 0
1982 11 13 nan nan 0
1982 11 14 nan nan 0
1982 11 15 nan nan 0
1982 11 16 nan nan 0
1982 11 17 nan nan 0
1982 11 18 nan nan 0
1982 11 19 nan nan 0
1982 11 20 nan nan 0
1982 11 21 nan nan 0
1982 11 22 659.199000 1 1
1982 11 23 654.066000 1 1
1982 11 24 632.409000 1 1
1982 11 25 673.385000 1 1
1982 11 26 739.180000 1 1
1982 11 27 766.091000 1 1
1982 11 28 772.871000 1 1
1982 11 29 781.034000 1 1
1982 11 30 833.424000 1 1
1982 12 01 874.195000 1 1
1982 12 02 904.140000 1 1
1982 12 03 912.759000 1 1
1982 12 04 901.273000 1 1
1982 12 05 892.691000 1 1
1982 12 06 884.137000 1 1
1982 12 07 877.031000 1 1
1982 12 08 901.273000 1 1
1982 12 09 943.153000 1 1
1982 12 10 969.478000 1 1
1982 12 11 987.169000 1 1
1982 12 12 999.024000 1 1
1982 12 13 1009.438000 1 1
1982 12 14 1021.385000 1 1
1982 12 15 1034.884000 1 1
1982 12 16 1040.903000 1 1
1982 12 17 1040.903000 1 1
1982 12 18 1039.397000 1 1
1982 12 19 1039.397000 1 1
1982 12 20 1037.892000 1 1
1982 12 21 1039.397000 1 1
1982 12 22 1042.410000 1 1
1982 12 23 1043.918000 1 1
1982 12 24 1045.426000 1 1
1982 12 25 1042.410000 1 1
1982 12 26 1036.388000 1 1
1982 12 27 1027.377000 1 1
1982 12 28 1027.377000 1 1
1982 12 29 1022.882000 1 1
1982 12 30 1019.889000 1 1
1982 12 31 1022.882000 1 1
1983 01 01 1034.884000 1 1
1983 01 02 1043.918000 1 1
1983 01 03 1049.955000 1 1
1983 01 04 1049.955000 1 1
1983 01 05 1059.034000 1 1
1983 01 06 1066.621000 1 1
1983 01 07 1071.182000 1 1
1983 01 08 1069.661000 1 1
1983 01 09 1071.182000 1 1
1983 01 10 1062.067000 1 1
1983 01 11 1040.903000 1 1
1983 01 12 1039.397000 1 1
1983 01 13 1039.397000 1 1
1983 01 14 1039.397000 1 1
1983 01 15 1030.377000 1 1
1983 01 16 1015.405000 1 1
1983 01 17 1004.970000 1 1
1983 01 18 1006.458000 1 1
1983 01 19 1006.458000 1 1
1983 01 20 1007.948000 1 1
1983 01 21 1006.458000 1 1
1983 01 22 1003.482000 1 1
1983 01 23 999.024000 1 1
1983 01 24 987.169000 1 1
1983 01 25 975.363000 1 1
1983 01 26 966.541000 1 1
1983 01 27 960.675000 1 1
1983 01 28 959.211000 1 1
1983 01 29 957.747000 1 1
1983 01 30 953.360000 1 1
1983 01 31 947.523000 1 1
1983 02 01 924.297000 1 1
1983 02 02 931.533000 1 1
1983 02 03 940.243000 1 1
1983 02 04 948.981000 1 1
1983 02 05 963.606000 1 1
1983 02 06 973.891000 1 1
1983 02 07 990.128000 1 1
1983 02 08 1015.405000 1 1
1983 02 09 1028.877000 1 1
1983 02 10 1034.884000 1 1
1983 02 11 1033.381000 1 1
1983 02 12 1022.882000 1 1
1983 02 13 1000.509000 1 1
1983 02 14 956.284000 1 1
1983 02 15 891.263000 1 1
1983 02 16 813.985000 1 1
1983 02 17 724.523000 1 1
1983 02 18 624.826000 1 1
1983 02 19 548.360000 1 1
1983 02 20 464.020000 1 1
1983 02 21 412.753000 1 1
1983 02 22 429.240000 1 1
1983 02 23 642.569000 1 1
1983 02 24 804.325000 1 1
1983 02 25 889.836000 1 1
1983 02 26 941.697000 1 1
1983 02 27 984.213000 1 1
1983 02 28 1000.509000 1 1
1983 03 01 1003.482000 1 1
1983 03 02 1003.482000 1 1
1983 03 03 1000.509000 1 1
1983 03 04 996.055000 1 1
1983 03 05 988.648000 1 1
1983 03 06 988.648000 1 1
1983 03 07 976.836000 1 1
1983 03 08 951.900000 1 1
1983 03 09 908.446000 1 1
1983 03 10 862.880000 1 1
1983 03 11 822.296000 1 1
1983 03 12 801.573000 1 1
1983 03 13 789.227000 1 1
1983 03 14 789.227000 1 1
1983 03 15 812.602000 1 1
1983 03 16 855.834000 1 1
1983 03 17 868.531000 1 1
1983 03 18 879.872000 1 1
1983 03 19 921.408000 1 1
1983 03 20 973.891000 1 1
1983 03 21 1013.912000 1 1
