dpto_ccdgo,mpio_ccdgo,mpio_cdpmp,clas_ccdgo,setr_ccdgo,setr_ccnct,secr_ccdgo,secr_ccnct,zu_ccdgo,zu_cdivi,zu_cnmbre,zu_ccnct,zu_narea,zu_naltd,zu_nano,shape_Leng,shape_Area,AUrban,CZ_mean
"05","101","05101","1","000","051011000","00","05101100000","000","05101000",CIUDAD BOLÍVAR,"05101100000000",1471914.27582000010,1200.00000000000,2024,0.14085175854,0.00012005120,1471949.6810000001,1191.12504910875
"05","150","05150","1","000","051501000","00","05150100000","000","05150000",CAROLINA DEL PRÍNCIPE,"05150100000000",1540967.83694000007,1800.90000000000,2024,0.06985473759,0.00012597862,1540253.6189999999,1794.31249728733
"05","190","05190","1","000","051901000","00","05190100000","000","05190000",CISNEROS,"05190100000000",1451177.98622000008,1098.00000000000,2024,0.13181601825,0.00011860950,1450321.3359999999,1062.41160831895
"05","425","05425","1","000","054251000","00","05425100000","000","05425000",MACEO,"05425100000000",677519.70687700005,979.00000000000,2024,0.08776603527,0.00005538608,676987.2108999999,942.135611618621
"05","576","05576","1","000","055761000","00","05576100000","000","05576000",PUEBLORRICO,"05576100000000",719177.28599400003,1708.00000000000,2024,0.09252319297,0.00005866302,719109.2533000000,1806.21916809082
"05","579","05579","1","000","055791000","00","05579100000","000","05579000",PUERTO BERRÍO,"05579100000000",6141860.28337000031,121.00000000000,2024,0.19803425463,0.00050208286,6135524.0650000004,116.377139852083
"05","607","05607","1","000","056071000","00","05607100000","000","05607000",RETIRO,"05607100000000",1930009.26368999993,2175.00000000000,2024,0.14646166155,0.00015755707,1929396.2670000000,2168.04807849498
"05","697","05697","1","000","056971000","00","05697100000","000","05697000",EL SANTUARIO,"05697100000000",2027280.13580999989,2150.00000000000,2024,0.12644845469,0.00016555112,2026322.9760000000,2136.11981327801
"05","756","05756","1","000","057561000","00","05756100000","000","05756000",SONSÓN,"05756100000000",2677894.07340000011,2475.00000000000,2024,0.12086690570,0.00021851143,2676711.7530000000,2505.40768095672
"13","580","13580","1","000","135801000","00","13580100000","000","13580000",REGIDOR,"13580100000000",688576.41616899997,38.00000000000,2024,0.03306103889,0.00005656833,687600.7570000000,32.534295231463
"23","466","23466","1","000","234661000","00","23466100000","000","23466000",MONTELÍBANO,"23466100000000",11082309.04719999991,45.00000000000,2024,0.18315503388,0.00090840200,11078064.7300000004,47.6911255192428
"15","114","15114","1","000","151141000","00","15114100000","000","15114000",BUSBANZÁ,"15114100000000",108749.44154400000,2475.00000000000,2024,0.01599349454,0.00000887579,108529.0359000000,2473.39755483774
"15","092","15092","1","000","150921000","00","15092100000","000","15092000",BETÉITIVA,"15092100000000",168549.68194200000,2594.00000000000,2024,0.02093127121,0.00001375762,168199.8324000000,2600.15110948351
"20","383","20383","1","000","203831000","00","20383100000","000","20383000",LA GLORIA,"20383100000000",1028767.77489999996,32.00000000000,2024,0.03866746358,0.00008450542,1027297.8639999999,34.568626186712
"15","293","15293","1","000","152931000","00","15293100000","000","15293000",GACHANTIVÁ,"15293100000000",155718.73978500001,2381.00000000000,2024,0.02134438401,0.00001271196,155470.7409000000,2377.48842259457
"15","442","15442","1","000","154421000","00","15442100000","000","15442000",MARIPÍ,"15442100000000",160765.40716900001,1244.00000000000,2024,0.02133956176,0.00001312058,160557.1876000000,1278.11057416131
"15","368","15368","1","000","153681000","00","15368100000","000","15368000",JERICÓ,"15368100000000",246012.78988100000,3150.00000000000,2024,0.03058825483,0.00002008492,245464.0984000000,3083.11149714543
"15","377","15377","1","000","153771000","00","15377100000","000","15377000",LABRANZAGRANDE,"15377100000000",274758.78447100002,1437.00000000000,2024,0.02445110038,0.00002240913,274146.8073000000,1108.30174967448
"15","531","15531","1","000","155311000","00","15531100000","000","15531000",PAUNA,"15531100000000",430369.42657399998,1123.00000000000,2024,0.03782664642,0.00003512999,429804.7726000001,1125.30981201172
"15","537","15537","1","000","155371000","00","15537100000","000","15537000",PAZ DE RÍO,"15537100000000",975740.46731300000,2246.00000000000,2024,0.04886191829,0.00007965061,973677.4151000000,2249.58998897158
"15","778","15778","1","000","157781000","00","15778100000","000","15778000",SUTATENZA,"15778100000000",414294.76504099998,1927.00000000000,2024,0.03280818676,0.00003377995,413608.7124000000,1918.07157149969
"15","810","15810","1","000","158101000","00","15810100000","000","15810000",TIPACOQUE,"15810100000000",463827.78513500001,1897.00000000000,2024,0.05487792034,0.00003789113,462830.0383000000,1889.13470911097
"15","839","15839","1","000","158391000","00","15839100000","000","15839000",TUTAZÁ,"15839100000000",111183.66965800000,2870.00000000000,2024,0.01481752340,0.00000907751,110956.3257000000,2872.68169696514
"17","614","17614","1","000","176141000","00","17614100000","000","17614000",RIOSUCIO,"17614100000000",2482972.62406999990,1780.00000000000,2024,0.12360783582,0.00020243937,2482518.0980000002,1767.40808481713
"19","001","19001","1","000","190011000","00","19001100000","000","19001000",POPAYÁN,"19001100000000",33040413.57589999959,1740.00000000000,2024,0.74473838639,0.00268141453,33054304.1900000013,1756.1622716806
"19","355","19355","1","000","193551000","00","19355100000","000","19355000",INZÁ,"19355100000000",309535.67501599999,1820.00000000000,2024,0.03974664580,0.00002514082,309556.0231000000,1816.90706634521
"19","548","19548","1","000","195481000","00","19548100000","000","19548000",PIENDAMÓ,"19548100000000",5781296.66992000025,1860.00000000000,2024,0.16931814453,0.00046930033,5783453.1820000000,1828.80622409639
"23","068","23068","1","000","230681000","00","23068100000","000","23068000",AYAPEL,"23068100000000",14174094.80110000074,25.00000000000,2024,0.44722220960,0.00116302153,14166152.7500000000,27.7013939798305
"23","090","23090","1","000","230901000","00","23090100000","000","23090000",CANALETE,"23090100000000",716053.65255100001,54.00000000000,2024,0.04200697859,0.00005876283,716157.3808000000,51.0139018657596
"25","154","25154","1","000","251541000","00","25154100000","000","25154000",CARMEN DE CARUPA,"25154100000000",443565.31562100002,2958.00000000000,2024,0.02572117598,0.00003618871,442961.1077000000,2961.20659363945
"25","035","25035","1","000","250351000","00","25035100000","000","25035000",ANAPOIMA,"25035100000000",5506897.11851000041,720.00000000000,2024,0.17040423960,0.00044874172,5501665.2829999998,721.579684850412
"25","178","25178","1","000","251781000","00","25178100000","000","25178000",CHIPAQUE,"25178100000000",305125.60025299998,2440.00000000000,2024,0.02576399267,0.00002486138,304738.8981000000,2442.80749860491
"25","288","25288","1","000","252881000","00","25288100000","000","25288000",FÚQUENE,"25288100000000",192590.45954300000,2857.00000000000,2024,0.02189417207,0.00001571383,192314.8217000000,2856.49738103693
"25","513","25513","1","000","255131000","00","25513100000","000","25513000",PACHO,"25513100000000",4162083.33507000003,1700.00000000000,2024,0.19101129948,0.00033945784,4157108.9040000001,1788.86011316342
"25","754","25754","1","000","257541000","00","25754100000","000","25754000",SOACHA,"25754100000000",31700784.86820000410,2556.00000000000,2024,0.45940716020,0.00258341182,31664151.9200000018,2575.02104955088
"25","785","25785","1","000","257851000","00","25785100000","000","25785000",TABIO,"25785100000000",1011517.49257000000,2593.00000000000,2024,0.08999379290,0.00008247198,1010269.0880000000,2588.88123264786
"25","805","25805","1","000","258051000","00","25805100000","000","25805000",TIBACUY,"25805100000000",235428.73282000000,1654.00000000000,2024,0.03046495562,0.00001917936,235193.4018000000,1645.486328125
"25","823","25823","1","000","258231000","00","25823100000","000","25823000",TOPAIPÍ,"25823100000000",279018.11854100000,1336.00000000000,2024,0.04257926383,0.00002276337,278710.9558000000,1333.12826833417
"25","898","25898","1","000","258981000","00","25898100000","000","25898000",ZIPACÓN,"25898100000000",245235.66143499999,2542.00000000000,2024,0.02523680008,0.00001998972,244978.6025000000,2536.28630960399
"27","205","27205","1","000","272051000","00","27205100000","000","27205000",CONDOTO,"27205100000000",1187322.93041000003,61.00000000000,2024,0.07041042051,0.00009663607,1187847.5179999999,67.2921480528066
"27","800","27800","1","000","278001000","00","27800100000","000","27800000",UNGUÍA,"27800100000000",1136629.27172000008,15.00000000000,2024,0.06270173688,0.00009297936,1137430.4140000001,13.2876714449662
"41","132","41132","1","000","411321000","00","41132100000","000","41132000",CAMPOALEGRE,"41132100000000",3602256.91513000010,790.00000000000,2024,0.16667973674,0.00029282435,3600737.6510000001,528.244084222633
"41","668","41668","1","000","416681000","00","41668100000","000","41668000",SAN AGUSTÍN,"41668100000000",2142193.69085999997,1730.00000000000,2024,0.13665472802,0.00017386868,2142630.9759999998,1638.81841044027
"50","001","50001","1","000","500011000","00","50001100000","000","50001000",VILLAVICENCIO,"50001100000000",68840167.38189999759,465.00000000000,2024,1.37218144970,0.00560642819,68733856.1599999964,427.529826018834
"47","245","47245","1","000","472451000","00","47245100000","000","47245000",EL BANCO,"47245100000000",5761484.66849000007,27.00000000000,2024,0.20985903516,0.00047375677,5753885.4390000002,30.0885705544131
"47","703","47703","1","000","477031000","00","47703100000","000","47703000",SAN ZENÓN,"47703100000000",435436.48975600000,16.00000000000,2024,0.03741042173,0.00003582653,435008.9079000000,19.1818639967177
"47","980","47980","1","000","479801000","00","47980100000","000","47980000",PRADO - SEVILLA,"47980100000000",577605.45646400005,26.00000000000,2024,0.04510648598,0.00004774312,576902.8479000002,25.5243273311191
"50","313","50313","1","000","503131000","00","50313100000","000","50313000",GRANADA,"50313100000000",11942031.59149999917,372.00000000000,2024,0.26036412461,0.00097195268,11924243.4299999997,334.610141024026
"52","019","52019","1","000","520191000","00","52019100000","000","52019000",SAN JOSÉ,"52019100000000",421203.78569400002,1910.00000000000,2024,0.04376038123,0.00003413548,421516.3150000000,1910.4333833735
"52","356","52356","1","000","523561000","00","52356100000","000","52356000",IPIALES,"52356100000000",14321594.34429999813,2900.00000000000,2024,0.32590881754,0.00115907890,14337618.5899999999,2885.79785625751
"52","480","52480","1","000","524801000","00","52480100000","000","52480000",NARIÑO,"52480100000000",336716.17364300002,2362.00000000000,2024,0.03372899278,0.00002727171,337028.1197000000,2357.14205129523
"54","128","54128","1","000","541281000","00","54128100000","000","54128000",CÁCHIRA,"54128100000000",209221.85624500000,1998.00000000000,2024,0.02881275702,0.00001714407,208819.9474000000,1996.68886820475
"54","223","54223","1","000","542231000","00","54223100000","000","54223000",CUCUTILLA,"54223100000000",319963.67956399999,1314.00000000000,2024,0.03313033469,0.00002620134,319293.0661000000,1285.48823242187
"54","418","54418","1","000","544181000","00","54418100000","000","54418000",LOURDES,"54418100000000",211057.94209999999,1412.00000000000,2024,0.03616348826,0.00001730024,210623.9205000000,1410.89692101112
"68","745","68745","1","000","687451000","00","68745100000","000","68745000",SIMACOTA,"68745100000000",383458.48455100000,1069.00000000000,2024,0.02605058954,0.00003134006,382795.8880000000,1063.44263756793
"63","212","63212","1","000","632121000","00","63212100000","000","63212000",CÓRDOBA,"63212100000000",471033.43597599998,1450.00000000000,2024,0.03999401132,0.00003834656,470944.8816000000,1498.07668013139
"63","690","63690","1","000","636901000","00","63690100000","000","63690000",SALENTO,"63690100000000",834537.99831099994,1990.00000000000,2024,0.05809299446,0.00006796912,834316.1152999999,1981.62030883789
"68","209","68209","1","000","682091000","00","68209100000","000","68209000",CONFINES,"68209100000000",221751.33963999999,1516.00000000000,2024,0.03446839244,0.00001811992,221353.5890000000,1507.96571777344
"68","320","68320","1","000","683201000","00","68320100000","000","68320000",GUADALUPE,"68320100000000",680993.31276400003,1419.00000000000,2024,0.05513379808,0.00005563873,679849.7279000002,1434.52040765224
"68","370","68370","1","000","683701000","00","68370100000","000","68370000",JORDÁN SUBE,"68370100000000",47734.01632640000,447.00000000000,2024,0.00969153334,0.00000390303,47643.9233900000,442.766123453776
"68","397","68397","1","000","683971000","00","68397100000","000","68397000",LA PAZ,"68397100000000",231838.31830099999,1900.00000000000,2024,0.02792322991,0.00001894049,231475.2116000000,1905.40432504507
"68","425","68425","1","000","684251000","00","68425100000","000","68425000",MACARAVITA,"68425100000000",80331.96525220000,2290.00000000000,2024,0.01310436985,0.00000656304,80154.0188600000,2289.10311889648
"68","755","68755","1","000","687551000","00","68755100000","000","68755000",SOCORRO,"68755100000000",4127164.35148000019,1250.00000000000,2024,0.15489467123,0.00033731429,4119817.3730000001,1271.60461100594
"73","236","73236","1","000","732361000","00","73236100000","000","73236000",DOLORES,"73236100000000",693110.28882899997,1441.00000000000,2024,0.04789143856,0.00005640204,692620.1721000000,1435.35928381495
"73","349","73349","1","000","733491000","00","73349100000","000","73349000",HONDA,"73349100000000",10153652.40579999983,244.00000000000,2024,0.32241391800,0.00082810844,10145511.6300000008,250.747795034278
"73","411","73411","1","000","734111000","00","73411100000","000","73411000",LÍBANO,"73411100000000",3639668.68421000009,1601.00000000000,2024,0.13135515802,0.00029666687,3637481.2579999999,1569.77933947096
"73","504","73504","1","000","735041000","00","73504100000","000","73504000",ORTEGA,"73504100000000",3237150.82829000009,390.00000000000,2024,0.08766546812,0.00026348834,3235556.1299999999,385.970750317966
"76","109","76109","1","000","761091000","00","76109100000","000","76109000","BUENAVENTURA, DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVERSO Y ECOTURÍSTICO","76109100000000",33092423.13439999893,7.00000000000,2024,0.69570184891,0.00268738451,33115140.8399999999,20.2219972845322
"76","111","76111","1","000","761111000","00","76111100000","000","76111000",GUADALAJARA DE BUGA,"76111100000000",11638122.03429999948,969.00000000000,2024,0.27052777797,0.00094620137,11640642.0099999998,974.783643305696
"76","122","76122","1","000","761221000","00","76122100000","000","76122000",CAICEDONIA,"76122100000000",2888543.23092000000,1156.00000000000,2024,0.14592116564,0.00023510260,2888272.0940000000,1152.43931642053
"76","275","76275","1","000","762751000","00","76275100000","000","76275000",FLORIDA,"76275100000000",3479087.71046000021,1045.00000000000,2024,0.13821848865,0.00028270551,3479700.3410000000,1042.24875835344
"76","377","76377","1","000","763771000","00","76377100000","000","76377000",LA CUMBRE,"76377100000000",810671.84193200001,1552.00000000000,2024,0.06998691383,0.00006586500,810989.7552000000,1563.24249066363
"76","403","76403","1","000","764031000","00","76403100000","000","76403000",LA VICTORIA,"76403100000000",2318392.73913000012,942.00000000000,2024,0.10108046128,0.00018870024,2318487.4270000001,924.185041764203
"76","736","76736","1","000","767361000","00","76736100000","000","76736000",SEVILLA,"76736100000000",4048957.23347999994,1623.00000000000,2024,0.17967932082,0.00032948665,4048847.4980000001,1623.01436131795
"76","892","76892","1","000","768921000","00","76892100000","000","76892000",YUMBO,"76892100000000",33653506.57590000331,955.00000000000,2024,0.51047846342,0.00273422096,33665308.1199999973,977.071002415525
"81","794","81794","1","000","817941000","00","81794100000","000","81794000",TAME,"81794100000000",9702700.65120000020,360.00000000000,2024,0.27222239548,0.00079185293,9675907.0710000005,357.386434658605
"85","263","85263","1","000","852631000","00","85263100000","000","85263000",PORE,"85263100000000",1796788.54859000002,284.00000000000,2024,0.06038640203,0.00014649214,1792100.8880000000,283.414906238374
"85","440","85440","1","000","854401000","00","85440100000","000","85440000",VILLANUEVA,"85440100000000",4938888.43341999967,282.00000000000,2024,0.24053837226,0.00040234527,4929011.6059999997,285.253030422045
"91","001","91001","1","000","910011000","00","91001100000","000","91001000",LETICIA,"91001100000000",12840885.11849999800,79.00000000000,2024,0.21165394358,0.00104049008,12790030.6500000004,77.8862312250463
"25","290","25290","1","000","252901000","00","25290100000","000","25290000",FUSAGASUGÁ,"25290100000000",14472631.18469999917,1765.00000000000,2024,0.31658549830,0.00117902327,14457430.9600000009,1668.75626685423
"68","081","68081","1","000","680811000","00","68081100000","000","68081000","BARRANCABERMEJA, DISTRITO ESPECIAL, PORTUARIO, BIODIVERSO, INDUSTRIAL Y TURÍSTICO","68081100000000",32826899.27889999747,75.00000000000,2024,0.40939359870,0.00268670297,32781020.8500000015,88.1945894404848
"25","743","25743","1","000","257431000","00","25743100000","000","25743000",SILVANIA,"25743100000000",7319357.21616999898,1367.00000000000,2024,0.21508783879,0.00059630823,7311814.0520000001,1380.95561434711
"76","147","76147","1","000","761471000","00","76147100000","000","76147000",CARTAGO,"76147100000000",19367944.84690000117,920.00000000000,2024,0.39596680165,0.00157709000,19367287.6299999990,920.328541974979
"68","276","68276","1","000","682761000","00","68276100000","000","68276000",FLORIDABLANCA,"68276100000000",17156098.31019999832,847.00000000000,2024,0.30870089392,0.00140377160,17123759.1099999994,899.567953269237
"15","820","15820","1","000","158201000","00","15820100000","000","15820000",TÓPAGA,"15820100000000",361398.25500300003,2884.00000000000,2024,0.02494718041,0.00002949186,360653.5140000000,2890.56997070312
"44","279","44279","1","000","442791000","00","44279100000","000","44279000",FONSECA,"44279100000000",5528543.39321000036,12.00000000000,2024,0.14160797175,0.00045695216,5517266.4050000003,181.251678143615
"15","464","15464","1","000","154641000","00","15464100000","000","15464000",MONGUA,"15464100000000",737837.58748400002,2972.00000000000,2024,0.04146205673,0.00006020812,736300.6388000000,2967.52446738057
"73","449","73449","1","000","734491000","00","73449100000","000","73449000",MELGAR,"73449100000000",14277498.73630000092,367.00000000000,2024,0.30068907707,0.00116284905,14264999.8800000008,343.292485186267
"76","823","76823","1","000","768231000","00","76823100000","000","76823000",TORO,"76823100000000",1951458.62452000007,949.00000000000,2024,0.11939878601,0.00015884500,1951589.3450000000,951.276631051276
"76","020","76020","1","000","760201000","00","76020100000","000","76020000",ALCALÁ,"76020100000000",1127320.26955999993,1290.00000000000,2024,0.08627287406,0.00009180096,1127175.1990000000,1240.87882215712
"15","466","15466","1","000","154661000","00","15466100000","000","15466000",MONGUÍ,"15466100000000",797375.59386499994,2928.00000000000,2024,0.05175897878,0.00006506559,795741.2434000000,2910.30271862399
"54","874","54874","1","000","548741000","00","54874100000","000","54874000",VILLA DEL ROSARIO,"54874100000000",19217939.76509999856,440.00000000000,2024,0.34516488626,0.00157442431,19173905.1499999985,398.776740835494
"15","491","15491","1","000","154911000","00","15491100000","000","15491000",NOBSA,"15491100000000",1467664.77015000000,2505.00000000000,2024,0.08352876618,0.00011977765,1464740.7470000000,2496.14113469709
"15","806","15806","1","000","158061000","00","15806100000","000","15806000",TIBASOSA,"15806100000000",1354149.60522000003,2514.00000000000,2024,0.06634172027,0.00011051426,1351506.8850000000,2517.28798888781
"76","845","76845","1","000","768451000","00","76845100000","000","76845000",ULLOA,"76845100000000",451085.46147400001,1350.00000000000,2024,0.05927913652,0.00003673625,451014.9097000000,1380.4671875
"15","272","15272","1","000","152721000","00","15272100000","000","15272000",FIRAVITOBA,"15272100000000",712487.02833100001,2497.00000000000,2024,0.04312685648,0.00005813921,711093.6710000000,2492.20146424093
"76","041","76041","1","000","760411000","00","76041100000","000","76041000",ANSERMANUEVO,"76041100000000",1438677.11816000007,1035.00000000000,2024,0.07365054241,0.00011714808,1438691.9190000000,951.669349939683
"66","400","66400","1","000","664001000","00","66400100000","000","66400000",LA VIRGINIA,"66400100000000",2159257.99242000002,910.00000000000,2024,0.10257798123,0.00017587130,2159120.7749999999,901.79198401744
"70","742","70742","1","000","707421000","00","70742100000","000","70742000",SINCÉ,"70742100000000",3041228.55621000007,135.00000000000,2024,0.18656299322,0.00025015142,3039508.4610000001,134.847302589954
"63","594","63594","1","000","635941000","00","63594100000","000","63594000",QUIMBAYA,"63594100000000",2992967.18814999983,1284.00000000000,2024,0.11141652843,0.00024371264,2992553.7100000000,1300.85908468951
"47","545","47545","1","000","475451000","00","47545100000","000","47545000",PIJIÑO,"47545100000000",910202.26358899998,21.00000000000,2024,0.07609168727,0.00007490777,909284.8075999999,22.4093369438535
"27","745","27745","1","000","277451000","00","27745100000","000","27745000",SIPÍ,"27745100000000",413355.51068100001,78.00000000000,2024,0.02598396545,0.00003362190,413537.2830000000,48.6152962493897
"68","406","68406","1","000","684061000","00","68406100000","000","68406000",LEBRIJA,"68406100000000",2918913.88329999987,1045.00000000000,2024,0.09039650285,0.00023887237,2913640.1949999998,1028.98591707191
"63","272","63272","1","000","632721000","00","63272100000","000","63272000",FILANDIA,"63272100000000",829287.94915300002,1878.00000000000,2024,0.07440685579,0.00006753947,829115.0542000000,1897.580078125
"73","686","73686","1","000","736861000","00","73686100000","000","73686000",SANTA ISABEL,"73686100000000",257556.35179099999,2270.00000000000,2024,0.05006710077,0.00002098656,257407.8025000000,2262.81313139817
"76","054","76054","1","000","760541000","00","76054100000","000","76054000",ARGELIA,"76054100000000",374672.06377800001,1530.00000000000,2024,0.04870043155,0.00003050101,374707.5558000000,1518.12086704799
"73","043","73043","1","000","730431000","00","73043100000","000","73043000",ANZOÁTEGUI,"73043100000000",241891.47666600000,1966.00000000000,2024,0.05344851450,0.00001970794,241751.3591000000,1946.93281773158
"47","258","47258","1","000","472581000","00","47258100000","000","47258000",EL PIÑÓN,"47258100000000",933639.94329900004,8.00000000000,2024,0.04657205910,0.00007707097,932912.4063000000,6.39595472603513
"25","899","25899","1","000","258991000","00","25899100000","000","25899000",ZIPAQUIRÁ,"25899100000000",10264765.98310000077,2652.00000000000,2024,0.20894219542,0.00083704906,10251412.0600000005,2601.5373571565
"44","847","44847","1","000","448471000","00","44847100000","000","44847000",URIBIA,"44847100000000",7626869.93168999907,23.00000000000,2024,0.20761261490,0.00063182897,7608533.4139999999,24.6436351553459
"47","660","47660","1","000","476601000","00","47660100000","000","47660000",SAN ÁNGEL,"47660100000000",803076.15850400005,133.00000000000,2024,0.05437019870,0.00006622846,802138.6977000000,129.160430593589
"70","708","70708","1","000","707081000","00","70708100000","000","70708000",SAN MARCOS,"70708100000000",7141409.19715999998,27.00000000000,2024,0.20462503083,0.00058649356,7137337.8190000001,26.4805071297415
"13","248","13248","1","000","132481000","00","13248100000","000","13248000",EL GUAMO,"13248100000000",780158.05766399996,86.00000000000,2024,0.07282241528,0.00006432304,779628.0890000000,73.2767027578046
"05","380","05380","1","000","053801000","00","05380100000","000","05380000",LA ESTRELLA,"05380100000000",7314977.25033000018,1775.00000000000,2024,0.30190103433,0.00059717732,7313303.4670000002,1727.30390016071
"25","269","25269","1","000","252691000","00","25269100000","000","25269000",FACATATIVÁ,"25269100000000",7883384.15667000040,2598.00000000000,2024,0.30252271721,0.00064264470,7874967.6420000000,2602.83731875212
"47","555","47555","1","000","475551000","00","47555100000","000","47555000",PLATO,"47555100000000",7887365.38195999991,20.00000000000,2024,0.14122250465,0.00064991009,7881048.7630000003,31.3226306947887
"25","286","25286","1","000","252861000","00","25286100000","000","25286000",FUNZA,"25286100000000",7793874.39006999973,2552.00000000000,2024,0.25925489400,0.00063526678,7784795.3940000003,2547.82371396197
"85","010","85010","1","000","850101000","00","85010100000","000","85010000",AGUAZUL,"85010100000000",4631033.49027999956,275.00000000000,2024,0.14813665317,0.00037745750,4620621.2149999999,278.711889006555
"25","473","25473","1","000","254731000","00","25473100000","000","25473000",MOSQUERA,"25473100000000",14977849.03419999965,2516.00000000000,2024,0.30414676609,0.00122081290,14960594.2799999993,2546.49709625244
"73","148","73148","1","000","731481000","00","73148100000","000","73148000",CARMEN DE APICALÁ,"73148100000000",4820539.27037000004,324.00000000000,2024,0.15497610915,0.00039257897,4816561.4479999999,319.639829378602
"05","031","05031","1","000","050311000","00","05031100000","000","05031000",AMALFI,"05031100000000",1662715.65436000004,1555.00000000000,2024,0.08638527895,0.00013600128,1661721.2050000001,1555.57742851761
"05","021","05021","1","000","050211000","00","05021100000","000","05021000",ALEJANDRÍA,"05021100000000",402125.16398399998,1817.00000000000,2024,0.04001249521,0.00003285565,401902.2995000000,1639.372421875
"05","002","05002","1","000","050021000","00","05002100000","000","05002000",ABEJORRAL,"05002100000000",1238698.08125000005,2032.00000000000,2024,0.07166207134,0.00010107903,1238247.3980000000,2165.64246465119
"05","004","05004","1","000","050041000","00","05004100000","000","05004000",ABRIAQUÍ,"05004100000000",156825.76161399999,1915.00000000000,2024,0.02674230418,0.00001280890,156834.2238000000,1917.45178833008
"05","079","05079","1","000","050791000","00","05079100000","000","05079000",BARBOSA,"05079100000000",2787815.40434999997,1306.00000000000,2024,0.15180933756,0.00022777559,2786615.8980000000,1303.7626953125
"05","036","05036","1","000","050361000","00","05036100000","000","05036000",ANGELÓPOLIS,"05036100000000",771741.78307999996,1863.00000000000,2024,0.04148415101,0.00006299458,771602.5338000000,1863.50955946181
"05","034","05034","1","000","050341000","00","05034100000","000","05034000",ANDES,"05034100000000",2092694.07483000006,1328.00000000000,2024,0.12262686859,0.00017065394,2092550.9960000000,1301.15957591573
"05","038","05038","1","000","050381000","00","05038100000","000","05038000",ANGOSTURA,"05038100000000",482127.99381900002,1706.00000000000,2024,0.05330880406,0.00003942658,481920.6134000000,1695.91518511091
"05","042","05042","1","000","050421000","00","05042100000","000","05042000",SANTA FÉ DE ANTIOQUIA,"05042100000000",3596663.54100000020,573.00000000000,2024,0.09773298120,0.00029379622,3596276.4120000000,568.3417805701
"05","040","05040","1","000","050401000","00","05040100000","000","05040000",ANORÍ,"05040100000000",1298429.32939999993,1575.00000000000,2024,0.07611859513,0.00010623646,1297711.7139999999,1570.95490977967
"05","044","05044","1","000","050441000","00","05044100000","000","05044000",ANZÁ,"05044100000000",224259.07679100000,655.00000000000,2024,0.03670517246,0.00001830931,224239.3514000000,647.073889160156
"05","051","05051","1","000","050511000","00","05051100000","000","05051000",ARBOLETES,"05051100000000",1543548.38684999989,8.00000000000,2024,0.11180722371,0.00012666025,1543955.9890000001,11.3254383494777
"05","059","05059","1","000","050591000","00","05059100000","000","05059000",ARMENIA,"05059100000000",300218.58107700001,1800.00000000000,2024,0.05109648551,0.00002450598,300179.1158000001,1768.43201760685
"05","086","05086","1","000","050861000","00","05086100000","000","05086000",BELMIRA,"05086100000000",506115.44623499998,2526.00000000000,2024,0.03749793344,0.00004135312,506008.3173000000,2515.66318111096
"05","091","05091","1","000","050911000","00","05091100000","000","05091000",BETANIA,"05091100000000",375119.31527399999,1558.00000000000,2024,0.04328032271,0.00003059129,375117.5708000000,1560.615347726
"05","093","05093","1","000","050931000","00","05093100000","000","05093000",BETULIA,"05093100000000",598375.80153099995,1644.00000000000,2024,0.06762565846,0.00004882949,598374.7297000000,1621.07843017578
"05","107","05107","1","000","051071000","00","05107100000","000","05107000",BRICEÑO,"05107100000000",499225.93788300001,1250.00000000000,2024,0.04390596531,0.00004083695,499080.6007000000,1226.55065076105
"05","113","05113","1","000","051131000","00","05113100000","000","05113000",BURITICÁ,"05113100000000",170162.60670100001,1625.00000000000,2024,0.02867265366,0.00001390318,170153.0460000000,1632.10309448242
"05","120","05120","1","000","051201000","00","05120100000","000","05120000",CÁCERES,"05120100000000",1655943.95157000003,98.00000000000,2024,0.05787134693,0.00013561778,1655243.9020000000,94.8399236043294
"05","125","05125","1","000","051251000","00","05125100000","000","05125000",CAICEDO,"05125100000000",164125.51088399999,1792.20000000000,2024,0.02001940022,0.00001340049,164124.7597000000,1794.34046088325
"05","134","05134","1","000","051341000","00","05134100000","000","05134000",CAMPAMENTO,"05134100000000",567173.83529900003,1720.00000000000,2024,0.05050111561,0.00004639167,566915.9263000002,1701.25649226262
"05","154","05154","1","000","051541000","00","05154100000","000","05154000",CAUCASIA,"05154100000000",17157984.03249999881,54.00000000000,2024,0.24953688920,0.00140665635,17148978.0799999982,59.000828279044
"05","138","05138","1","000","051381000","00","05138100000","000","05138000",CAÑASGORDAS,"05138100000000",907727.25179600006,1300.00000000000,2024,0.09809878741,0.00007416074,907747.8949000000,1270.77625641999
"05","145","05145","1","000","051451000","00","05145100000","000","05145000",CARAMANTA,"05145100000000",356853.39392900001,2115.00000000000,2024,0.03989726156,0.00002910221,356774.2345000000,2104.28526475694
"05","147","05147","1","000","051471000","00","05147100000","000","05147000",CAREPA,"05147100000000",2724131.04215000011,37.00000000000,2024,0.11926224390,0.00022285374,2725279.5830000001,39.6050995443469
"05","172","05172","1","000","051721000","00","05172100000","000","05172000",CHIGORODÓ,"05172100000000",3933067.71994999982,35.00000000000,2024,0.16171032280,0.00032167290,3934803.3190000001,34.0727669302486
