MpCodigo,MpNombre,MpArea,MpNorma,MpCategor,MpAltitud,Restriccio,Depto,ATotal,AUrban,ARural,CZTotal,CZUrban,CZRural,dpto_ccdgo,mpio_ccdgo,mpio_cdpmp,clas_ccdgo,setr_ccdgo,setr_ccnct,secr_ccdgo,secr_ccnct,zu_ccdgo,zu_cdivi,zu_cnmbre,zu_ccnct,zu_narea,zu_naltd,zu_nano,shape_Leng,shape_Area,AUrban_2,CZ__mean
"25841",Ubaque,106.95017511200,,1,1820,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,106950175.0000000000,297299.4812000000,106652875.5000000000,2580.9867260000,1813.4831150000,2580.9867260000,,,,,,,,,,,,,,,,,,,2583.13367583136
"50686",San Juanito,244.52350765500,Ordenanza No. 32 de 1981,1,1950,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Meta,244523507.5000000000,232915.9602000000,244290591.5000000000,2610.4898140000,1956.1205170000,2610.4898140000,,,,,,,,,,,,,,,,,,,2611.15125428416
"27250",El Litoral Del San Juán,4136.15271933000,Ordenanza No. 001 de 1993,1,25,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Chocó,4136152719.0000000000,1074684.2870000000,4135078034.0000000000,319.7692872000,8.9171193300,319.7692872000,,,,,,,,,,,,,,,,,,,319.849653141942
"25324",Guataquí,90.89217542400,,1,255,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,90892175.4200000018,735557.0857000002,90156618.3100000024,454.4815879000,259.7419523000,454.4815879000,,,,,,,,,,,,,,,,,,,456.060974913421
"76400",La Unión,120.87266239600,,1,963,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Valle del Cauca,120872662.2000000030,4166900.9870000002,116705761.2000000030,1170.0013530000,952.8358694000,1170.0013530000,,,,,,,,,,,,,,,,,,,1177.85204849885
"25815",Tocaima,245.58097678700,,1,399,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,245580976.5000000000,3156669.3480000002,242424307.0000000000,548.5754626000,380.3334724000,548.5754626000,,,,,,,,,,,,,,,,,,,550.744230122863
"25245",El Colegio,118.15611212500,,1,980,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,118156112.0000000000,1948661.8140000000,116207450.0000000000,1433.1819310000,1031.2995670000,1433.1819310000,,,,,,,,,,,,,,,,,,,1439.98501139192
"25599",Apulo,121.87188078600,Decreto No. 1336 de 1949,1,417,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,121871880.7000000030,1430910.2720000001,120440970.4000000060,660.8220967000,429.6674851000,660.8220967000,,,,,,,,,,,,,,,,,,,663.600397325749
"73547",Piedras,354.16431678000,,1,433,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Tolima,354164316.6000000238,929126.4782000000,353235190.1000000238,522.2452322000,390.8375456000,522.2452322000,,,,,,,,,,,,,,,,,,,522.597313538429
"25035",Anapoima,123.83748530700,,1,689,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,123837485.2000000030,5501665.2810000004,118335819.9000000060,756.2336047000,721.5796848000,756.2336047000,,,,,,,,,,,,,,,,,,,757.841646377234
"25181",Choachí,212.13244779700,,1,1920,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,212132447.5000000000,1113308.2050000001,211019139.0000000000,2708.9766180000,1922.3515420000,2708.9766180000,,,,,,,,,,,,,,,,,,,2713.13177520752
"25645",San Antonio Del Tequendama,88.47406007340,,1,1500,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,88474060.0600000024,208324.4868000000,88265735.5600000024,1828.6830950000,1495.1374300000,1828.6830950000,,,,,,,,,,,,,,,,,,,1829.45437353031
"25368",Jerusalén,221.67275314900,,1,300,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,221672753.0000000000,367476.7246000000,221305276.0000000000,621.2218249000,301.9367046000,621.2218249000,,,,,,,,,,,,,,,,,,,621.811705478184
"76250",El Dovio,236.02934989900,Ordenanza No. 14 de 1956,1,1250,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Valle del Cauca,236029349.8000000119,974312.3588000000,235055037.4000000060,1510.4112190000,1434.8778430000,1510.4112190000,,,,,,,,,,,,,,,,,,,1510.72939303031
"25438",Medina,1194.92912504000,,1,533,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,1194929125.0000000000,1554606.9020000000,1193374518.0000000000,1044.9333120000,532.2414936000,1044.9333120000,,,,,,,,,,,,,,,,,,,1045.59863285036
"25279",Fómeque,459.51731988500,,1,1925,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,459517319.8000000119,1380731.5200000000,458136588.1000000238,2921.7740090000,1911.5049520000,2921.7740090000,,,,,,,,,,,,,,,,,,,2924.81410548254
"25797",Tena,51.38366388700,,1,1350,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,51383663.8800000027,197708.9411000000,51185954.9200000018,1458.4671480000,1352.5225160000,1458.4671480000,,,,,,,,,,,,,,,,,,,1458.8901514013
"73026",Alvarado,344.11186540700,,1,418,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Tolima,344111865.3000000119,822460.2657000000,343289405.0000000000,681.7984146000,415.8121101000,681.7984146000,,,,,,,,,,,,,,,,,,,682.438677448243
"76863",Versalles,200.63763862300,,1,1900,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Valle del Cauca,200637638.5000000000,763125.4520000000,199874513.0000000000,1641.8551740000,1852.8637360000,1641.8551740000,,,,,,,,,,,,,,,,,,,1641.06238305287
"25386",La Mesa,148.12919557000,,1,1275,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,148129195.5000000000,3903191.7760000001,144226003.5000000000,1048.8626060000,1281.0967830000,1048.8626060000,,,,,,,,,,,,,,,,,,,1042.47712595519
"85440",Villanueva,832.18052432600,Ordenanza No. 2287 de 1982,1,200,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Casanare,832180524.2000000477,4929011.6050000004,827251512.5000000000,217.7696985000,285.2530304000,217.7696985000,,,,,,,,,,,,,,,,,,,217.370539783419
"73043",Anzoátegui,469.46925983000,Ordenanza No. 21 de 1915,1,1900,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Tolima,469469259.8000000119,241751.3591000000,469227508.3000000715,2853.8255590000,1946.9328170000,2853.8255590000,,,,,,,,,,,,,,,,,,,2854.28658844134
"50110",Barranca De Upía,403.01385949000,Ordenanza No. 05 de 1990,1,225,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Meta,403013859.3000000119,1595307.6410000001,401418551.6000000238,237.5947125000,229.2432860000,237.5947125000,,,,,,,,,,,,,,,,,,,237.627217293716
"25473",Mosquera,106.01016872400,,1,2543,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,106010168.7000000030,14960594.2500000000,91049574.4300000072,2574.5852650000,2546.4970960000,2574.5852650000,,,,,,,,,,,,,,,,,,,2579.55057689389
"25530",Paratebueno,883.90653757800,Ordenanza No. 36 de 1981,1,250,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,883906537.5000000000,605607.8975000000,883300929.6000000238,359.4637737000,255.9770415000,359.4637737000,,,,,,,,,,,,,,,,,,,359.537548263155
"76823",Toro,175.75564192600,,1,958,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Valle del Cauca,175755641.9000000060,1951589.3450000000,173804052.5000000000,1233.0798110000,951.2766310000,1233.0798110000,,,,,,,,,,,,,,,,,,,1236.24722736404
"25580",Pulí,197.51970932400,,1,1000,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,197519709.3000000119,190154.7755000000,197329554.5000000000,931.0130395000,1289.1286510000,931.0130395000,,,,,,,,,,,,,,,,,,,930.67338862767
"25099",Bojacá,102.20749081900,,1,2600,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,102207490.7000000030,1180085.5020000001,101027405.0000000000,2572.4951800000,2581.6859920000,2572.4951800000,,,,,,,,,,,,,,,,,,,2572.38515734701
"25123",Cachipay,53.39584477380,Ordenanza No. 006 de 1982,1,1650,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,53395844.7700000033,760298.2888000000,52635546.4600000009,1395.0095170000,1613.7967080000,1395.0095170000,,,,,,,,,,,,,,,,,,,1391.82895775377
"76054",Argelia,90.80595341020,Ordenanza No. 15 de 1956,1,1512,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Valle del Cauca,90805953.4000000060,374707.5558000000,90431245.8400000036,1595.2638230000,1518.1208670000,1595.2638230000,,,,,,,,,,,,,,,,,,,1595.56928272235
"25299",Gama,107.51893092300,Ordenanza No. 14 de 1903,1,2150,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,107518930.9000000060,178489.6091000000,107340441.2000000030,2369.4437860000,2170.2092860000,2369.4437860000,,,,,,,,,,,,,,,,,,,2369.77544944905
"25286",Funza,69.97262576930,,1,2548,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,69972625.7600000054,7784795.3940000003,62187830.3500000015,2552.2095370000,2547.8237130000,2552.2095370000,,,,,,,,,,,,,,,,,,,2553.0594901345
"25596",Quipile,127.58956541100,,1,1448,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,127589565.4000000060,133765.1900000000,127455800.2000000030,1448.3815560000,1453.2689770000,1448.3815560000,,,,,,,,,,,,,,,,,,,1448.37665257074
"25293",Gachalá,384.37423107300,,1,1700,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,384374231.0000000000,330108.6683000000,384044122.3000000119,2216.5129120000,1713.0590100000,2216.5129120000,,,,,,,,,,,,,,,,,,,2216.94791495971
"25898",Zipacón,54.14079878250,,1,2550,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,54140798.7800000012,244978.6025000000,53895820.1700000018,2450.0803940000,2536.2863090000,2450.0803940000,,,,,,,,,,,,,,,,,,,2449.68626324664
"27745",Sipí,1577.45312748000,Ordenanza No. 014 de 1956,1,50,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Chocó,1577453127.0000000000,413537.2830000000,1577039589.0000000000,587.4007315000,48.6152962400,587.4007315000,,,,,,,,,,,,,,,,,,,587.546610221791
"73861",Venadillo,334.39856405800,,1,332,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Tolima,334398564.0000000000,1466489.3510000000,332932074.6000000238,570.6908506000,338.1881840000,570.6908506000,,,,,,,,,,,,,,,,,,,571.695682611481
"73686",Santa Isabel,270.05215758300,Ordenanza No. 13 de 1904,1,2270,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Tolima,270052157.5000000000,257407.8025000000,269794749.6000000238,3055.1433500000,2262.8131310000,3055.1433500000,,,,,,,,,,,,,,,,,,,3055.86860700566
"25372",Junín,343.26591299700,,1,2325,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,343265912.8000000119,339786.3896000000,342926126.3000000119,2717.7204340000,2336.8700760000,2717.7204340000,,,,,,,,,,,,,,,,,,,2718.11723250116
"25086",Beltrán,176.72663673300,,1,229,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,176726636.5000000000,577449.2288000000,176149187.0000000000,432.4709293000,231.8749311000,432.4709293000,,,,,,,,,,,,,,,,,,,433.160052019474
"76246",El Cairo,214.23703663900,Ordenanza No. 045 de 1947,1,1800,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Valle del Cauca,214237036.5000000000,396996.6736000000,213840039.8000000119,1861.7898210000,1907.6609200000,1861.7898210000,,,,,,,,,,,,,,,,,,,1861.71296446032
"25040",Anolaima,120.83149557800,,1,1650,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,120831495.5000000000,915361.7010000000,119916133.7000000030,1788.2961530000,1667.9959190000,1788.2961530000,,,,,,,,,,,,,,,,,,,1789.24413885279
"25430",Madrid,119.44521083900,,1,2550,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,119445210.7000000030,8505841.5280000009,110939369.0000000000,2575.2583850000,2550.4228330000,2575.2583850000,,,,,,,,,,,,,,,,,,,2577.17112370156
"25839",Ubalá,521.57832970300,,1,1900,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,521578329.6000000238,682920.1080000000,520895409.3000000715,1678.8715090000,1906.2000400000,1678.8715090000,,,,,,,,,,,,,,,,,,,1678.58201827688
"66170",Dosquebradas,69.97443523670,Ordenanza No. 12 de 1972,1,1479,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Risaralda,69974435.2300000042,17077185.5700000003,52897249.6400000006,1638.1994210000,1456.4645140000,1638.1994210000,,,,,,,,,,,,,,,,,,,1696.17498399052
"76041",Ansermanuevo,305.46048146100,,1,964,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Valle del Cauca,305460481.3000000119,1438691.9190000000,304021789.3000000119,1295.5233320000,951.6693499000,1295.5233320000,,,,,,,,,,,,,,,,,,,1297.16348868904
"25269",Facatativá,157.87906128400,,1,2586,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,157879061.0000000000,7874967.6420000000,150004093.3000000119,2700.8707870000,2602.8373180000,2700.8707870000,,,,,,,,,,,,,,,,,,,2706.00480995414
"50568",Puerto Gaitán,17199.25417800000,Ordenanza No. 39 de 1969,1,149,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Meta,17199254177.0000000000,4487360.7300000004,17194766816.0000000000,183.2726787000,157.2245059000,183.2726787000,,,,,,,,,,,,,,,,,,,183.27952009743
"25799",Tenjo,114.00982296000,,1,2600,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,114009822.9000000060,1707644.1690000000,112302178.7000000030,2607.0835310000,2589.5590210000,2607.0835310000,,,,,,,,,,,,,,,,,,,2607.35209627168
"73461",Murillo,423.72151346600,Ordenanza No. 83 de 1985,1,2950,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Tolima,423721513.3000000119,859584.7233000000,422861928.5000000000,3312.9081250000,2987.4684250000,3312.9081250000,,,,,,,,,,,,,,,,,,,3313.54418494958
"15236",Chivor,108.49320336500,Ordenanza No. 23 de 1990,1,1850,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Boyacá,108493203.2000000030,132861.8890000000,108360341.2000000030,1889.3035190000,1817.1222980000,1889.3035190000,,,,,,,,,,,,,,,,,,,1889.38847865448
"66400",La Virginia,32.80016849270,Ordenanza No. 057 de 1959,1,900,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Risaralda,32800168.4800000004,2159120.7740000002,30641047.6900000013,996.3297793000,901.7919840000,996.3297793000,,,,,,,,,,,,,,,,,,,1002.86545709055
"25095",Bituima,61.01694359140,,1,1400,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,61016943.5900000036,180801.2072000000,60836142.3800000027,1482.1767930000,1371.4318610000,1482.1767930000,,,,,,,,,,,,,,,,,,,1482.50183093526
"25260",El Rosal,87.12009013320,Ordenanza No. 25 de 1997,1,2600,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,87120090.1200000048,1040376.1520000000,86079713.9500000030,2652.1911600000,2608.2373060000,2652.1911600000,,,,,,,,,,,,,,,,,,,2652.72231191014
"25328",Guayabal De Síquima,61.83974025250,,1,1600,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,61839740.2500000000,251834.5931000000,61587905.6400000006,1583.4956030000,1606.9344520000,1583.4956030000,,,,,,,,,,,,,,,,,,,1583.40816910789
"73030",Ambalema,237.83825443000,,1,238,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Tolima,237838254.4000000060,1536406.2320000001,236301848.0000000000,258.7695832000,238.4170914000,258.7695832000,,,,,,,,,,,,,,,,,,,258.903061501823
"25019",Albán,50.75098508890,Ordenanza No. 019 de 1903,1,2245,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,50750985.0700000003,451484.8410000000,50299500.2100000009,2023.9737960000,2239.3096820000,2023.9737960000,,,,,,,,,,,,,,,,,,,2022.08169294733
"25297",Gachetá,258.50579108000,,1,1750,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,258505791.0000000000,1236762.2200000000,257269028.5000000000,2439.1212360000,1729.8147620000,2439.1212360000,,,,,,,,,,,,,,,,,,,2442.66331239614
"25867",Vianí,67.03580905800,,1,1480,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,67035809.0300000012,381649.7106000000,66654159.3100000024,1612.8292890000,1481.0763730000,1612.8292890000,,,,,,,,,,,,,,,,,,,1613.60321838356
"73408",Lérida,271.76637273400,,1,345,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Tolima,271766372.6000000238,3497755.2960000001,268268617.3000000119,538.6458258000,349.4847063000,538.6458258000,,,,,,,,,,,,,,,,,,,541.119226548607
"15690",Santa María,309.10660684400,Ordenanza No. 28 de 1961,1,900,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Boyacá,309106606.8000000119,825098.9043000002,308281507.8000000119,1047.2705780000,828.2096220000,1047.2705780000,,,,,,,,,,,,,,,,,,,1047.850856803
"25662",San Juan De Rioseco,313.81682183900,,1,1268,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,313816821.8000000119,582763.5490000000,313234058.1000000238,949.6661098000,1273.7031410000,949.6661098000,,,,,,,,,,,,,,,,,,,949.08481431485
"66682",Santa Rosa De Cabal,543.32923051000,,1,1701,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Risaralda,543329230.5000000000,7724270.7450000001,535604959.6000000238,2556.2290210000,1667.7369880000,2556.2290210000,,,,,,,,,,,,,,,,,,,2569.02599913096
"25126",Cajicá,51.25631772640,,1,2558,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,51256317.7100000009,6673180.4850000003,44583137.2100000009,2603.7406110000,2559.3742210000,2603.7406110000,,,,,,,,,,,,,,,,,,,2610.76327459503
"25326",Guatavita,251.99787801400,,1,2700,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,251997878.0000000000,826326.3513000000,251171551.5000000000,2920.4890780000,2705.4425310000,2920.4890780000,,,,,,,,,,,,,,,,,,,2921.1955345723
"15325",Guayatá,99.80420325980,,1,1700,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Boyacá,99804203.2500000000,317889.4925000000,99486313.7500000000,2211.5671820000,1710.2338900000,2211.5671820000,,,,,,,,,,,,,,,,,,,2213.10882385363
"66075",Balboa,119.47932658700,,1,1550,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Risaralda,119479326.5000000000,270230.1908000000,119209096.2000000030,1151.6183840000,1582.0789790000,1151.6183840000,,,,,,,,,,,,,,,,,,,1150.71890322708
"15667",San Luis De Gaceno,468.96632065000,,1,400,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Boyacá,468966320.6000000238,1167393.5240000000,467798927.0000000000,675.2967781000,383.1106626000,675.2967781000,,,,,,,,,,,,,,,,,,,676.040470582963
"73411",Líbano,282.20024438400,,1,1600,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Tolima,282200244.3000000119,3637481.2570000002,278562763.0000000000,1503.5801630000,1569.7793390000,1503.5801630000,,,,,,,,,,,,,,,,,,,1502.71567477675
"85300",Sabanalarga,400.15819659800,Ordenanza No. 05 de 1965,1,450,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Casanare,400158196.5000000000,863747.8441000000,399294448.6000000238,579.7864925000,470.0631529000,579.7864925000,,,,,,,,,,,,,,,,,,,580.022557232827
"25785",Tabio,75.12982250950,,1,2600,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,75129822.5000000000,1010269.0880000000,74119553.4000000060,2768.9411580000,2588.8812320000,2768.9411580000,,,,,,,,,,,,,,,,,,,2771.43740674097
"25168",Chaguaní,171.87468249700,,1,1023,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,171874682.4000000060,229442.2691000000,171645240.0000000000,1015.0848790000,1042.6100620000,1015.0848790000,,,,,,,,,,,,,,,,,,,1015.04801574586
"15022",Almeida,57.57419619880,,1,1925,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Boyacá,57574196.1700000018,161493.0720000000,57412703.0900000036,2120.9625970000,1922.0192190000,2120.9625970000,,,,,,,,,,,,,,,,,,,2121.55214708458
"15761",Somondoco,58.69677713830,,1,1680,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Boyacá,58696777.1300000027,399127.5206000000,58297649.6000000015,1948.2528300000,1667.1049480000,1948.2528300000,,,,,,,,,,,,,,,,,,,1950.13835311113
"25718",Sasaima,111.50661033600,,1,1191,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,111506610.2000000030,630724.0142000000,110875886.0000000000,1581.7858700000,1189.0813090000,1581.7858700000,,,,,,,,,,,,,,,,,,,1584.10564409204
"25817",Tocancipá,73.14810780360,,1,2564,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,73148107.7900000066,1701632.2050000001,71446475.5600000024,2642.9526760000,2573.2100270000,2642.9526760000,,,,,,,,,,,,,,,,,,,2644.64953953496
"27491",Nóvita,945.67601730100,,1,100,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Chocó,945676017.2000000477,610359.4026000000,945065657.6000000238,279.4289168000,56.9829763300,279.4289168000,,,,,,,,,,,,,,,,,,,279.573620653827
"25658",San Francisco,118.61559755300,,1,1505,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,118615597.5000000000,770767.2382000000,117844830.2000000030,2163.6571310000,1521.8206150000,2163.6571310000,,,,,,,,,,,,,,,,,,,2168.01296416507
"25295",Gachancipá,42.86544066330,,1,2563,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,42865440.6400000006,1031914.6520000000,41833525.9600000009,2660.2325360000,2569.8916230000,2660.2325360000,,,,,,,,,,,,,,,,,,,2662.49289667985
"66440",Marsella,149.29766879300,,1,1600,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Risaralda,149297668.5000000000,2365398.6690000002,146932269.8000000119,1305.7383580000,1567.9298210000,1305.7383580000,,,,,,,,,,,,,,,,,,,1301.52345358146
"66383",La Celia,92.47551289070,Ordenanza No. 96 de 1959,1,1500,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Risaralda,92475512.8900000006,413001.6467000000,92062511.2300000042,1592.5993800000,1394.0510880000,1592.5993800000,,,,,,,,,,,,,,,,,,,1593.48132728635
"76243",El Águila,187.82405545800,Decreto No. 0284 de 1950,1,1750,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Valle del Cauca,187824055.4000000060,341441.0937000001,187482614.3000000119,1870.2658850000,1843.4879460000,1870.2658850000,,,,,,,,,,,,,,,,,,,1870.31336634125
"15778",Sutatenza,41.06350102780,,1,1950,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Boyacá,41063501.0200000033,413608.7124000000,40649892.2800000012,1839.3015180000,1918.0715710000,1839.3015180000,,,,,,,,,,,,,,,,,,,1838.47271895893
"17873",Villamaria,454.87084767000,,1,1944,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Caldas,454870847.6000000238,5007720.0530000003,449863127.5000000000,3040.0074350000,1928.2914170000,3040.0074350000,,,,,,,,,,,,,,,,,,,3052.22603867344
"15322",Guateque,36.07517975430,,1,1810,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Boyacá,36075179.7500000000,1896910.5270000000,34178269.2100000009,1852.8333980000,1796.0644100000,1852.8333980000,,,,,,,,,,,,,,,,,,,1855.99846087374
"85162",Monterrey,777.57342581100,,1,430,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Casanare,777573425.7000000477,3081172.3730000001,774492253.2000000477,501.7892910000,445.1520432000,501.7892910000,,,,,,,,,,,,,,,,,,,502.015660909055
"15425",Macanal,199.61414899400,,1,1850,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Boyacá,199614148.9000000060,233397.0772000000,199380751.8000000119,1828.0456520000,1680.1341070000,1828.0456520000,,,,,,,,,,,,,,,,,,,1828.22227801841
"73870",Villahermosa,279.06490291500,,1,2000,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Tolima,279064902.8000000119,691190.9863000000,278373711.8000000119,2481.3407130000,2032.4775800000,2481.3407130000,,,,,,,,,,,,,,,,,,,2482.38394238953
"25436",Manta,107.73563287300,,1,1900,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Cundinamarca,107735632.7000000030,467136.9175000000,107268495.7000000030,2277.1600240000,1901.8293680000,2277.1600240000,,,,,,,,,,,,,,,,,,,2278.88691426004
"85139",Maní,3745.28132605000,,1,175,“No es apropiada su aplicación para la ubicación exacta de puntos ni para el cálculo de áreas y distancias,Casanare,3745281326.0000000000,3888829.8300000001,3741392496.0000000000,166.2221246000,176.3045057000,166.2221246000,,,,,,,,,,,,,,,,,,,166.211761266796
