,FECHA_INSTALACION
1900.0,0.00022241992882562276
1915.0,0.00022241992882562276
1922.0,0.0006672597864768683
1924.0,0.00022241992882562276
1928.0,0.00022241992882562276
1929.0,0.00022241992882562276
1930.0,0.00044483985765124553
1931.0,0.002224199288256228
1932.0,0.0013345195729537367
1933.0,0.00022241992882562276
1934.0,0.0015569395017793594
1936.0,0.0006672597864768683
1937.0,0.0008896797153024911
1939.0,0.00022241992882562276
1940.0,0.0015569395017793594
1941.0,0.0008896797153024911
1942.0,0.00044483985765124553
1943.0,0.00022241992882562276
1944.0,0.0006672597864768683
1945.0,0.001112099644128114
1946.0,0.003113879003558719
1947.0,0.0006672597864768683
1948.0,0.001112099644128114
1949.0,0.00022241992882562276
1950.0,0.00044483985765124553
1951.0,0.001112099644128114
1952.0,0.0017793594306049821
1953.0,0.0024466192170818505
1954.0,0.002001779359430605
1955.0,0.002891459074733096
1956.0,0.0026690391459074734
1957.0,0.004893238434163701
1958.0,0.026023131672597864
1959.0,0.014234875444839857
1960.0,0.008674377224199288
1961.0,0.005782918149466192
1962.0,0.00956405693950178
1963.0,0.023576512455516015
1964.0,0.01601423487544484
1965.0,0.018016014234875446
1966.0,0.017126334519572954
1967.0,0.02090747330960854
1968.0,0.023798932384341637
1969.0,0.01601423487544484
1970.0,0.035142348754448396
1971.0,0.055604982206405695
1972.0,0.03847864768683274
1973.0,0.04737544483985765
1974.0,0.05382562277580071
1975.0,0.024466192170818506
1976.0,0.020462633451957295
1977.0,0.01912811387900356
1978.0,0.027580071174377226
1979.0,0.036476868327402136
1980.0,0.034919928825622774
1981.0,0.016681494661921707
1982.0,0.008896797153024912
1983.0,0.038923487544483985
1984.0,0.033807829181494664
1985.0,0.01579181494661922
1986.0,0.02491103202846975
1987.0,0.013345195729537367
1988.0,0.006227758007117438
1989.0,0.008896797153024912
1990.0,0.01445729537366548
1991.0,0.005782918149466192
1992.0,0.009341637010676156
1993.0,0.0066725978647686835
1994.0,0.007339857651245551
1995.0,0.005115658362989324
1996.0,0.002891459074733096
1997.0,0.006895017793594306
1998.0,0.0008896797153024911
1999.0,0.003781138790035587
2000.0,0.0013345195729537367
2001.0,0.003113879003558719
2002.0,0.0015569395017793594
2003.0,0.0015569395017793594
2004.0,0.013122775800711743
2005.0,0.022019572953736653
2006.0,0.004670818505338078
2007.0,0.0064501779359430605
2008.0,0.004225978647686833
2009.0,0.0026690391459074734
2010.0,0.003113879003558719
2011.0,0.002001779359430605
2012.0,0.0013345195729537367
2013.0,0.0026690391459074734
2014.0,0.010008896797153026
2015.0,0.004225978647686833
2016.0,0.00956405693950178
2017.0,0.02224199288256228
2018.0,0.014234875444839857
2019.0,0.005338078291814947
2020.0,0.0008896797153024911
2021.0,0.002224199288256228
