,DEPARTAMENTO,nombre,latitud,longitud,altitud,ThermalLevelValue
4398,Antioquia,EL CARMELO [12037030],8.62,-76.39,20,"Cálido, T>=24°C, <=800meter"
3014,Antioquia,LAJA LA HACIENDA [12037020],8.71666667,-76.48333333,2,"Cálido, T>=24°C, <=800meter"
1082,Boyacá,PUENTE FORERO [35080100],5.10138889,-73.25141667,1790,"Templado, 24°C>T>18°C, <=1800meter"
4236,Antioquia,TRIGANA [12010090],7.74766667,-76.71188889,21,"Cálido, T>=24°C, <=800meter"
3003,Antioquia,CANDELARIA LA [12037010],8.65972222,-76.44583333,5,"Cálido, T>=24°C, <=800meter"
186,Bolívar,SAN PABLO RIO MAGDALENA  - AUT [23207040],7.48033333,-73.91855556,62,"Cálido, T>=24°C, <=800meter"
3841,Antioquia,RIOGRANDE [12017040],7.92783333,-76.62111111,22,"Cálido, T>=24°C, <=800meter"
2565,Antioquia,PRADO MAR [12010110],7.98741667,-76.63852778,5,"Cálido, T>=24°C, <=800meter"
506,Antioquia,SANTA ISABEL [12010080],7.75,-76.66666667,30,"Cálido, T>=24°C, <=800meter"
1609,Antioquia,NACIONAL GRANJA LA [26175030],5.71733333,-75.69091667,1153,"Templado, 24°C>T>18°C, <=1800meter"
1955,Caldas,FLORENCIA [23055080],5.53333333,-75.05,1575,"Templado, 24°C>T>18°C, <=1800meter"
694,Antioquia,EUPOL [12010100],7.94552778,-76.61738889,10,"Cálido, T>=24°C, <=800meter"
692,Antioquia,SANTA MARTHA [12010120],7.92383333,-76.64908333,130,"Cálido, T>=24°C, <=800meter"
607,Antioquia,CASCO EL [12010070],7.88444444,-76.64777778,18,"Cálido, T>=24°C, <=800meter"
700,Antioquia,NEGRA LA 1 [12015040],7.95,-76.68333333,2,"Cálido, T>=24°C, <=800meter"
4271,Antioquia,ARGELIA [23055070],5.73,-75.14,1755,"Templado, 24°C>T>18°C, <=1800meter"
522,Antioquia,TOSCANA LA [12010050],7.80805556,-76.70305556,15,"Cálido, T>=24°C, <=800meter"
527,Antioquia,UNIBAN [12015020],7.82591667,-76.65133333,43,"Cálido, T>=24°C, <=800meter"
3815,Antioquia,PUEBLO BELLO  - AUT [12027010],8.20378111,-76.52494444,10,"Cálido, T>=24°C, <=800meter"
86,Cundinamarca,NARINO - AUT [21237010],4.38777778,-74.838375,277,"Cálido, T>=24°C, <=800meter"
744,Antioquia,COLTEPUNTO RNS 19 [23087260],6.16891667,-75.35741667,280,"Cálido, T>=24°C, <=800meter"
2568,Antioquia,CURRULAO [12027040],7.99441667,-76.63175,51,"Cálido, T>=24°C, <=800meter"
4066,Putumayo,PUENTE CARRETERA [47017030],1.15,-76.9,275,"Cálido, T>=24°C, <=800meter"
4072,Putumayo,COLON [47017040],1.18333333,-76.96666667,295,"Cálido, T>=24°C, <=800meter"
4081,Putumayo,PIEDRA LISA [44017010],1.2,-76.63333333,1200,"Templado, 24°C>T>18°C, <=1800meter"
1837,RIsaralda,VERACRUZ [26135110],4.87,-75.63,17,"Cálido, T>=24°C, <=800meter"
2444,Putumayo,SAN ANTONIO [47017060],1.13333333,-76.86666667,2105,"Frío, 18°C>T>12°C, <=2800meter"
1737,Huila,TOMO EL [21140110],3.34536111,-75.09744444,444,"Cálido, T>=24°C, <=800meter"
2065,Tolima,AGUILA EL [22010060],3.38333333,-75.76666667,2120,"Frío, 18°C>T>12°C, <=2800meter"
4478,Magdalena,PARQUE TAYRONA [15015100],11.31,-73.93,30,"Cálido, T>=24°C, <=800meter"
4069,Putumayo,PUENTE PITALITO [44017030],1.16666667,-76.65,750,"Cálido, T>=24°C, <=800meter"
3603,Putumayo,CAMPUCANA [44010030],1.2025,-76.68083333,1400,"Templado, 24°C>T>18°C, <=1800meter"
2247,Boyacá,ALTO MUCENO [35080110],5.00513889,-73.25861111,2250,"Frío, 18°C>T>12°C, <=2800meter"
2445,Putumayo,PUENTE MOCOA [44017020],1.13333333,-76.61666667,771,"Cálido, T>=24°C, <=800meter"
3602,Putumayo,MINCHOY [44010040],1.20211111,-76.81708333,2300,"Frío, 18°C>T>12°C, <=2800meter"
1777,Meta,PUERTO GAITAN [35127010],4.31155556,-72.07658333,146,"Cálido, T>=24°C, <=800meter"
2080,Bogotá,SANTA MARIA DE USME [21201240],4.48130556,-74.12627778,2800,"Frío, 18°C>T>12°C, <=2800meter"
660,La Guajira,EJEMPLO EL [15067030],11.11666667,-72.58333333,300,"Cálido, T>=24°C, <=800meter"
3163,Bolívar,EMBALSE MATUYA [29037630],9.93333333,-75.28333333,16,"Cálido, T>=24°C, <=800meter"
2941,Bolívar,FINCA LA ESPERANZA [29030510],9.87,-75.29,60,"Cálido, T>=24°C, <=800meter"
3162,Bolívar,SALIDA EMB MATUYA [29037420],9.93333333,-75.3,37,"Cálido, T>=24°C, <=800meter"
3323,Norte de Santander,CALDERA LA [16020110],7.31694444,-72.71833333,2875,"Muy Frío, 12°C>T>6°C, <=3700meter"
1321,Tolima,LORENA LA HACIENDA [21180120],4.02916667,-75.10555556,450,"Cálido, T>=24°C, <=800meter"
2079,Valle del Cauca,CANDELARIA [26115080],4.48091667,-76.07988889,945,"Templado, 24°C>T>18°C, <=1800meter"
2815,Bolívar,AY MORENA [29037640],9.85,-75.25,15,"Cálido, T>=24°C, <=800meter"
2951,Bolívar,AY MARIA MATAMBA [29037730],9.86666667,-75.25,14,"Cálido, T>=24°C, <=800meter"
2800,Sucre,PALO ALTO [13090110],9.8175,-75.41833333,50,"Cálido, T>=24°C, <=800meter"
2692,Sucre,SANTA ANGELA HACIENDA [13090090],9.48527778,-75.5125,20,"Cálido, T>=24°C, <=800meter"
2693,Sucre,ARGENTINA LA HACIENDA [13090100],9.48583333,-75.46861111,20,"Cálido, T>=24°C, <=800meter"
3478,Bolívar,ARRASTRE EL [29037780],10.08333333,-75.4,3,"Cálido, T>=24°C, <=800meter"
3043,Santander,GALAN [23157070],7.05,-73.86666667,76,"Cálido, T>=24°C, <=800meter"
2731,Antioquia,MONOS HACIENDA [27010960],6.89861111,-74.90213889,1100,"Templado, 24°C>T>18°C, <=1800meter"
377,Antioquia,PUENTE CARRETERA [26177070],5.75,-75.63333333,605,"Cálido, T>=24°C, <=800meter"
3389,Sucre,LAMINAS DEL CARIBE [29035150],10.01666667,-75.45,20,"Cálido, T>=24°C, <=800meter"
1244,Casanare,LA ESTACION [35217020],4.69288889,-71.56169444,134,"Cálido, T>=24°C, <=800meter"
4365,Meta,HUMAPO [35117010],4.33,-72.39,153,"Cálido, T>=24°C, <=800meter"
1440,RIsaralda,FLORIDA LA [26137140],4.76666667,-75.61666667,1595,"Templado, 24°C>T>18°C, <=1800meter"
3927,Casanare,SAN MIGUEL [35227010],4.83333333,-71.43333333,132,"Cálido, T>=24°C, <=800meter"
2711,La Guajira,CAIMITO [15070190],12.26913889,-71.51277778,100,"Cálido, T>=24°C, <=800meter"
1137,Meta,GUAMAL [35010070],3.87833333,-73.75861111,525,"Cálido, T>=24°C, <=800meter"
4373,Casanare,OROCUE BZO DERECHO [35227070],4.78,-71.34999722,126,"Cálido, T>=24°C, <=800meter"
1601,Casanare,CHARANGA LA [35227050],4.93333333,-71.43333333,137,"Cálido, T>=24°C, <=800meter"
1878,Meta,PUENTE CARRETERA [35027160],4.2,-73.71666667,870,"Templado, 24°C>T>18°C, <=1800meter"
1921,Casanare,MODULOS [35225010],4.8,-71.33333333,130,"Cálido, T>=24°C, <=800meter"
648,La Guajira,ESPERANZA LA HACIENDA [15060130],11.142,-72.50847222,87,"Cálido, T>=24°C, <=800meter"
2137,Meta,EL TORO [35010060],3.78666667,-73.40055556,230,"Cálido, T>=24°C, <=800meter"
3458,Bolívar,CORREA 2 [29037390],10.04444444,-75.40472222,3,"Cálido, T>=24°C, <=800meter"
1260,RIsaralda,ARABIA [26127100],4.71419444,-75.71375,1401,"Templado, 24°C>T>18°C, <=1800meter"
2141,Meta,NARE [35010080],3.79388889,-73.14972222,200,"Cálido, T>=24°C, <=800meter"
1257,RIsaralda,SUCRE [26127090],4.71083333,-75.75769444,1239,"Templado, 24°C>T>18°C, <=1800meter"
3900,Antioquia,RODADERO EL [26207040],6.0,-75.8,655,"Cálido, T>=24°C, <=800meter"
3899,Antioquia,SANTA CLARA [26177100],5.95,-75.85,520,"Cálido, T>=24°C, <=800meter"
3487,Córdoba,TAMPA [13070290],8.62472222,-75.76722222,20,"Cálido, T>=24°C, <=800meter"
2352,Boyacá,PINOS LOS [24030870],5.81666667,-73.06666667,2535,"Frío, 18°C>T>12°C, <=2800meter"
3506,Atlantico,CASA DE BOMBAS [29030410],10.40833333,-75.12722222,10,"Cálido, T>=24°C, <=800meter"
226,Atlantico,SAN PEDRITO - AUT [29047070],10.26822222,-74.90786111,8,"Cálido, T>=24°C, <=800meter"
792,Antioquia,CANGREJO EL [26217040],6.20972222,-75.86069444,558,"Cálido, T>=24°C, <=800meter"
666,La Guajira,SAN FRANCISCO [15060140],11.15,-72.53333333,115,"Cálido, T>=24°C, <=800meter"
583,La Guajira,PAJONALES HACIENDA [15060160],11.08333333,-72.6,116,"Cálido, T>=24°C, <=800meter"
1419,Meta,PUENTE DEL AMOR [35037130],4.08608333,-73.66888889,433,"Cálido, T>=24°C, <=800meter"
3307,Santander,FLORESTA LA [23190590],7.09027778,-73.12388889,925,"Templado, 24°C>T>18°C, <=1800meter"
539,Bolívar,ZORRO EL [25028100],9.03333333,-74.61666667,18,"Cálido, T>=24°C, <=800meter"
46,Bolívar,NO TE PASES HACIENDA [25028220],8.8,-74.33333333,21,"Cálido, T>=24°C, <=800meter"
2609,Bolívar,AMPARO EL [25028030],9.3,-74.68333333,15,"Cálido, T>=24°C, <=800meter"
2695,Magdalena,PINTO [25028010],9.41666667,-74.71666667,15,"Cálido, T>=24°C, <=800meter"
3430,Bolívar,PTA CARTAGENA [25028170],8.88333333,-74.48333333,21,"Cálido, T>=24°C, <=800meter"
3023,Córdoba,SABANAL [13070280],8.78861111,-75.75138889,10,"Cálido, T>=24°C, <=800meter"
661,La Guajira,EJEMPLO EL [15060110],11.13333333,-72.6,116,"Cálido, T>=24°C, <=800meter"
3889,La Guajira,CAMP INTERCOR [15065050],11.14286111,-72.51466667,122,"Cálido, T>=24°C, <=800meter"
4029,Bolívar,PUERTO SANTANDER 1 [29037380],10.0,-75.31666667,3,"Cálido, T>=24°C, <=800meter"
1796,Cundinamarca,HATO EL [21201210],4.86638889,-74.15386111,2575,"Frío, 18°C>T>12°C, <=2800meter"
459,Magdalena,SAN MIGUEL [25028310],9.0,-73.98333333,27,"Cálido, T>=24°C, <=800meter"
3467,Bolívar,CORREA 1 [29037400],10.05697222,-75.40527778,3,"Cálido, T>=24°C, <=800meter"
3464,Bolívar,CERRITOS LOS [29037440],10.05,-75.38333333,3,"Cálido, T>=24°C, <=800meter"
3460,Bolívar,SANTA HELENA 1 [29037370],10.05861111,-75.40277778,3,"Cálido, T>=24°C, <=800meter"
3990,Bolívar,PUERTO KENNEDY [25028020],9.35,-74.71666667,15,"Cálido, T>=24°C, <=800meter"
1437,Meta,MURUJUY [35037140],4.11666667,-73.28333333,340,"Cálido, T>=24°C, <=800meter"
3881,Atlantico,PLANTA EL RIO [29047060],10.96666667,-74.76666667,4,"Cálido, T>=24°C, <=800meter"
3468,Bolívar,SANTA HELENA 2 [29037450],10.06805556,-75.43583333,3,"Cálido, T>=24°C, <=800meter"
4046,Bolívar,CRUCE OLEODUCTO [29037410],10.06666667,-75.38333333,3,"Cálido, T>=24°C, <=800meter"
2347,Antioquia,PUENTE IGLESIAS [26207030],5.82994444,-75.7055,655,"Cálido, T>=24°C, <=800meter"
2749,Santander,PRIMAVERA [24037010],6.9125,-73.00222222,150,"Cálido, T>=24°C, <=800meter"
1109,Meta,CALIME [32060060],3.74233333,-73.83469444,800,"Cálido, T>=24°C, <=800meter"
479,Magdalena,RIO FRIO [29067070],10.90541667,-74.15411111,30,"Cálido, T>=24°C, <=800meter"
2350,Boyacá,AMARILLA LA [24030880],5.8,-73.06666667,2535,"Frío, 18°C>T>12°C, <=2800meter"
3719,Valle del Cauca,AGUACLARA [53110040],3.67808333,-76.54,1503,"Templado, 24°C>T>18°C, <=1800meter"
2827,Santander,CONQUISTADOR EL [23197430],6.98944444,-73.04111111,10,"Cálido, T>=24°C, <=800meter"
1427,Meta,PERALONSO [35027180],4.1,-73.45,261,"Cálido, T>=24°C, <=800meter"
1503,Tolima,VERTEDERO [21217170],4.28333333,-75.05,470,"Cálido, T>=24°C, <=800meter"
1421,Meta,OJO DE AGUA [35030050],4.09113889,-73.44877778,300,"Cálido, T>=24°C, <=800meter"
1614,Antioquia,BALSOS LOS [26177090],5.71666667,-75.6,505,"Cálido, T>=24°C, <=800meter"
2147,Valle del Cauca,ARREBOLES [26075060],3.43333333,-76.43333333,1100,"Templado, 24°C>T>18°C, <=1800meter"
2979,Antioquia,PUEBLO NUEVO [12027050],8.41505556,-76.62938889,25,"Cálido, T>=24°C, <=800meter"
2964,Bolívar,VITOLA HACIENDA [29010140],9.91666667,-74.88333333,20,"Cálido, T>=24°C, <=800meter"
831,Boyacá,BOAVITA [24035330],6.32897222,-72.58227778,2150,"Frío, 18°C>T>12°C, <=2800meter"
3072,Atlantico,CAMPANOS LOS [29040290],10.55777778,-74.97177778,100,"Cálido, T>=24°C, <=800meter"
3915,Casanare,PUERTO TOCARIA [35217050],5.4,-72.18333333,210,"Cálido, T>=24°C, <=800meter"
3020,Córdoba,BUENOS AIRES 1 [13070170],8.77277778,-75.74972222,9,"Cálido, T>=24°C, <=800meter"
2210,Meta,PUENTE CAMACHO [35017090],3.71061111,-73.70644444,410,"Cálido, T>=24°C, <=800meter"
3424,Córdoba,BERASTEGUI [13070160],8.88333333,-75.7,20,"Cálido, T>=24°C, <=800meter"
1756,RIsaralda,TIGRE EL [26127080],4.8,-75.8,1200,"Templado, 24°C>T>18°C, <=1800meter"
3034,Atlantico,CABECERA BARTOLO [29030390],10.48333333,-75.15,10,"Cálido, T>=24°C, <=800meter"
2355,Boyacá,TRINIDAD LA [24037480],5.84002778,-73.08225,2500,"Frío, 18°C>T>12°C, <=2800meter"
2133,Meta,GUALAS [35015040],3.75,-73.43333333,250,"Cálido, T>=24°C, <=800meter"
3016,Córdoba,LAMAS 3 [13070260],8.73333333,-75.85,18,"Cálido, T>=24°C, <=800meter"
2123,Meta,SAN MARTIN [35010090],3.75027778,-73.70083333,420,"Cálido, T>=24°C, <=800meter"
4014,Córdoba,PALMA DE VINO [13070340],8.73333333,-75.8,20,"Cálido, T>=24°C, <=800meter"
3130,Cesar,PUENTE CARRETERA [25027890],9.34233333,-73.49088889,120,"Cálido, T>=24°C, <=800meter"
894,Santander,MOLINOS LOS [24030740],6.48333333,-72.65,1397,"Templado, 24°C>T>18°C, <=1800meter"
3493,Atlantico,RABON EL HACIENDA [29040270],10.38694444,-74.96277778,4,"Cálido, T>=24°C, <=800meter"
3254,Atlantico,CAMPO DE LA CRUZ [29040250],10.37663889,-74.88841667,4,"Cálido, T>=24°C, <=800meter"
3057,Atlantico,PUERTO GIRALDO [29040300],10.50788889,-74.82227778,5,"Cálido, T>=24°C, <=800meter"
3551,RIsaralda,MARACAY [26130220],4.81216667,-75.84305556,1201,"Templado, 24°C>T>18°C, <=1800meter"
2844,Atlantico,CANDELARIA [29040260],10.45511111,-74.88688889,4,"Cálido, T>=24°C, <=800meter"
3086,Santander,CANAL 1 [23197440],7.06666667,-73.06666667,925,"Templado, 24°C>T>18°C, <=1800meter"
4357,Meta,PIÑALITO [32070040],2.98,-73.63,245,"Cálido, T>=24°C, <=800meter"
923,Santander,MINA LA [24030730],6.55,-72.71666667,1100,"Templado, 24°C>T>18°C, <=1800meter"
4343,Meta,PIÑALITO [32077070],2.97,-73.68,318,"Cálido, T>=24°C, <=800meter"
3087,Santander,CANAL 2 [23197450],7.06666667,-73.06666667,925,"Templado, 24°C>T>18°C, <=1800meter"
3237,Atlantico,SAN PEDRITO ALERTA [29040310],10.27788889,-74.92022222,8,"Cálido, T>=24°C, <=800meter"
2967,Magdalena,PALMARIGUANI  - AUT [28047050],9.93097222,-73.95880556,80,"Cálido, T>=24°C, <=800meter"
3068,Atlantico,CABECERA HENEQUEN [29030640],10.51666667,-75.11666667,9,"Cálido, T>=24°C, <=800meter"
4356,Meta,PUERTO RICO [32077080],2.94,-73.21,199,"Cálido, T>=24°C, <=800meter"
2032,Meta,PALMARITO [35037110],4.23333333,-73.53333333,349,"Cálido, T>=24°C, <=800meter"
1785,Cundinamarca,MUNDO NUEVO [35060300],4.85252778,-73.39194444,1740,"Templado, 24°C>T>18°C, <=1800meter"
1864,Meta,PUENTE CARRETERA [35057040],4.19834444,-73.57019722,390,"Cálido, T>=24°C, <=800meter"
1450,Meta,PUERTO LLERAS [32077060],3.26666667,-73.38333333,238,"Cálido, T>=24°C, <=800meter"
2529,Putumayo,PUERTO UMBRIA [47010120],0.9,-76.56666667,320,"Cálido, T>=24°C, <=800meter"
1186,RIsaralda,GUERRERITO [26170260],5.28105556,-75.66497222,797,"Cálido, T>=24°C, <=800meter"
2515,Putumayo,PUERTO CAICEDO [47010110],0.68591667,-76.60516667,300,"Cálido, T>=24°C, <=800meter"
662,La Guajira,ARENA LA [15060270],11.18913889,-72.72791667,120,"Cálido, T>=24°C, <=800meter"
850,Antioquia,IGUINA HACIENDA [26205040],6.36666667,-75.86666667,480,"Cálido, T>=24°C, <=800meter"
3055,Atlantico,CABECERA EL POLVAR [29030650],10.5,-75.15,10,"Cálido, T>=24°C, <=800meter"
2442,Putumayo,FONDO GANADERO [44010050],1.11666667,-76.63333333,540,"Cálido, T>=24°C, <=800meter"
854,Antioquia,CAÑAFISTO [26217050],6.41797222,-75.81925,466,"Cálido, T>=24°C, <=800meter"
1051,Meta,LA HOLANDA [32075040],3.51633333,-73.71602778,360,"Cálido, T>=24°C, <=800meter"
1203,Guaviare,PUERTO ARTURO [32107010],2.56888889,-72.75111111,175,"Cálido, T>=24°C, <=800meter"
514,Santander,SITIO NUEVO [23187280],7.784,-73.80191667,58,"Cálido, T>=24°C, <=800meter"
4330,Bolívar,AGUADAS LAS ALERTA [25021540],8.94999722,-74.04999722,30,"Cálido, T>=24°C, <=800meter"
1823,Meta,TEJA ROJA [32087030],2.9,-72.9,220,"Cálido, T>=24°C, <=800meter"
1326,Meta,POMPEYA [35020060],4.03975,-73.368,260,"Cálido, T>=24°C, <=800meter"
2801,Sucre,BELEN HACIENDA [13090080],9.81944444,-75.41027778,60,"Cálido, T>=24°C, <=800meter"
2989,Cesar,LETICIA [28020590],10.15238889,-73.22172222,140,"Cálido, T>=24°C, <=800meter"
3568,Putumayo,TORRE TV SAN FCO [47010180],1.14541667,-76.845,30,"Cálido, T>=24°C, <=800meter"
2939,Magdalena,CABANA LA HACIENDA [28040360],9.861,-74.07672222,100,"Cálido, T>=24°C, <=800meter"
2746,La Guajira,TUMAMANA [15070200],12.3295,-71.75188889,100,"Cálido, T>=24°C, <=800meter"
4388,Huila,PAEZ PAICOL RADIO [21050150],2.46,-75.76,788,"Cálido, T>=24°C, <=800meter"
4476,Huila,PUENTE BALSEADERO [21040040],2.23,-75.65,688,"Cálido, T>=24°C, <=800meter"
2812,Cesar,RETORNO EL [28020600],9.85472222,-73.35716667,150,"Cálido, T>=24°C, <=800meter"
4380,Huila,PUENTE SALADOBLANC [21020050],1.98,-76.01,1046,"Templado, 24°C>T>18°C, <=1800meter"
1494,Boyacá,CANAL PATAGUY [24017720],5.45,-73.5,3200,"Muy Frío, 12°C>T>6°C, <=3700meter"
577,La Guajira,GUAMITO HACIENDA [15067040],11.07102778,-72.66822222,80,"Cálido, T>=24°C, <=800meter"
1974,Boyacá,LA GRUTA  - AUT [24037080],5.56697222,-73.04672222,2500,"Frío, 18°C>T>12°C, <=2800meter"
4053,Córdoba,COROCITO [13070200],8.95,-75.8,20,"Cálido, T>=24°C, <=800meter"
1975,Caldas,NORCASIA RADIO [23050250],5.57447222,-74.89169444,737,"Cálido, T>=24°C, <=800meter"
4403,Bolívar,COYONGAL [25021280],8.97,-74.51,20,"Cálido, T>=24°C, <=800meter"
448,Córdoba,CARRILLO [13070180],8.98444444,-75.83177778,20,"Cálido, T>=24°C, <=800meter"
655,La Guajira,ESPERANZA LA [15067060],11.14233333,-72.50819444,135,"Cálido, T>=24°C, <=800meter"
667,La Guajira,HOLANDA LA [15067070],11.16666667,-72.53333333,115,"Cálido, T>=24°C, <=800meter"
813,Antioquia,CANTERAS [23080720],6.27616667,-74.67433333,1723,"Templado, 24°C>T>18°C, <=1800meter"
2479,Caquetá,ARARACUARA [44135010],-0.61636111,-72.38191667,150,"Cálido, T>=24°C, <=800meter"
582,La Guajira,PALMAR EL HACIENDA [15060120],11.08333333,-72.66666667,105,"Cálido, T>=24°C, <=800meter"
4322,Antioquia,ESPERANZA LA RADIO [25021480],8.03,-74.79,31,"Cálido, T>=24°C, <=800meter"
556,Córdoba,COTORRA [13070210],9.03333333,-75.78333333,20,"Cálido, T>=24°C, <=800meter"
1534,Casanare,MODULOS [35220010],4.91047222,-71.43305556,130,"Cálido, T>=24°C, <=800meter"
1220,Tolima,PIEDRAS DE COBRE [22060100],3.90827778,-75.10333333,3594,"Muy Frío, 12°C>T>6°C, <=3700meter"
763,Santander,PUERTO GAITAN [23137020],6.8,-74.1,94,"Cálido, T>=24°C, <=800meter"
3303,Santander,PUENTE LA PAZ [24060060],7.10861111,-73.41944444,180,"Cálido, T>=24°C, <=800meter"
1617,RIsaralda,MARSELLA-ITA [26135120],4.93333333,-75.75,1500,"Templado, 24°C>T>18°C, <=1800meter"
348,Santander,CHORRO EL [23187260],7.98333333,-73.85,60,"Cálido, T>=24°C, <=800meter"
3575,RIsaralda,VIRGINIA LA-ALERTA [26140180],4.8925,-75.88277778,922,"Templado, 24°C>T>18°C, <=1800meter"
428,Bolívar,EDEN EL [23187190],7.7,-73.83333333,61,"Cálido, T>=24°C, <=800meter"
3810,Nariño,BOTANA [52055040],1.16,-77.27880556,2820,"Muy Frío, 12°C>T>6°C, <=3700meter"
272,Meta,RANCHO ALEGRE [35017070],3.86363889,-73.54061111,337,"Cálido, T>=24°C, <=800meter"
2136,Meta,EL BARRO [35017040],3.74972222,-73.17977778,193,"Cálido, T>=24°C, <=800meter"
1746,Meta,HACIENDA LA CABAÑA [35045020],4.30044444,-73.3575,305,"Cálido, T>=24°C, <=800meter"
3194,Córdoba,TRES PIEDRAS [13067010],8.4895,-75.95316667,20,"Cálido, T>=24°C, <=800meter"
3264,Bolívar,TIERRABUENA FINCA [23200070],7.51666667,-74.18333333,529,"Cálido, T>=24°C, <=800meter"
3406,Bolívar,SAN PABLITO [23187170],7.38333333,-73.91666667,62,"Cálido, T>=24°C, <=800meter"
755,Santander,TABETA [37010050],6.81027778,-72.55611111,3168,"Muy Frío, 12°C>T>6°C, <=3700meter"
1491,Boyacá,REBOSADERO [24017680],5.45,-73.53333333,3300,"Muy Frío, 12°C>T>6°C, <=3700meter"
1769,Boyacá,AMARILLO EL [24017670],5.5,-73.53333333,3100,"Muy Frío, 12°C>T>6°C, <=3700meter"
2611,Córdoba,TRAPICHE EL [13070250],9.31666667,-75.88333333,4,"Cálido, T>=24°C, <=800meter"
1492,Boyacá,SALIDA EMBALSE [24017690],5.45,-73.53333333,3300,"Muy Frío, 12°C>T>6°C, <=3700meter"
429,Santander,FE LA [23187200],7.7,-73.81666667,77,"Cálido, T>=24°C, <=800meter"
4036,Bolívar,MONTERRUBIO FINCA [23170060],7.33333333,-74.05,250,"Cálido, T>=24°C, <=800meter"
2035,Antioquia,CAMPAMENTO [26190120],5.68133333,-75.87558333,1228,"Templado, 24°C>T>18°C, <=1800meter"
1495,Boyacá,PUENTE EL [24017700],5.45616667,-73.54011111,3200,"Muy Frío, 12°C>T>6°C, <=3700meter"
3188,Córdoba,PUENTE EL [13067070],8.43333333,-75.95,21,"Cálido, T>=24°C, <=800meter"
3085,Santander,GIRON [23197210],7.06666667,-73.16666667,777,"Cálido, T>=24°C, <=800meter"
1765,Boyacá,CANAL RUCHICAL BOC [24017660],5.48333333,-73.51666667,3200,"Muy Frío, 12°C>T>6°C, <=3700meter"
4315,Córdoba,MARACAYO [13065020],8.41,-75.88,25,"Cálido, T>=24°C, <=800meter"
2982,Córdoba,JUNQUILLO [13067060],8.40797222,-75.91208333,21,"Cálido, T>=24°C, <=800meter"
3892,Meta,RINCON DEL PAJURE [35017050],3.88333333,-73.11666667,190,"Cálido, T>=24°C, <=800meter"
614,Bolívar,CANELOS LOS [23200020],7.86666667,-74.16666667,170,"Cálido, T>=24°C, <=800meter"
2338,Cauca,JULUMITO ALERTAS [26030100],2.48333333,-76.61666667,1500,"Templado, 24°C>T>18°C, <=1800meter"
1127,Meta,ALTO COROZAL [35017030],3.8,-73.58333333,331,"Cálido, T>=24°C, <=800meter"
1798,Antioquia,PUERTO BELLO  - AUT [23087230],6.21197222,-74.60711111,1729,"Templado, 24°C>T>18°C, <=1800meter"
3010,Córdoba,GALAN [13055030],8.65916667,-75.9725,30,"Cálido, T>=24°C, <=800meter"
1138,Meta,OROTOY [35017080],3.83333333,-73.61666667,358,"Cálido, T>=24°C, <=800meter"
3026,Córdoba,UNIV DE CORDOBA [13075050],8.79388889,-75.86152778,15,"Cálido, T>=24°C, <=800meter"
347,Bolívar,DESEO EL [23187180],7.98333333,-73.85,60,"Cálido, T>=24°C, <=800meter"
1191,Tolima,PUENTE CARRETERA [23027060],5.28927778,-74.74608333,222,"Cálido, T>=24°C, <=800meter"
3126,Bolívar,BELLAVISTA [23177040],7.26666667,-74.01666667,63,"Cálido, T>=24°C, <=800meter"
1557,Huila,CASA BOMBAS 2 [21090120],2.78333333,-75.36666667,455,"Cálido, T>=24°C, <=800meter"
2761,Bolívar,SOCORRO EL [23207070],8.08333333,-73.91666667,73,"Cálido, T>=24°C, <=800meter"
1852,Boyacá,MUSEO EL [24011050],5.65,-73.53333333,2215,"Frío, 18°C>T>12°C, <=2800meter"
1043,Meta,FUENTE DE ORO [32070060],3.46666667,-73.63333333,300,"Cálido, T>=24°C, <=800meter"
1556,Boyacá,MINAS LAS [24010800],5.48333333,-73.53333333,2800,"Frío, 18°C>T>12°C, <=2800meter"
1489,Boyacá,GACHANECA [24015290],5.43333333,-73.55,3400,"Muy Frío, 12°C>T>6°C, <=3700meter"
3773,Valle del Cauca,TIMBA [26055020],3.11711111,-76.62402778,124,"Cálido, T>=24°C, <=800meter"
2949,Bolívar,SIERRA LA [23177050],7.46666667,-73.93333333,64,"Cálido, T>=24°C, <=800meter"
1733,Tolima,CARMEN EL [21217200],4.30061111,-75.20655556,821,"Templado, 24°C>T>18°C, <=1800meter"
3921,Meta,PUERTO LLERAS [32070050],3.28333333,-73.38333333,245,"Cálido, T>=24°C, <=800meter"
1502,Tolima,PUENTE CUCUANA [22077080],4.28333333,-75.2,345,"Cálido, T>=24°C, <=800meter"
3383,Cesar,GAMARRA [23210160],8.32666667,-73.73777778,150,"Cálido, T>=24°C, <=800meter"
3961,Casanare,PUERTO TEXAS [35177020],4.41838889,-71.96097222,139,"Cálido, T>=24°C, <=800meter"
930,Santander,REMOLINO [24040060],6.60611111,-73.27611111,630,"Cálido, T>=24°C, <=800meter"
3222,Bolívar,MARIA LA BAJA [29030460],9.98333333,-75.3,10,"Cálido, T>=24°C, <=800meter"
4025,Bolívar,HONDURAS [29030440],9.95,-75.36666667,10,"Cálido, T>=24°C, <=800meter"
4342,Meta,PUERTO RICO [32080010],2.94,-73.21,230,"Cálido, T>=24°C, <=800meter"
1354,Meta,PORVENIR EL [35177010],4.73333333,-71.4,128,"Cálido, T>=24°C, <=800meter"
