,nombre,latitud,longitud,altitud,ThermalLevelValue
889,LLANOS DE SAN JUAN [26237130],6.43333333,-75.71666667,750,"Cálido, T>=24°C, <=800meter"
1479,PETRIBA [35105040],4.38333333,-72.9,175,"Cálido, T>=24°C, <=800meter"
171,SAN ANTONIO SANTANDER [23195190],7.09952778,-73.06619444,1480,"Templado, 24°C>T>18°C, <=1800meter"
1855,CHORRERA LA [24037590],5.62302778,-73.16638889,2700,"Frío, 18°C>T>12°C, <=2800meter"
3294,PALMERA LA [12015090],7.53833333,-76.60555556,58,"Cálido, T>=24°C, <=800meter"
1594,SAN FRANCISCO [24037580],5.57963889,-73.21322222,2700,"Frío, 18°C>T>12°C, <=2800meter"
3413,PRIMAVERA [11147030],7.35,-76.63333333,160,"Cálido, T>=24°C, <=800meter"
2947,NUEVO ORIENTE [12010170],7.46033333,-76.68955556,23,"Cálido, T>=24°C, <=800meter"
582,ESPINAL EL [15065170],11.06666667,-72.73333333,150,"Cálido, T>=24°C, <=800meter"
333,AEROPUERTO FURATENA  - AUT [23125140],5.52083333,-74.18241667,1250,"Templado, 24°C>T>18°C, <=1800meter"
745,MEDIOS LOS [23080910],6.13333333,-75.08333333,1630,"Templado, 24°C>T>18°C, <=1800meter"
3819,LA BOCA [21115120],3.18333333,-75.26666667,430,"Cálido, T>=24°C, <=800meter"
2334,CATARATAS 2 [23017080],5.23528611,-74.88675,4356,"Extremadamente Frio, 6°C>T>0°C, <=4700meter"
2100,CUMARIBO [33055010],4.49472222,-69.80333333,167,"Cálido, T>=24°C, <=800meter"
231,ESCUELA NAVAL CIOH - AUT [14019030],10.39056389,-75.53383056,1,"Cálido, T>=24°C, <=800meter"
893,GUICAN [24035070],6.46347222,-72.40919444,2963,"Muy Frío, 12°C>T>6°C, <=3700meter"
73,HACIENDA EL RUBY - AUT [21167090],4.01105556,-74.71902778,450,"Cálido, T>=24°C, <=800meter"
33,TALAGA TOEZ - AUT [21057100],2.70555556,-76.02219444,1900,"Frío, 18°C>T>12°C, <=2800meter"
3620,CCCP DL PACIFICO [51035020],1.81916667,-78.73,1,"Cálido, T>=24°C, <=800meter"
3653,MAGDALENA LA [21017060],1.905,-76.40111111,1700,"Templado, 24°C>T>18°C, <=1800meter"
2550,TERMOGUAJIRA  - AUT [15035020],11.2525,-73.41138889,5,"Cálido, T>=24°C, <=800meter"
2731,SAN ANDRES [17017020],12.52725,-81.72622222,1,"Cálido, T>=24°C, <=800meter"
1701,CABUYAL [26065040],3.32022222,-76.34661111,13,"Cálido, T>=24°C, <=800meter"
342,TUCURA [13015020],7.96666667,-76.25,110,"Cálido, T>=24°C, <=800meter"
4185,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER [16055100],8.23777778,-73.32222222,1150,"Templado, 24°C>T>18°C, <=1800meter"
4403,PUERTO ANGOSTURAS  - AUT [32067030],3.79,-73.92,745,"Cálido, T>=24°C, <=800meter"
3821,LA COPA [24035040],5.57919444,-73.20877778,2700,"Frío, 18°C>T>12°C, <=2800meter"
2372,CHITICUY [24037270],5.84544444,-73.01361111,2500,"Frío, 18°C>T>12°C, <=2800meter"
2758,ABERTURA LA [26230240],6.90019444,-75.70483333,2550,"Frío, 18°C>T>12°C, <=2800meter"
783,RIOTEX [23087670],6.18125,-75.36638889,2114,"Frío, 18°C>T>12°C, <=2800meter"
1156,PUENTE LA FERIA  - AUT [23087660],6.17266667,-75.33786111,2100,"Frío, 18°C>T>12°C, <=2800meter"
1979,COL DPTAL AGROP [24030500],5.55883333,-73.28166667,2900,"Muy Frío, 12°C>T>6°C, <=3700meter"
1984,BRASILIA FINCA [24011130],5.55,-73.73333333,2550,"Frío, 18°C>T>12°C, <=2800meter"
1983,PARAISO EL [24011140],5.55,-73.8,2572,"Frío, 18°C>T>12°C, <=2800meter"
369,TERMOZIPA [21206450],4.98333333,-73.93333333,2497,"Frío, 18°C>T>12°C, <=2800meter"
799,POPO EL [23080930],6.2,-74.98333333,110,"Cálido, T>=24°C, <=800meter"
2484,VILLARREAL [44197020],-1.30952778,-69.61925,102,"Cálido, T>=24°C, <=800meter"
4309,SANTUARIO [23080920],6.13,-75.27,1250,"Templado, 24°C>T>18°C, <=1800meter"
746,CASAMIA [23087300],6.14219444,-75.37655556,223,"Cálido, T>=24°C, <=800meter"
1663,ENCANTO EL [24030450],5.60633333,-73.32336111,2645,"Frío, 18°C>T>12°C, <=2800meter"
2386,BARBASCAL [35015050],3.63077778,-73.34927778,250,"Cálido, T>=24°C, <=800meter"
1788,PILA LA FINCA [24030420],5.51891667,-73.31072222,2873,"Muy Frío, 12°C>T>6°C, <=3700meter"
1971,JASSA LA [24011120],5.53333333,-73.48333333,2590,"Frío, 18°C>T>12°C, <=2800meter"
3326,ALTAMIRA [23177060],7.08333333,-73.95,100,"Cálido, T>=24°C, <=800meter"
1250,USOSALDANA [21135060],3.93333333,-75.01666667,311,"Cálido, T>=24°C, <=800meter"
865,PRESA SAN LORENZO [23080940],6.38458333,-74.99677778,1700,"Templado, 24°C>T>18°C, <=1800meter"
2569,CHINGOLITA LA [15087090],11.29805556,-72.19138889,500,"Cálido, T>=24°C, <=800meter"
313,PUENTE SOGAMOSO - AUT [24067020],7.24416667,-73.7875,90,"Cálido, T>=24°C, <=800meter"
2925,SOGAMOSO RIO ANTES [24057100],7.21666667,-73.9,86,"Cálido, T>=24°C, <=800meter"
3755,GUACHICONO [52027010],2.04638889,-77.00305556,720,"Cálido, T>=24°C, <=800meter"
875,VIENTO EL [23080950],6.4,-75.1,890,"Templado, 24°C>T>18°C, <=1800meter"
4083,LLANITO EL ARRIBA [24057080],7.16666667,-73.88333333,90,"Cálido, T>=24°C, <=800meter"
4453,GRANJA EXPERIMENTAL UNIVERSIDAD DE NARIÑO [52025060],1.91,-77.19,580,"Cálido, T>=24°C, <=800meter"
2902,LLANITO EL [24057090],7.18333333,-73.85,90,"Cálido, T>=24°C, <=800meter"
1127,CARPINTERIAS HACIENDA [26035070],2.46666667,-76.93333333,2500,"Frío, 18°C>T>12°C, <=2800meter"
2293,MESA LA [52010160],2.26163889,-77.11955556,580,"Cálido, T>=24°C, <=800meter"
970,BODEGA LA [23100050],6.71583333,-74.41,165,"Cálido, T>=24°C, <=800meter"
1649,PIJAITO  - AUT [22077050],4.15038889,-75.306,762,"Cálido, T>=24°C, <=800meter"
4154,ASTILLEROS - AUT [16027280],8.10527778,-72.58138889,140,"Cálido, T>=24°C, <=800meter"
737,TESORITO FINCA  - AUT [26155170],5.03222222,-75.43833333,2325,"Frío, 18°C>T>12°C, <=2800meter"
3885,AYACUCHO - AUT [23147040],6.85580556,-73.76933333,101,"Cálido, T>=24°C, <=800meter"
2934,PROVINCIA [23190320],7.4025,-73.435,109,"Cálido, T>=24°C, <=800meter"
4141,LA CAMPINA - AUT [21209200],4.30488889,-74.79377778,425,"Cálido, T>=24°C, <=800meter"
3760,PARQUE AMACAYACU [48015030],-3.81913889,-70.26088889,82,"Cálido, T>=24°C, <=800meter"
350,INSP FLUVIAL CAUCA [25028040],7.98333333,-75.2,70,"Cálido, T>=24°C, <=800meter"
3765,PARQUE AMACAYACU [48017070],-3.81872222,-70.26066667,82,"Cálido, T>=24°C, <=800meter"
3360,DARIEN EL [23197670],7.56666667,-73.4,150,"Cálido, T>=24°C, <=800meter"
3219,NOBLEZA LA [23207050],8.5175,-73.88361111,37,"Cálido, T>=24°C, <=800meter"
497,PINTADA LA [14010100],10.95511111,-74.995,200,"Cálido, T>=24°C, <=800meter"
2903,COLOMBIA [23197680],7.18333333,-73.1,1200,"Templado, 24°C>T>18°C, <=1800meter"
1464,LA URIBE LA [32020020],3.24322222,-74.35372222,950,"Templado, 24°C>T>18°C, <=1800meter"
1521,BUENAVISTA [35030090],4.27477778,-73.61783333,1280,"Templado, 24°C>T>18°C, <=1800meter"
1861,PAUNA [23125090],5.64947222,-73.98102778,1225,"Templado, 24°C>T>18°C, <=1800meter"
1660,AMARGAL [56010020],5.59718056,-77.4967,30,"Cálido, T>=24°C, <=800meter"
3849,MATANZAS [26235030],7.03583333,-75.66594444,569,"Cálido, T>=24°C, <=800meter"
1008,PAZ DE ARIPORO [36017010],5.90655556,-71.90238889,274,"Cálido, T>=24°C, <=800meter"
2103,CRYOGAS EL RUBI [21201910],4.46666667,-73.28333333,2700,"Frío, 18°C>T>12°C, <=2800meter"
2180,ALTO SAN MIGUEL [21201920],4.44966667,-74.29972222,2750,"Frío, 18°C>T>12°C, <=2800meter"
1582,CAMPESTRES [26137170],4.85,-75.68333333,1400,"Templado, 24°C>T>18°C, <=1800meter"
1370,DON ANTONIO [35090110],4.74777778,-72.99722222,300,"Cálido, T>=24°C, <=800meter"
1549,BONANZA LA HACIENDA  - AUT [21197080],4.40002778,-74.36358333,1520,"Templado, 24°C>T>18°C, <=1800meter"
1581,HATO ALTO [21206490],4.83508333,-74.13991667,2570,"Frío, 18°C>T>12°C, <=2800meter"
1650,ALCALDIA [35030100],4.15,-73.63333333,470,"Cálido, T>=24°C, <=800meter"
3869,FRESERA LA [23087830],6.19972222,-75.33408333,650,"Cálido, T>=24°C, <=800meter"
1939,MANI [35197180],4.817,-72.29138889,290,"Cálido, T>=24°C, <=800meter"
2107,GUAICARAMO  - AUT [35105050],4.46866667,-72.95358333,190,"Cálido, T>=24°C, <=800meter"
1356,PEZ FRESCO [26130560],4.73272222,-75.57555556,1875,"Frío, 18°C>T>12°C, <=2800meter"
1361,BUENOS AIRES [26137200],4.73333333,-75.58333333,1920,"Frío, 18°C>T>12°C, <=2800meter"
1052,MESA DE FERNANDEZ [32070120],3.45655556,-74.02994444,650,"Cálido, T>=24°C, <=800meter"
1362,BRISAS LAS HACIENDA [26130550],4.73333333,-75.51666667,2600,"Frío, 18°C>T>12°C, <=2800meter"
1445,PLAYA RICA [26130540],4.75672222,-75.59719444,1728,"Templado, 24°C>T>18°C, <=1800meter"
1348,PASTORA LA [26137210],4.71666667,-75.51666667,2450,"Frío, 18°C>T>12°C, <=2800meter"
1446,PLAYA RICA [26137180],4.75680556,-75.59741667,1726,"Templado, 24°C>T>18°C, <=1800meter"
1360,BUENOS AIRES [26137190],4.73333333,-75.58333333,1920,"Frío, 18°C>T>12°C, <=2800meter"
1798,BUENAVISTA [23125100],5.51491667,-73.94311111,2200,"Frío, 18°C>T>12°C, <=2800meter"
513,LA ESPERANZA - AUT [21097120],2.72841667,-75.39638889,460,"Cálido, T>=24°C, <=800meter"
4105,GUACHARO EL [21037080],1.63333333,-76.1,1845,"Frío, 18°C>T>12°C, <=2800meter"
2291,TREBOL EL [21057110],2.25002778,-76.1285,1720,"Templado, 24°C>T>18°C, <=1800meter"
104,EL RETEN - AUT [26137220],4.72819444,-75.60344444,1808,"Frío, 18°C>T>12°C, <=2800meter"
1439,TERMO OCOA [35035080],4.1,-73.7,400,"Cálido, T>=24°C, <=800meter"
1157,YAGUARITO [35010150],3.88333333,-73.34,275,"Cálido, T>=24°C, <=800meter"
2443,ALTO MAZAMORRAS [21010090],2.13333333,-76.41666667,30,"Cálido, T>=24°C, <=800meter"
1314,RIO CHIQUITO [21057130],2.66572222,-75.77566667,1400,"Templado, 24°C>T>18°C, <=1800meter"
812,VALLE ALTO  - AUT [26180250],5.35,-75.31777778,2800,"Frío, 18°C>T>12°C, <=2800meter"
1414,YERBABUENA [21087100],2.76852778,-75.62691667,20,"Cálido, T>=24°C, <=800meter"
1592,PELADA LA [26185010],5.57875,-75.34477778,2180,"Frío, 18°C>T>12°C, <=2800meter"
1814,PAVAS LAS [26180240],5.52219444,-75.39288889,3210,"Muy Frío, 12°C>T>6°C, <=3700meter"
1970,ALBANIA [26187180],5.53333333,-75.33333333,2132,"Frío, 18°C>T>12°C, <=2800meter"
1599,LA HERENCIA [26187170],5.57575,-75.34069444,1973,"Frío, 18°C>T>12°C, <=2800meter"
4468,ESTRELLAS LAS [52010190],2.17,-76.61,2430,"Frío, 18°C>T>12°C, <=2800meter"
2441,PUENTE FIERRO - GUACHICONO [52027030],2.1565,-76.899,900,"Templado, 24°C>T>18°C, <=1800meter"
3704,GUACHICONO [52020190],2.03,-76.67341667,2760,"Frío, 18°C>T>12°C, <=2800meter"
2290,PAISPAMBA [52015010],2.24972222,-76.61194444,2450,"Frío, 18°C>T>12°C, <=2800meter"
3693,PLAYA LA [52027020],1.967,-77.00886111,710,"Cálido, T>=24°C, <=800meter"
3690,QUEBRADILLAS [52020180],1.95097222,-76.73291667,3100,"Muy Frío, 12°C>T>6°C, <=3700meter"
1769,PUENTE HOLGUIN [35067050],4.79905556,-73.62922222,1645,"Templado, 24°C>T>18°C, <=1800meter"
2075,HIMAT R 4 [24035090],5.78333333,-73.05,2500,"Frío, 18°C>T>12°C, <=2800meter"
3790,SANTA LUCIA [47100020],-2.86480556,-69.83169444,72,"Cálido, T>=24°C, <=800meter"
3762,SANTA LUCIA [47107030],-2.86480556,-69.83169444,72,"Cálido, T>=24°C, <=800meter"
2251,HUERTA LA GRANDE [35095110],4.65508333,-72.91733333,255,"Cálido, T>=24°C, <=800meter"
4483,PUENTE CARRETERA [52017110] ,2.32836111,-76.84822222,892,"Templado, 24°C>T>18°C, <=1800meter"
4489,PUENTE CARRETERA [52017100] ,2.35633333,-76.84863889,918,"Templado, 24°C>T>18°C, <=1800meter"
1451,COL ABRAHAM LINCOL [21206500],4.75663889,-74.06158333,2570,"Frío, 18°C>T>12°C, <=2800meter"
2167,INTERLAKEN [21210240],4.42102778,-75.22055556,1174,"Templado, 24°C>T>18°C, <=1800meter"
3305,H.J.C GRANJA [16025080],7.55,-72.76666667,1380,"Templado, 24°C>T>18°C, <=1800meter"
2201,HOYO EL [52017120],2.20861111,-77.00888889,735,"Cálido, T>=24°C, <=800meter"
3729,PATIA [52010180],2.06863889,-77.05286111,680,"Cálido, T>=24°C, <=800meter"
3694,PUENTE CARRETERA [52017080],1.97222222,-77.21,615,"Cálido, T>=24°C, <=800meter"
4004,PARQUE CAPARU [43017010],-1.08333333,-69.5,110,"Cálido, T>=24°C, <=800meter"
3698,LOMA ALTA [52017060],1.96263889,-77.199,620,"Cálido, T>=24°C, <=800meter"
2202,BOCATOMA SAJANDI [52017070],2.21666667,-77.0575,740,"Cálido, T>=24°C, <=800meter"
3455,PATIVILCA [29065100],10.58333333,-74.21666667,55,"Cálido, T>=24°C, <=800meter"
2205,PUENTE COLGANTE TIMBIO [52017130],2.21805556,-77.00444444,740,"Cálido, T>=24°C, <=800meter"
1467,JAMUNDI [26055140],3.27444444,-76.54166667,990,"Templado, 24°C>T>18°C, <=1800meter"
1873,SERVITA [35030290],4.18880556,-73.69311111,191,"Cálido, T>=24°C, <=800meter"
3801,LA GLORIA [23215060],8.61527778,-73.80055556,35,"Cálido, T>=24°C, <=800meter"
3512,GLORIA LA [23210020],8.63055556,-73.80416667,40,"Cálido, T>=24°C, <=800meter"
2537,SANTA ROSA POTOSI [52050190],0.81625,-77.56852778,2746,"Frío, 18°C>T>12°C, <=2800meter"
1744,ALTO DEL TIGRE [35035090],4.28486111,-73.74833333,3530,"Muy Frío, 12°C>T>6°C, <=3700meter"
2601,PICA PICA  - AUT [25017030],8.03,-75.68,96,"Cálido, T>=24°C, <=800meter"
3838,CAPURGANA - AUT [11159010],8.62,-77.33,19,"Cálido, T>=24°C, <=800meter"
1343,PUENTE TOTUMO  - AUT [24037490],6.43797222,-72.63830556,1200,"Templado, 24°C>T>18°C, <=1800meter"
999,PAZ DE ARIPORO [36015010],5.87852778,-71.88719444,342,"Cálido, T>=24°C, <=800meter"
3918,PLAYA LA [24037280],6.38333333,-72.71666667,150,"Cálido, T>=24°C, <=800meter"
2044,PUENTE NONATO [35237010],5.66741667,-72.08788889,440,"Cálido, T>=24°C, <=800meter"
1774,CHAPARRERA LA [35210050],5.49188889,-72.22936111,395,"Cálido, T>=24°C, <=800meter"
1679,PUENTE CARRETERA [35237020],5.72897222,-72.00122222,360,"Cálido, T>=24°C, <=800meter"
1014,SANTA RITA [36010030],5.93425,-71.83391667,350,"Cálido, T>=24°C, <=800meter"
1664,DESECHO EL HACIENDA [35210060],5.60911111,-72.06780556,345,"Cálido, T>=24°C, <=800meter"
1012,PUENTE CARRETERA [36017030],5.92102778,-71.90033333,400,"Cálido, T>=24°C, <=800meter"
1859,BANCO EL [35230040],5.63438889,-72.00263889,320,"Cálido, T>=24°C, <=800meter"
1004,AGUADA LA [36010020],5.90000278,-72.00416667,500,"Cálido, T>=24°C, <=800meter"
1388,MOLINOS D CASANARE [35210040],5.41325,-72.29830556,330,"Cálido, T>=24°C, <=800meter"
2371,PUENTE CARRETERA [36017020],5.84344444,-71.91797222,400,"Cálido, T>=24°C, <=800meter"
2436,ALTAMIRA EL GRIFO [21025030],2.07916667,-75.73622222,1368,"Templado, 24°C>T>18°C, <=1800meter"
2160,CASD [21206510],4.6,-74.08333333,2600,"Frío, 18°C>T>12°C, <=2800meter"
2176,GUAYABAL [21217290],4.43333333,-75.3,1560,"Templado, 24°C>T>18°C, <=1800meter"
3806,MORALES [23207020],8.28333333,-73.86666667,46,"Cálido, T>=24°C, <=800meter"
1803,PLANTA ELECTRICA [26137230],4.85886111,-75.60997222,1731,"Templado, 24°C>T>18°C, <=1800meter"
3116,TRIGUEROS HACIENDA [24065030],7.07666667,-73.35805556,400,"Cálido, T>=24°C, <=800meter"
1166,ESPERANZA FINCA [21167100],3.89366667,-74.76494444,422,"Cálido, T>=24°C, <=800meter"
1763,PUERTO LLERAS TOLIMA  - AUT [21160260],3.83977778,-74.68830556,1209,"Templado, 24°C>T>18°C, <=1800meter"
1606,MARTOTA [35070320],4.93647222,-73.43608333,2620,"Frío, 18°C>T>12°C, <=2800meter"
2208,LAGUNA DEL OTUN [26137240],4.77666667,-75.41222222,3957,"Extremadamente Frio, 6°C>T>0°C, <=4700meter"
1007,ANDALUCIA [24035350],5.90113889,-73.05833333,3265,"Muy Frío, 12°C>T>6°C, <=3700meter"
3333,BUCARAMANGA IDEAM [23190830],7.12833333,-73.11833333,125,"Cálido, T>=24°C, <=800meter"
1060,CALI SEDE IDEAM [26080310],3.47597222,-76.52302778,983,"Templado, 24°C>T>18°C, <=1800meter"
349,CAMPO BELLO [13015030],7.98333333,-76.23333333,78,"Cálido, T>=24°C, <=800meter"
215,SAN ANDRES - AUT [17019010],12.55611111,-81.70338889,1,"Cálido, T>=24°C, <=800meter"
1183,EDIFICIO PREMIUM [21206540],4.68694444,-74.05422222,2560,"Frío, 18°C>T>12°C, <=2800meter"
2171,CRUZ ROJA [21210230],4.42972222,-75.20775,1176,"Templado, 24°C>T>18°C, <=1800meter"
3628,PIEDRA LISA II  - AUT [44017120],1.21361111,-76.66102778,723,"Cálido, T>=24°C, <=800meter"
1959,BATAN [21190460],4.35,-74.4,2240,"Frío, 18°C>T>12°C, <=2800meter"
3731,VILLALOBOS [44010130],1.42833333,-76.47886111,841,"Templado, 24°C>T>18°C, <=1800meter"
3740,CASCABEL [44017150],1.45138889,-76.645,701,"Cálido, T>=24°C, <=800meter"
3733,BETANIA-VILLALOBOS [44017140],1.43275,-76.47886111,857,"Templado, 24°C>T>18°C, <=1800meter"
3629,PATOYACO [44010120],1.21755556,-76.80216667,1620,"Templado, 24°C>T>18°C, <=1800meter"
4116,DIVISO EL [44017080],1.28333333,-76.55,540,"Cálido, T>=24°C, <=800meter"
2481,CRISTALINA LA [44010140],1.57652778,-76.53561111,1155,"Templado, 24°C>T>18°C, <=1800meter"
3686,YUNGUILLO [44017130],1.4,-76.6,631,"Cálido, T>=24°C, <=800meter"
4106,CHONTILLAL [44010150],1.73861111,-76.58944444,1871,"Frío, 18°C>T>12°C, <=2800meter"
1185,VILLAGOMEZ [23125150],5.27175,-74.19677778,1575,"Templado, 24°C>T>18°C, <=1800meter"
3581,PALOGORDO - AUT [23197690],6.96916667,-73.13055556,690,"Cálido, T>=24°C, <=800meter"
1997,AMARGAL [56015030],5.57083333,-77.50277778,30,"Cálido, T>=24°C, <=800meter"
968,CUPICA [56010030],6.70655556,-77.49061111,2,"Cálido, T>=24°C, <=800meter"
2540,AEROPUERTO SAN LUIS - AUT [52055230],0.85708333,-77.67775,2961,"Muy Frío, 12°C>T>6°C, <=3700meter"
1968,LA HERMOSA [35267010],5.53333333,-70.44197222,93,"Cálido, T>=24°C, <=800meter"
180,ALCARAVAN  AUT [37057020],7.035,-71.41638889,162,"Cálido, T>=24°C, <=800meter"
4022,CANDELARIO [37057120],6.94027778,-71.20833333,135,"Cálido, T>=24°C, <=800meter"
2855,ESPERANZA LA [37057110],7.00277778,-71.23388889,145,"Cálido, T>=24°C, <=800meter"
3320,PUENTE INTERNACIONA [37057060],7.09083333,-70.74388889,122,"Cálido, T>=24°C, <=800meter"
2776,RAMOS [37057130],6.95138889,-71.18611111,124,"Cálido, T>=24°C, <=800meter"
2774,GUAMO EL [37057100],6.94722222,-71.21916667,137,"Cálido, T>=24°C, <=800meter"
2842,ANGELITOS LOS [37057040],6.98916667,-71.10638889,139,"Cálido, T>=24°C, <=800meter"
2841,PUERTO COLOMBIA [37057090],6.98333333,-70.11666667,88,"Cálido, T>=24°C, <=800meter"
3103,GUARDULIO [37057050],7.06305556,-70.89638889,134,"Cálido, T>=24°C, <=800meter"
2901,CAJAROS LOS [37057030],7.02527778,-71.27833333,148,"Cálido, T>=24°C, <=800meter"
1776,SIACHOQUE [24037550],5.50609639,-73.25105306,2720,"Frío, 18°C>T>12°C, <=2800meter"
3109,GUARATARO [37057080],7.06666667,-70.55,113,"Cálido, T>=24°C, <=800meter"
3117,NUBIA LA FINCA [37057070],7.07916667,-70.56555556,115,"Cálido, T>=24°C, <=800meter"
1264,SENA MOSQUERA [21206550],4.7,-74.21666667,2543,"Frío, 18°C>T>12°C, <=2800meter"
1265,IDEAM FONTIBON HB [21202100],4.7,-74.16666667,2511,"Frío, 18°C>T>12°C, <=2800meter"
1163,INEM KENNEDY [21206560],4.66111111,-74.13477778,2580,"Frío, 18°C>T>12°C, <=2800meter"
225,SERRANILLA - AUT [17035010],15.7975,-79.85222222,3,"Cálido, T>=24°C, <=800meter"
4140,HIDROPARAISO [21202160],4.5745,-74.40738889,1685,"Templado, 24°C>T>18°C, <=1800meter"
1487,NUEVO LIBARE [26130570],4.78205556,-75.64583333,1625,"Templado, 24°C>T>18°C, <=1800meter"
1952,PIJAO [26127150],4.33391667,-75.70297222,1679,"Templado, 24°C>T>18°C, <=1800meter"
1942,BARRAGAN [26127030],4.33744444,-75.79205556,1130,"Templado, 24°C>T>18°C, <=1800meter"
1238,ESPERANZA LA FINCA [21160210],3.9,-74.76666667,384,"Cálido, T>=24°C, <=800meter"
1488,NUEVO LIBARE [26120730],4.78205556,-75.64583333,1625,"Templado, 24°C>T>18°C, <=1800meter"
1920,NUEVO LIBARE BOCAT [26127160],4.8,-75.61666667,1500,"Templado, 24°C>T>18°C, <=1800meter"
1921,NUEVO LIBARE BOCAT [26137250],4.8,-75.61666667,1500,"Templado, 24°C>T>18°C, <=1800meter"
3066,PUERTO CONTRERAS [37057140],7.05194444,-71.82555556,142,"Cálido, T>=24°C, <=800meter"
1202,PAJARITO - AUT [35197190],5.28347222,-72.70194444,770,"Cálido, T>=24°C, <=800meter"
2120,FINCA LA ESPERANZA [35197200],5.11666667,-72.73333333,438,"Cálido, T>=24°C, <=800meter"
2923,YEGUERITA 2 [23217070],8.36305556,-73.5725,245,"Cálido, T>=24°C, <=800meter"
2237,SILENCIO EL [21210260],4.63333333,-75.38333333,2500,"Frío, 18°C>T>12°C, <=2800meter"
1394,MIRANDA LA [26180260],5.42716667,-75.33358333,2175,"Frío, 18°C>T>12°C, <=2800meter"
943,SAN ANTONIO [27011230],6.62083333,-75.15166667,158,"Cálido, T>=24°C, <=800meter"
2119,BOCATOMA-CUSIANA [35197210],5.11666667,-72.73333333,460,"Cálido, T>=24°C, <=800meter"
2549,BURITACA [15017080],11.24944444,-73.7625,28,"Cálido, T>=24°C, <=800meter"
4388,MILAN [44030080],1.29,-75.51,260,"Cálido, T>=24°C, <=800meter"
4137,NUQUI [56010040],5.70805556,-77.26583333,1,"Cálido, T>=24°C, <=800meter"
3355,RAGONVALIA [16015100],7.57666667,-72.48388889,1550,"Templado, 24°C>T>18°C, <=1800meter"
1943,CEMENTOS DIAMANTE [21215140],4.33130556,-75.08066667,780,"Cálido, T>=24°C, <=800meter"
3789,SAN JUAN [21057120],2.35188889,-76.31305556,3450,"Muy Frío, 12°C>T>6°C, <=3700meter"
2209,SAN JUAN [21050320],2.34344444,-76.30841667,3253,"Muy Frío, 12°C>T>6°C, <=3700meter"
3584,BOTANA [52055040],1.16,-77.27880556,2820,"Muy Frío, 12°C>T>6°C, <=3700meter"
306,AEROPUERTO CATAM [21206570],4.70558333,-74.15066667,2546,"Frío, 18°C>T>12°C, <=2800meter"
4357,PUERTO ANGOSTURAS [32060100],3.79,-73.92,745,"Cálido, T>=24°C, <=800meter"
4146,MAJADAS - AUT [23197700],7.16027778,-73.09305556,760,"Cálido, T>=24°C, <=800meter"
328,NUEVA GENERACION  - AUT [21206600],4.78222222,-74.09433333,2590,"Frío, 18°C>T>12°C, <=2800meter"
2312,COL SANTIAGO PEREZ [21206660],4.57622222,-74.13091667,2565,"Frío, 18°C>T>12°C, <=2800meter"
2248,COL H DURAN DUSAN [21206620],4.63461111,-74.17375,2562,"Frío, 18°C>T>12°C, <=2800meter"
1368,COL NUEVO RETIRO [21206680],4.73411111,-74.03702778,2570,"Frío, 18°C>T>12°C, <=2800meter"
2395,SAN JOSE [21206640],4.50155556,-74.11930556,2700,"Frío, 18°C>T>12°C, <=2800meter"
1930,COL MIGUEL A. CARO [21206690],4.81316667,-74.03111111,2700,"Frío, 18°C>T>12°C, <=2800meter"
2336,EFRAIN CA#AVERAL [21206610],4.58333333,-74.06666667,2804,"Muy Frío, 12°C>T>6°C, <=3700meter"
3815,COLEGIO SAN CAYETANO [21206650],4.51675278,-74.08822222,3100,"Muy Frío, 12°C>T>6°C, <=3700meter"
1371,BILBAO MAXIMO POTI [21206630],4.75113889,-74.09158333,2600,"Frío, 18°C>T>12°C, <=2800meter"
