Station,Date,Value
25020690,1992,90
25020690,1993,125
25020690,1994,80
25020690,1995,90
25020690,1996,90
25020690,1997,80
25020690,1998,60
25020690,1999,95
25020690,2000,90
25020690,2001,98
25020690,2002,135
25020690,2003,90
25020690,2004,98
25020690,2005,133
25020690,2006,90
25020690,2007,99
25020690,2008,100
25020690,2009,90
25020690,2010,90
25020690,2011,145
25020690,2012,80
25020690,2013,130
25020690,2014,150
25020690,2015,80
25020690,2016,96
25020690,2017,85
25020690,2018,100
25020690,2019,90
25020690,2020,111
25020690,2021,90
25020690,2022,98
25020920,1959,
25020920,1960,
25020920,1961,
25020920,1962,
25020920,1963,
25020920,1964,
25020920,1965,
25020920,1966,
25020920,1967,
25020920,1968,
25020920,1969,
25020920,1970,
25020920,1971,
25020920,1972,58
25020920,1973,173
25020920,1974,86
25020920,1975,101
25020920,1976,99
25020920,1977,126
25020920,1978,160
25020920,1979,122
25020920,1980,248
25020920,1981,126
25020920,1982,125
25020920,1983,75
25020920,1984,65
25020920,1985,115
25020920,1986,120
25020920,1987,115
25020920,1988,60
25020920,1989,100
25020920,1990,60
25020920,1991,50
25020920,1992,60
25020920,1993,120
25020920,1994,90
25020920,1995,80
25020920,1996,120
25020920,1997,90
25020920,1998,70
25020920,1999,140
25020920,2000,150
25020920,2001,150
25020920,2002,120
25020920,2003,150
25020920,2004,203
25020920,2005,170
25020920,2006,150
25020920,2007,80
25020920,2008,20
25020920,2009,75
25020920,2010,75
25020920,2011,80
25020920,2012,80
25020920,2013,63.48631498
25020920,2014,50
25020920,2015,80
25020920,2016,
25020920,2017,
25020920,2018,
25020920,2019,
25020920,2020,
25020920,2021,
25020920,2022,
25021240,1959,
25021240,1960,
25021240,1961,
25021240,1962,
25021240,1963,
25021240,1964,
25021240,1965,
25021240,1966,
25021240,1967,
25021240,1968,
25021240,1969,
25021240,1970,
25021240,1971,
25021240,1972,95
25021240,1973,110
25021240,1974,117
25021240,1975,140
25021240,1976,80
25021240,1977,120
25021240,1978,130
25021240,1979,130
25021240,1980,92
25021240,1981,142
25021240,1982,100
25021240,1983,153
25021240,1984,120
25021240,1985,98
25021240,1986,58
25021240,1987,95
25021240,1988,123
25021240,1989,100
25021240,1990,105
25021240,1991,95
25021240,1992,100
25021240,1993,117
25021240,1994,63
25021240,1995,100
25021240,1996,130
25021240,1997,90.6
25021240,1998,100.5
25021240,1999,100.3
25021240,2000,109
25021240,2001,120
25021240,2002,100
25021240,2003,97.5
25021240,2004,69.2
25021240,2005,90.2
25021240,2006,100.7
25021240,2007,112
25021240,2008,130.3
25021240,2009,99.5
25021240,2010,127
25021240,2011,116.2
25021240,2012,83.1
25021240,2013,135
25021240,2014,140
25021240,2015,135
25021240,2016,83
25021240,2017,110
25021240,2018,130
25021240,2019,90
25021240,2020,95
25021240,2021,130
25021240,2022,140
25021650,1959,
25021650,1960,
25021650,1961,
25021650,1962,
25021650,1963,
25021650,1964,
25021650,1965,
25021650,1966,
25021650,1967,
25021650,1968,
25021650,1969,
25021650,1970,
25021650,1971,
25021650,1972,
25021650,1973,
25021650,1974,
25021650,1975,
25021650,1976,
25021650,1977,
25021650,1978,
25021650,1979,
25021650,1980,
25021650,1981,96.99810085
25021650,1982,70.18385703
25021650,1983,72.8016284
25021650,1984,75.29116916
25021650,1985,126.5
25021650,1986,86.9
25021650,1987,158.9
25021650,1988,167.1
25021650,1989,70
25021650,1990,90.6
25021650,1991,150.6
25021650,1992,170
25021650,1993,99
25021650,1994,97
25021650,1995,85
25021650,1996,107
25021650,1997,67
25021650,1998,95
25021650,1999,67
25021650,2000,100.2
25021650,2001,78
25021650,2002,91
25021650,2003,92
25021650,2004,99
25021650,2005,96
25021650,2006,96
25021650,2007,111
25021650,2008,94
25021650,2009,110
25021650,2010,84
25021650,2011,96
25021650,2012,97
25021650,2013,135
25021650,2014,135
25021650,2015,80
25021650,2016,81
25021650,2017,115
25021650,2018,
25021650,2019,
25021650,2020,156
25021650,2021,109
25021650,2022,
25025250,1959,
25025250,1960,
25025250,1961,
25025250,1962,
25025250,1963,
25025250,1964,
25025250,1965,
25025250,1966,
25025250,1967,
25025250,1968,
25025250,1969,
25025250,1970,
25025250,1971,
25025250,1972,
25025250,1973,103.2
25025250,1974,84.7
25025250,1975,148.4
25025250,1976,76.5
25025250,1977,77.9
25025250,1978,123
25025250,1979,147.8
25025250,1980,100.8
25025250,1981,143
25025250,1982,80.2
25025250,1983,145.3
25025250,1984,111.6
25025250,1985,101.1449581
25025250,1986,72.5
25025250,1987,125.4
25025250,1988,100.3
25025250,1989,84.4
25025250,1990,90.6
25025250,1991,125.5
25025250,1992,98.1
25025250,1993,209.2
25025250,1994,93.1
25025250,1995,190
25025250,1996,110.2
25025250,1997,80.4
25025250,1998,100.3
25025250,1999,108
25025250,2000,130.4
25025250,2001,67.5
25025250,2002,130.2
25025250,2003,122.5
25025250,2004,130.5
25025250,2005,124.5
25025250,2006,74
25025250,2007,96.37801329
25025250,2008,121.5
25025250,2009,120
25025250,2010,135.8
25025250,2011,107.532524
25025250,2012,90.41938696
25025250,2013,87.23611343
25025250,2014,170
25025250,2015,84
25025250,2016,
25025250,2017,
25025250,2018,
25025250,2019,
25025250,2020,
25025250,2021,
25025250,2022,
28010070,1959,91
28010070,1960,67
28010070,1961,90
28010070,1962,79
28010070,1963,115
28010070,1964,54
28010070,1965,84
28010070,1966,115
28010070,1967,80
28010070,1968,75
28010070,1969,89
28010070,1970,59
28010070,1971,
28010070,1972,
28010070,1973,
28010070,1974,
28010070,1975,
28010070,1976,
28010070,1977,
28010070,1978,
28010070,1979,
28010070,1980,
28010070,1981,92.69547021
28010070,1982,64.04744001
28010070,1983,76.46071492
28010070,1984,77.42840106
28010070,1985,65.15667596
28010070,1986,43
28010070,1987,111
28010070,1988,110
28010070,1989,70.6
28010070,1990,69.9
28010070,1991,60.5
28010070,1992,86.4
28010070,1993,70.1
28010070,1994,90.7
28010070,1995,100.1
28010070,1996,137.5
28010070,1997,60.2
28010070,1998,121.3
28010070,1999,135
28010070,2000,90
28010070,2001,80
28010070,2002,65
28010070,2003,73
28010070,2004,76
28010070,2005,100
28010070,2006,130
28010070,2007,85
28010070,2008,80
28010070,2009,96
28010070,2010,96
28010070,2011,71
28010070,2012,95
28010070,2013,85
28010070,2014,95
28010070,2015,40
28010070,2016,88
28010070,2017,100
28010070,2018,63
28010070,2019,95
28010070,2020,80
28010070,2021,62
28010070,2022,
28020080,1959,73.86977315
28020080,1960,53
28020080,1961,
28020080,1962,114
28020080,1963,79
28020080,1964,72
28020080,1965,96.79157548
28020080,1966,
28020080,1967,
28020080,1968,72.72167244
28020080,1969,99
28020080,1970,100
28020080,1971,80
28020080,1972,100
28020080,1973,96
28020080,1974,55
28020080,1975,130
28020080,1976,82
28020080,1977,
28020080,1978,
28020080,1979,78.44364045
28020080,1980,90
28020080,1981,90
28020080,1982,60
28020080,1983,106
28020080,1984,230.2
28020080,1985,162
28020080,1986,80
28020080,1987,79.27108814
28020080,1988,75
28020080,1989,70
28020080,1990,70
28020080,1991,70
28020080,1992,77
28020080,1993,112
28020080,1994,80
28020080,1995,115
28020080,1996,123
28020080,1997,65
28020080,1998,140
28020080,1999,90
28020080,2000,120
28020080,2001,110
28020080,2002,94
28020080,2003,109
28020080,2004,89
28020080,2005,151
28020080,2006,97
28020080,2007,100
28020080,2008,220
28020080,2009,68
28020080,2010,105
28020080,2011,132
