station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
23017040,edf_hazen,skewnorm,0.07029034965228453,0.41761268023100007,Δo > Δ,1,9,1,1
23017040,edf_gringorten,skewnorm,0.07041688832165938,0.41761268023100007,Δo > Δ,1,9,1,2
23017040,edf_weibull,logpearson3,0.0727069951711997,0.41761268023100007,Δo > Δ,1,9,1,3
23017040,edf_cunnane,skewnorm,0.0732773002209729,0.41761268023100007,Δo > Δ,1,9,1,4
23017040,edf_blom,skewnorm,0.07503993241838769,0.41761268023100007,Δo > Δ,1,9,1,5
23017040,edf_tukey,skewnorm,0.07793568531414063,0.41761268023100007,Δo > Δ,1,9,1,6
23017040,edf_filliben,skewnorm,0.07902255893171362,0.41761268023100007,Δo > Δ,1,9,1,7
23017040,edf_jenkinson,skewnorm,0.07953483243567583,0.41761268023100007,Δo > Δ,1,9,1,8
23017040,edf_beard,skewnorm,0.07953483243567583,0.41761268023100007,Δo > Δ,1,9,1,9
23017040,edf_adamowski,logvonmises_line,0.08020519409010818,0.41761268023100007,Δo > Δ,1,9,1,10
23017040,edf_chegodayev,logvonmises_line,0.08020519409010818,0.41761268023100007,Δo > Δ,1,9,1,11
23017040,edf_california,logskewnorm,0.09520012256220778,0.41761268023100007,Δo > Δ,1,9,1,12
