station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
21055070,edf_hazen,laplace_asymmetric,0.0826136698932276,0.31564497164100014,Δo > Δ,1,19,1,1
21055070,edf_gringorten,laplace_asymmetric,0.08492593591392789,0.31564497164100014,Δo > Δ,1,19,1,2
21055070,edf_cunnane,laplace_asymmetric,0.08645138919147324,0.31564497164100014,Δo > Δ,1,19,1,3
21055070,edf_blom,laplace_asymmetric,0.08739835888844291,0.31564497164100014,Δo > Δ,1,19,1,4
21055070,edf_tukey,laplace_asymmetric,0.08896575700756518,0.31564497164100014,Δo > Δ,1,19,1,5
21055070,edf_filliben,laplace_asymmetric,0.08955783122607175,0.31564497164100014,Δo > Δ,1,19,1,6
21055070,edf_beard,laplace_asymmetric,0.08983761210168995,0.31564497164100014,Δo > Δ,1,19,1,7
21055070,edf_jenkinson,laplace_asymmetric,0.08983761210168995,0.31564497164100014,Δo > Δ,1,19,1,8
21055070,edf_chegodayev,laplace_asymmetric,0.09020998025676535,0.31564497164100014,Δo > Δ,1,19,1,9
21055070,edf_adamowski,laplace_asymmetric,0.09206036355044758,0.31564497164100014,Δo > Δ,1,19,1,10
21055070,edf_weibull,laplace_asymmetric,0.10103472252480655,0.31564497164100014,Δo > Δ,1,19,1,11
21055070,edf_california,laplace_asymmetric,0.10892945936691181,0.31564497164100014,Δo > Δ,1,19,1,12
