tr,prob_l,prob_g,alpha,betaprime,chi2,crystalball,erlang,expon,exponnorm,f,fatiguelife,fisk,gamma,genexpon,genlogistic,gibrat,gompertz,gumbel_l,gumbel_r,halflogistic,halfnorm,hypsecant,invgamma,invgauss,invweibull,johnsonsu,kstwobign,laplace,laplace_asymmetric,loggamma,logistic,lognorm,maxwell,mielke,moyal,nakagami,ncf,nct,norm,pareto,pearson3,rayleigh,rice,t,truncnorm,wald,weibull_min,logalpha,logbetaprime,logchi2,logcrystalball,logerlang,logexpon,logexponnorm,logf,logfatiguelife,logfisk,loggenexpon,loggenlogistic,loggibrat,loggompertz,loggumbel_l,loggumbel_r,loghalflogistic,loghalfnorm,loghypsecant,loginvgamma,loginvgauss,loginvweibull,logjohnsonsu,logkstwobign,loglaplace,loglaplace_asymmetric,logloggamma,loglogistic,loglognorm,logmaxwell,logmielke,logmoyal,lognakagami,logncf,lognct,logpareto,logpearson3,lograyleigh,logrice,logt,logtruncnorm,logwald,logweibull_min,station,n,risk_rate
2.0,0.5,0.5,41.39164888423434,44.09429432436301,15.589511141285309,70.93999873142374,44.443065836652096,53.713282716635334,53.544391617906946,41.87798038865366,44.24578504707304,41.61308555473315,39.427293607929755,53.71325972492643,56.324554984188126,47.894476112043556,75.85423768501474,83.55301265366481,58.32698734633519,52.05644595697804,55.22410436230929,70.94,41.75443874599302,42.41466344738182,41.687646352696355,41.92162997402879,66.36205134270695,70.94,53.7154734890285,41.502014359961976,70.94,48.14311403552855,64.37366417268848,42.1711934838681,54.25508455596585,58.780710595750264,43.92455480803912,41.59186687556684,70.94,42.01491264076239,48.1306081150184,62.04478413957585,73.69286907865882,37.47034710012039,65.78704209870557,46.05254079575256,60.15379488682678,41.98765408985059,44.25401006138142,24.610669435511124,48.14311188293179,41.50206595042509,33.522926797892154,41.54945066973236,41.895135032504626,41.8150281120562,41.61912143326877,39.38649758420388,42.008879353037194,37.79382772587615,46.005470957267086,54.9618852444899,42.170304361425984,39.48275455561204,40.81767914184424,48.14311403552855,41.89427889797294,41.8282033696973,41.99879002073216,41.79794243841153,42.57860049077492,48.14311403552855,42.398744207442824,48.220650077758975,48.14311403552855,41.84282227646733,44.935066113053495,41.570206394592375,40.404985093534265,39.23387955643222,44.27470042792601,42.70033045148183,14.876218687511875,42.99862769431684,43.84937998430091,45.1043701147182,41.277315374079166,43.64335456415491,37.07015909159765,41.390871130078565,16015120,15,0.75
2.33,0.5708154506437768,0.4291845493562232,47.0669381310474,50.484679873440236,16.120137690035662,84.64064147443656,52.29407511506911,62.28704454180698,62.09467304773151,48.09953723548416,52.74665040047765,48.04188601820633,47.40447033466629,62.28701648433541,64.31820295743586,54.834686903397234,87.13777411589875,95.47273963443425,71.02216903886028,65.10908738719797,70.01066903266899,81.90461376170697,47.94390391278387,49.70747886728454,47.74674812314175,48.97144961195292,76.51794015256614,79.23099962490947,62.289719557822906,47.888284309827675,83.01121805926405,55.593274951659076,78.60769576462184,48.17726561351473,66.27268858318008,76.4983988922295,50.29991142999892,47.533766949709396,84.64064288578436,49.18974694982259,60.04546906326003,76.48937502436678,85.14688967581617,40.38578810780068,76.73503911764055,55.0361934848099,72.36577556220305,47.955651157435675,50.763101800109425,29.327398060043922,55.59327127719771,47.88833744475041,40.139941581545855,47.08668479280564,47.956174720759186,48.05520964143275,47.07290792284706,45.97077651273044,48.01328760521191,40.65141325181703,54.22075328381148,62.2912456646564,48.184676540037316,45.28351832209031,47.67512793191481,54.018601948990025,47.95491541538581,48.0516508476181,48.01865701563921,47.9282935701438,49.10848027353005,52.52294794408409,47.22658800317942,55.896295737333666,54.65004421965802,47.98367026704337,52.180258931697836,47.41858030756895,45.840226923897426,46.878597799480616,50.78243007147839,48.85478677039327,15.459209141160708,49.5799142127668,51.032242663758375,52.070713126065584,45.89859949720686,48.76472423340989,40.7378911510127,48.111727590720655,16015120,15,0.7292085003076647
5.0,0.8,0.2,84.48451123811566,88.1030518413427,20.495026119403917,135.5559237882107,93.6925739044019,105.1538444040504,104.84407643587707,87.82969001194247,104.13899176556768,90.1187854257619,92.4700760687871,105.15379101894887,99.04460304375823,94.79132178092902,135.66188543194968,133.98033673563373,126.1757947923584,124.16974918990556,132.54113324488284,125.88621595255884,87.46008992776292,96.23619758896875,86.64941306573043,93.47954773950173,119.65793609839493,120.68405475124713,105.1589405246975,88.99076341423964,129.61986393502744,94.89532406602571,134.6317442092302,85.70729475544005,121.93933600293167,171.05087911839288,88.11310579951213,85.64820547586983,135.555925730136,93.11882908026183,118.77430581049686,134.31743127166976,131.00237652436405,55.81245387893689,129.09908262830868,105.3268372313318,139.16351058359717,85.53710825011203,88.81486462163296,80.89193171400443,94.89531025303144,88.9907273040633,98.7944251664029,83.44199316404361,86.37657295479971,87.82506596865875,82.15773939534999,91.67188372636748,85.75908904534187,61.847272875941016,101.12260879559933,93.33802675554455,85.99286407881851,84.20039401222517,91.93945681292026,85.73174358860916,86.37416236263236,87.69071907744888,85.98040097672688,86.90726813186369,90.0265788691454,81.17360029049725,80.9736054310618,96.58262658356081,89.160126187386,87.03513746507619,93.97874877115962,84.9253511928274,82.25079339757124,100.22484641555901,88.91510219561651,86.67010401753735,inf,89.89263271496907,93.66904445698604,92.53536079570038,70.64546975647548,80.65303137557014,69.08316570843036,91.05664751129946,16015120,15,0.6723199999999999
10.0,0.9,0.1,143.46412236167134,134.57282228305465,26.15052260348032,169.33181278308734,132.97637799511708,144.06712712068574,143.65078991475298,142.73838461140986,159.35092848720836,151.3938308182464,137.60934598096125,144.06705074386562,127.3276659513603,140.33730033812606,171.4366828345138,155.4196318540288,171.09760904116123,173.217169553753,178.81226291355958,161.00679820146797,142.05685791602528,153.1614521313734,141.5274100010825,149.9196490989553,152.5035292224618,158.3139795131425,144.07442105244309,145.44696858739167,163.9453838844383,135.29921732163456,174.05858004119037,136.76908772070965,170.40579511744318,251.33778784650926,135.31019330115248,139.61987165192124,169.3318150769841,147.72693819107354,171.4340609804163,175.55002360092175,163.69828086635593,80.6387754203198,171.57246223392576,158.69704732771234,205.76045137462157,138.0623150794948,135.07034329818777,227.6644136431706,135.2991904951427,145.44662277243486,223.77555965494327,138.31064166030052,139.84032785115187,142.32718332953417,136.5312206798631,161.6030975992713,137.5202071452026,99.78352309883815,150.939170873034,116.90750092407517,137.83166405291618,140.93471521101938,149.46893290252626,123.97245958842356,139.84136160654634,142.06638812441273,138.2823086735682,140.8758373127563,142.81530703378868,120.5156312814181,132.10053370523315,138.57916633132717,127.8580240808322,141.100708905903,142.1850283579727,138.9814358461947,136.83388700017645,176.44575095070775,135.4378482055064,136.81362863684612,inf,141.5749544430862,144.42962477168922,139.43091460798965,102.20555034712287,117.95029876526469,121.00176393466519,147.86323552223328,16015120,15,0.6513215599
15.0,0.9333333333333333,0.06666666666666667,198.68907268324887,169.3763763657481,29.922764839061678,186.18668349199038,156.38201575797788,166.8299382898781,166.35126207612564,187.2186990472199,193.98332831363243,203.4653596098317,165.08586342733022,166.8298484637635,143.2845247648462,171.7528615519665,189.75308741609678,165.12897785171188,196.44211703686847,200.97364435549989,202.89158253696317,181.04984937909236,186.27550444685957,192.4888006230043,186.90587051720323,191.41127643206698,169.9405545507144,180.32607440380977,166.8385178587186,190.55964314356652,182.6475343893486,161.49893829983077,194.2879706117092,177.95789271144122,198.5336115349409,294.43901864034405,170.9140620785128,184.4306484657642,186.18668596152824,188.14193954594802,202.07669804142176,196.79492007188887,180.5446895816086,105.79161672928561,193.23187527386108,192.96901037896424,246.69523697872776,181.95153077263134,169.21465448841548,429.2848856094835,161.4989020302128,190.55894369211663,361.01168698838416,185.84475035999955,183.89690064755987,186.05891143535746,187.69548479256662,222.2297119856949,179.4964257708645,138.78653294334504,182.8575221721995,129.4572308365154,179.86401335846188,188.6316036541666,192.47752690066795,153.01738184387122,183.90496606955335,185.77526280102106,180.8508572799218,184.9055069612225,182.45886798796414,151.85869320830824,175.89149571284275,165.85079292825216,155.60650337629917,185.20111774899635,175.84065978617565,185.07133784117596,183.85841078936213,236.93142278961412,169.87512848017002,176.6155939111534,inf,180.8891101858572,180.5316702360382,172.22618697505445,128.90883382948732,142.0474614925036,173.4222448454009,191.43810153588296,16015120,15,0.6447356335058557
20.0,0.95,0.05,252.5583243913803,198.35331191841314,32.75083154629315,197.22452489205395,173.12601525422238,182.98040983732102,182.4575033936288,226.11979860170356,219.31512942290786,250.56031764070462,184.92687135381982,182.98031046877966,154.45705498351236,196.39598594069307,201.80783248389255,171.17259789344018,214.18769177617781,220.42063840194783,218.94556730347128,195.18931596216393,224.9428391297234,222.85204157528122,227.17863595484184,225.15383358076417,181.68674705591042,195.94390427503782,182.98990158018864,229.54670196263586,195.57390424736445,181.34802167757525,207.71353965445772,213.95009313807333,218.45413980944906,323.41250905075185,200.69074887429167,224.30388428050207,197.22452747661484,221.43506040597975,223.76600396497827,210.91576634974112,191.74199280633226,131.56121647559692,206.8796109183968,218.5084234672377,276.4946321070162,221.52323316462872,197.36013796512398,679.5845645647912,181.34797782613313,229.54563861723568,506.86565577500016,229.1796690493367,223.06071096396445,224.02341423569675,238.41656132500876,277.53660712515085,216.29857168496127,179.78202948144062,206.64713929723965,137.94025375811202,216.7110874632333,231.37244259244386,227.82662010427475,177.51305753752308,223.0778619047822,223.7792484720943,218.2637776342211,223.6884270232714,215.19548867422344,178.92538129615264,215.50912686065627,186.52168002315966,178.23147292027684,224.03957202097132,202.46631771305053,227.05851563449278,226.64191396818208,288.40582948913146,198.31401076670207,211.11717374732027,inf,213.81895292949085,209.39100017096345,198.18742262066186,153.87272956253486,159.31532157117607,226.77181816982247,227.96575608019714,16015120,15,0.6415140775914581
25.0,0.96,0.04,305.76347891532333,223.66862485005754,35.01639282302478,205.34986799975974,186.1789841630857,195.50768880810074,194.95047473272308,261.3545353390911,239.3237365643651,294.3335227516916,200.48112329695496,195.50758203787794,163.062813032784,216.93984428789486,210.68559478869565,175.4732664431955,227.85644042994454,235.40361788946055,230.8902682483402,206.1321300558806,259.9625743964635,247.71238819194934,264.07249698198694,253.99436545962953,190.48508182033515,208.05803426438956,195.51788808811202,264.5031947452432,205.46248784476026,197.5023126243563,217.6806239685857,246.55002566675932,233.8946437369664,345.0423018953486,226.79039905279907,260.90006360579054,205.34987066899302,250.2695508297818,240.56480951268878,221.40729238651753,200.06138075434177,157.88015339304297,216.40585452377854,238.96488110661014,300.00437751867435,258.3828193253357,221.7620481763261,974.7991573919281,197.50226236205887,264.50176652284307,659.4823272945921,269.63803550094815,259.0591078035976,258.20282002207506,289.5757878485893,329.20020222670934,249.71307357249083,223.07361324797864,225.7223564045342,144.31324645736018,250.1633843035385,270.7999409590765,258.27709604585687,199.13153378738872,259.0867407243028,258.0399764476985,252.2969040508094,259.0480474436046,243.50915746708984,203.20014353818826,252.28710645638625,203.347955323274,197.7360378511171,259.44442349662506,224.80825496923828,266.39885007495786,266.5408299467148,333.84245944269054,223.00429419448162,242.22378965627138,inf,242.66996551806227,233.7811222338891,219.9787826289206,178.0719022522806,172.42186091102712,281.11899834712887,259.93021170623933,16015120,15,0.639603283141982
50.0,0.98,0.02,568.1564700961056,321.56258280135825,42.37633941567996,228.61768128165465,227.0200469246169,234.42097152473607,233.7571882115989,407.09690817311804,303.0857262344338,484.8334283762314,249.537820102461,234.42084176278985,189.5729996317085,289.3574985013048,236.00454497521716,187.14763132082174,269.9633839451595,281.568451818428,265.6092069039604,240.05926040042215,404.7902672216212,331.52699358034727,420.13636916915675,360.0886986198498,216.32128401630206,245.68795902628491,234.4333686158576,405.9395540062325,235.67520484366972,252.17135132155005,246.58710551813894,381.54009354012015,281.8282856222155,408.06948003074274,328.3333078497363,416.21821105579653,228.61768419335706,359.84350464037806,292.6348445235784,251.86233774418727,224.21109323815486,295.51702043384273,239.9555567117568,305.7554632372014,375.02626191720464,421.58515878788916,314.75237174039654,3049.7966903206416,252.17127798901566,405.93635544358466,1493.7687690810928,446.78698917523445,413.23350480939837,397.79883403844997,561.0056903693526,555.6407982033295,388.70559684503166,477.2544711128109,288.25330964168387,163.13701242775667,389.28871762919397,439.74917246510006,371.9150556777,284.36773184714104,413.32564815809883,398.3806523924971,394.39668925234884,407.6432787882787,350.0678528335032,301.6842112132651,411.58178930554516,260.29334214778686,271.57188900910074,408.1782985333871,304.5464578984826,441.54546614257646,440.94777537477097,510.79579430123835,317.34215620875386,370.42824338848453,inf,354.44976358776825,321.8945876001984,297.7778174050854,298.0058372425657,208.94945526910826,566.9169824974267,383.0242800179447,16015120,15,0.6358303199128832
75.0,0.9866666666666667,0.013333333333333334,828.6240667159184,395.529391992271,46.86287380459572,241.10244892655487,251.07804793700112,257.18378269392855,256.4576603729716,525.7941167767843,341.28759372417005,649.1663692136111,278.6540473192134,257.18363948268575,204.98169510617936,338.26859539588247,249.46297200985825,193.05113546602348,294.43754486048795,308.403966477812,284.5087833183277,259.88604479566357,522.7197136745292,384.6708487805355,550.5311191918057,435.09463419009313,230.53620409055304,267.70005391695236,257.19746542213335,517.9780496760599,253.12493930300258,287.5002778497281,262.3030446300262,491.7120875225236,309.85897764379365,442.3922974386927,405.58214270180713,546.4288133957695,241.10245196835842,440.9382644447871,323.03017346291165,268.4310800037607,237.34948646948774,440.0700792641518,249.73989760248514,346.8553266649427,420.1788840882842,567.5818599885424,383.8407758075273,6011.143941546559,287.5001886413523,517.9731882325052,2409.8609523223495,600.3356315563072,544.839225458884,509.7428650677636,865.1507630877256,752.1108747985232,502.7124244429245,797.6949022768307,327.00451709546087,173.57139317167218,503.3817653192174,582.9093655049763,453.5731446391416,350.1946275586423,545.0072212598469,511.345051935461,511.4686997952198,531.3267811347744,427.44781840937253,380.14463011396583,548.0200155031827,297.0834836212399,326.19128175282304,531.9217666340336,359.1975105261144,597.8740252514858,591.8804745213266,643.8673201969265,387.64811042603657,475.0775007727463,inf,438.77874397936887,383.0743211224111,351.10724893247885,424.6973072932605,226.0293451858611,872.9198300551493,474.8816404329394,16015120,15,0.6345868051211123
100.0,0.99,0.01,1088.5271497887684,457.29771771654947,50.11129976675839,249.5466140218826,268.2085262884752,273.3342542413714,272.563901690475,629.7751281398749,368.7169229645354,798.6423457068414,299.46495862228767,273.33410148770065,215.88736845131655,376.15804014278183,258.4945576701059,196.91256156159062,311.75941639902067,327.3975630568566,297.3838341383654,273.9501589857474,626.0153648207162,424.00119766308615,666.6899175698777,494.7998331922563,240.2756551684775,283.3178837881803,273.3488491436032,614.2151956440482,265.44487222152236,314.1606349903782,273.00775182811174,588.3945337336386,329.745623882357,465.7564774677204,470.3715744087761,662.6571843121537,249.54661715168075,507.7426080986755,344.5727185408598,279.7189836703466,246.30037210739928,589.3738673966735,255.14354096678653,376.8210379705271,452.7319658106158,705.2465104876079,440.91517688648645,9768.493986638778,314.1605333692332,614.2087620469382,3383.479803978579,740.3206793452039,664.3447452073632,606.7591618709092,1204.5142391237111,931.3264344473621,603.0799259807845,1187.5533496811004,355.4202902001655,180.75484965797094,603.8121364132609,711.5907187484476,519.2448696582552,405.9339152511653,664.5951943425843,609.5102313060677,614.8449846205841,641.5118277282762,490.1255749960797,447.9000935265846,671.4555161670086,324.8370910888391,371.2470977187037,642.1239213134689,401.9361391110298,744.140945367565,729.3503671557293,753.8610810426751,445.8463185367612,567.2703257228743,inf,508.98000369541717,431.2873445382431,392.8108121700445,562.090253354639,235.98504301770558,1195.7676871596716,550.6410653975785,16015120,15,0.6339676587267709
