station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
23035030,edf_california,dweibull,0.05195753133411796,0.32102346734599996,Δo > Δ,1,18,1,1
23035030,edf_jenkinson,rayleigh,0.06063650393153508,0.32102346734599996,Δo > Δ,1,18,1,2
23035030,edf_beard,rayleigh,0.06063650393153508,0.32102346734599996,Δo > Δ,1,18,1,3
23035030,edf_chegodayev,rayleigh,0.060661189371333135,0.32102346734599996,Δo > Δ,1,18,1,4
23035030,edf_filliben,rayleigh,0.06088091310864052,0.32102346734599996,Δo > Δ,1,18,1,5
23035030,edf_tukey,rayleigh,0.0613982014288148,0.32102346734599996,Δo > Δ,1,18,1,6
23035030,edf_adamowski,rayleigh,0.062276935552296686,0.32102346734599996,Δo > Δ,1,18,1,7
23035030,edf_blom,rayleigh,0.06276806444251337,0.32102346734599996,Δo > Δ,1,18,1,8
23035030,edf_gringorten,pearson3,0.06278057913181634,0.32102346734599996,Δo > Δ,1,18,1,9
23035030,edf_hazen,pearson3,0.06321456211496934,0.32102346734599996,Δo > Δ,1,18,1,10
23035030,edf_cunnane,rayleigh,0.06359600362661699,0.32102346734599996,Δo > Δ,1,18,1,11
23035030,edf_weibull,maxwell,0.06905629071442979,0.32102346734599996,Δo > Δ,1,18,1,12
