station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
13027040,edf_adamowski,logjohnsonsu,0.06716258913800066,0.48442053926100004,Δo > Δ,1,7,1,1
13027040,edf_chegodayev,logjohnsonsu,0.07076619274160423,0.48442053926100004,Δo > Δ,1,7,1,2
13027040,edf_hazen,logwald,0.07142857142857142,0.48442053926100004,Δo > Δ,1,7,1,3
13027040,edf_jenkinson,logjohnsonsu,0.07149863249843424,0.48442053926100004,Δo > Δ,1,7,1,4
13027040,edf_beard,logjohnsonsu,0.07149863249843424,0.48442053926100004,Δo > Δ,1,7,1,5
13027040,edf_filliben,logjohnsonsu,0.0720505728447216,0.48442053926100004,Δo > Δ,1,7,1,6
13027040,edf_tukey,logjohnsonsu,0.07322319519860665,0.48442053926100004,Δo > Δ,1,7,1,7
13027040,edf_blom,logjohnsonsu,0.07635799143685118,0.48442053926100004,Δo > Δ,1,7,1,8
13027040,edf_cunnane,logjohnsonsu,0.07827370024911162,0.48442053926100004,Δo > Δ,1,7,1,9
13027040,edf_gringorten,logwald,0.07865168539325844,0.48442053926100004,Δo > Δ,1,7,1,10
13027040,edf_california,t,0.08052752190703194,0.48442053926100004,Δo > Δ,1,7,1,11
13027040,edf_weibull,logjohnsonsu,0.08587610739018103,0.48442053926100004,Δo > Δ,1,7,1,12
