station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
24025501,edf_hazen,logjohnsonsu,0.031151463557735903,0.4472608134160001,Δo > Δ,1,8,1,1
24025501,edf_gringorten,logjohnsonsu,0.031648205486168514,0.4472608134160001,Δo > Δ,1,8,1,2
24025501,edf_cunnane,johnsonsu,0.034954542472027894,0.4472608134160001,Δo > Δ,1,8,1,3
24025501,edf_blom,johnsonsu,0.03754138652228667,0.4472608134160001,Δo > Δ,1,8,1,4
24025501,edf_tukey,johnsonsu,0.04178381076471083,0.4472608134160001,Δo > Δ,1,8,1,5
24025501,edf_filliben,johnsonsu,0.0433737689237067,0.4472608134160001,Δo > Δ,1,8,1,6
24025501,edf_beard,johnsonsu,0.044122712912682216,0.4472608134160001,Δo > Δ,1,8,1,7
24025501,edf_jenkinson,johnsonsu,0.044122712912682216,0.4472608134160001,Δo > Δ,1,8,1,8
24025501,edf_chegodayev,johnsonsu,0.04511714409804424,0.4472608134160001,Δo > Δ,1,8,1,9
24025501,edf_adamowski,johnsonsu,0.050019104882357945,0.4472608134160001,Δo > Δ,1,8,1,10
24025501,edf_weibull,johnsonsu,0.07289492187582203,0.4472608134160001,Δo > Δ,1,8,1,11
24025501,edf_california,laplace,0.09226872502452421,0.4472608134160001,Δo > Δ,1,8,1,12
