station,tr,n,bestfit_pdf,bestfit_val,norm,lognorm,gumbel_l,gumbel_r,gamma,pearson3,logpearson3,dweibull,kappa4,norm_pdiff,lognorm_pdiff,gumbel_l_pdiff,gumbel_r_pdiff,gamma_pdiff,pearson3_pdiff,logpearson3_pdiff,dweibull_pdiff,kappa4_pdiff
26137220,2.0,6,anglit,45.83333333333335,45.833333333333336,23.793325807218576,51.440247453386014,40.22641921328066,15.47335444990913,43.67663941268211,32.29720111376279,46.900000000000006,51.01149231188433,-0.0,-92.63,10.9,-13.94,-196.21,-4.94,-41.91,2.27,10.15
26137220,2.33,6,anglit,52.92754028262153,51.923736170421066,31.396974779524506,56.73897245674437,45.869860272365855,20.690040893362685,49.793157795796205,41.36465007011368,49.988209015300505,58.75991553885026,-1.93,-68.58,6.72,-15.39,-155.81,-6.29,-27.95,-5.88,9.93
26137220,5.0,6,anglit,77.95753871565451,74.55731516897407,87.9929770770382,73.85691214685329,70.38752718515826,51.41922034012112,73.74822487145727,88.21266992848344,69.70697769052938,84.22932970076661,-4.56,11.4,-5.55,-10.75,-51.61,-5.71,11.63,-11.84,7.45
26137220,10.0,6,anglit,92.12481850107258,89.57184945164238,174.3202917077786,83.3874097229719,90.35680506714093,83.17617545875393,90.72425413181692,128.2416558163633,89.66371690863977,95.42061087880124,-2.85,47.15,-10.48,-1.96,-10.76,-1.54,28.16,-2.74,3.45
26137220,15.0,6,anglit,98.17455659709418,97.06441416628702,245.19250012182903,87.70354502432423,101.6233029014731,102.73935451389366,99.52527979353968,149.41680219615742,101.85029403276664,99.1372644947891,-1.14,59.96,-11.94,3.39,4.44,1.36,34.29,3.61,0.97
26137220,20.0,6,anglit,101.73332385259394,101.97111101542248,306.57238519637514,90.3901401684553,109.51181584491916,116.93852833818111,105.40904162047948,163.30583260225052,110.67527764748536,100.98784414573352,0.23,66.82,-12.55,7.1,13.0,3.49,37.7,8.08,-0.74
26137220,25.0,6,anglit,104.145054785483,105.58310306891347,361.3742244776558,92.30193395471488,115.58804060855542,128.10365121906935,109.80143344960814,173.41899331714504,117.61007445404012,102.09420764654128,1.36,71.18,-12.83,9.9,18.7,5.15,39.95,11.45,-2.01
26137220,50.0,6,anglit,110.08174409797572,115.92643941327236,578.746062786556,97.4915871384838,134.3060124865208,163.4673523904762,122.66835614526224,201.23733479423944,139.58526147077856,104.29238037910471,5.04,80.98,-12.91,18.04,32.66,10.26,45.3,21.14,-5.55
26137220,75.0,6,anglit,112.69449319583262,121.47634431270924,745.1312965917754,100.1158959898591,145.18561137225765,184.5396924230622,129.75005407826734,215.12658622281413,152.7059136731905,105.01801525640212,7.23,84.88,-12.56,22.38,38.93,13.14,47.61,26.2,-7.31
26137220,100.0,6,anglit,114.248112413185,125.230063610269,884.0146923909432,101.83243153083347,152.88577379831514,199.63080191590137,134.6106543351886,223.99993937904267,162.1202257755715,105.37855751699824,8.77,87.08,-12.19,25.27,42.77,15.13,49.0,29.53,-8.42
26137220,200.0,6,anglit,117.18323479826552,133.74470150634147,1302.6548731635369,105.56348667428266,171.39774068205753,236.38889423014055,145.8492192203679,242.36507183496485,185.12531602566216,105.9148644503546,12.38,91.0,-11.01,31.63,50.43,19.65,51.65,36.7,-10.64
26137220,250.0,6,anglit,117.93024670602556,136.3467400182351,1466.501517622487,106.66125645602524,177.34906678209404,248.32521297897927,149.34299476038944,247.4581899699217,192.62034599077413,106.0211449182217,13.51,91.96,-10.57,33.5,52.51,21.03,52.34,38.78,-11.23
26137220,500.0,6,anglit,119.7824660782626,144.06310964594874,2083.854109797409,109.8082239171364,195.8207658446328,285.6685117184339,159.8680780045314,261.0837937881156,216.1520533341103,106.23202141714162,16.85,94.25,-9.08,38.83,58.07,25.07,54.12,44.58,-12.76
26137220,750.0,6,anglit,120.60250039472936,148.34965416889972,2532.970693182644,111.4901102662136,206.6192944461645,307.6751343237739,165.82153036126277,267.7010155937966,230.07995713495217,106.30155053418994,18.7,95.24,-8.17,41.63,60.8,27.27,54.95,47.58,-13.45
26137220,1000.0,6,anglit,121.09121749552288,151.3009392936152,2897.272702781974,112.62207761341644,214.27910957814757,323.352249351211,169.9649547312303,271.8708174278688,240.0296666334186,106.3360818286877,19.97,95.82,-7.52,43.49,62.55,28.76,55.46,49.55,-13.88
