station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
28025502,edf_hazen,johnsonsu,0.04374274069498296,0.41761268023100007,Δo > Δ,1,9,1,1
28025502,edf_gringorten,johnsonsu,0.046666717303170124,0.41761268023100007,Δo > Δ,1,9,1,2
28025502,edf_chegodayev,logt,0.04793173185748828,0.41761268023100007,Δo > Δ,1,9,1,3
28025502,edf_cunnane,johnsonsu,0.04857365856937912,0.41761268023100007,Δo > Δ,1,9,1,4
28025502,edf_beard,logt,0.048612219994311756,0.41761268023100007,Δo > Δ,1,9,1,5
28025502,edf_jenkinson,logt,0.048612219994311756,0.41761268023100007,Δo > Δ,1,9,1,6
28025502,edf_filliben,logt,0.049124493498273886,0.41761268023100007,Δo > Δ,1,9,1,7
28025502,edf_adamowski,nct,0.04915320827876868,0.41761268023100007,Δo > Δ,1,9,1,8
28025502,edf_blom,johnsonsu,0.049748746700988944,0.41761268023100007,Δo > Δ,1,9,1,9
28025502,edf_tukey,logt,0.05021136711584692,0.41761268023100007,Δo > Δ,1,9,1,10
28025502,edf_weibull,johnsonsu,0.06655544318680318,0.41761268023100007,Δo > Δ,1,9,1,11
28025502,edf_california,loggennorm,0.08056965788652269,0.41761268023100007,Δo > Δ,1,9,1,12
