station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
24025504,edf_hazen,logalpha,0.10215130609318956,0.48442053926100004,Δo > Δ,1,7,1,1
24025504,edf_gringorten,logalpha,0.10455901074808538,0.48442053926100004,Δo > Δ,1,7,1,2
24025504,edf_california,fatiguelife,0.10522370519561351,0.48442053926100004,Δo > Δ,1,7,1,3
24025504,edf_cunnane,logalpha,0.10611956006144363,0.48442053926100004,Δo > Δ,1,7,1,4
24025504,edf_blom,logalpha,0.1070774144675738,0.48442053926100004,Δo > Δ,1,7,1,5
24025504,edf_tukey,logalpha,0.10864481258669612,0.48442053926100004,Δo > Δ,1,7,1,6
24025504,edf_filliben,logalpha,0.10923112376363864,0.48442053926100004,Δo > Δ,1,7,1,7
24025504,edf_jenkinson,logalpha,0.10950709393678226,0.48442053926100004,Δo > Δ,1,7,1,8
24025504,edf_beard,logalpha,0.10950709393678226,0.48442053926100004,Δo > Δ,1,7,1,9
24025504,edf_chegodayev,logalpha,0.10987331381519738,0.48442053926100004,Δo > Δ,1,7,1,10
24025504,edf_adamowski,logalpha,0.11167511561699917,0.48442053926100004,Δo > Δ,1,7,1,11
24025504,edf_weibull,fatiguelife,0.11465091741524802,0.48442053926100004,Δo > Δ,1,7,1,12
