station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
2120000103,edf_hazen,genlogistic,0.042634545765973225,0.530385761606,Δo > Δ,1,6,1,1
2120000103,edf_cunnane,halfnorm,0.046086624514872276,0.530385761606,Δo > Δ,1,6,1,2
2120000103,edf_blom,halfnorm,0.04702746415797854,0.530385761606,Δo > Δ,1,6,1,3
2120000103,edf_gringorten,halfnorm,0.04714080962977846,0.530385761606,Δo > Δ,1,6,1,4
2120000103,edf_beard,genextreme,0.050095840029170446,0.530385761606,Δo > Δ,1,6,1,5
2120000103,edf_jenkinson,genextreme,0.050095840029170446,0.530385761606,Δo > Δ,1,6,1,6
2120000103,edf_chegodayev,genextreme,0.05018103383796513,0.530385761606,Δo > Δ,1,6,1,7
2120000103,edf_filliben,genextreme,0.05028052951689105,0.530385761606,Δo > Δ,1,6,1,8
2120000103,edf_tukey,genextreme,0.05067330249411023,0.530385761606,Δo > Δ,1,6,1,9
2120000103,edf_adamowski,genextreme,0.056190649222580547,0.530385761606,Δo > Δ,1,6,1,10
2120000103,edf_weibull,genextreme,0.08366317669510803,0.530385761606,Δo > Δ,1,6,1,11
2120000103,edf_california,invgamma,0.11314398068360376,0.530385761606,Δo > Δ,1,6,1,12
