station,tr,n,bestfit_pdf,bestfit_val,norm,lognorm,gumbel_l,gumbel_r,gamma,pearson3,logpearson3,dweibull,kappa4,norm_pdiff,lognorm_pdiff,gumbel_l_pdiff,gumbel_r_pdiff,gamma_pdiff,pearson3_pdiff,logpearson3_pdiff,dweibull_pdiff,kappa4_pdiff
26125508,2.0,7,mielke,61.74875788973968,68.64285714285714,65.22910272371837,72.6722575813225,64.61345670439177,53.26013545451869,62.67480997095173,61.66314439104947,54.70000000000001,81.78875777867229,10.04,5.34,15.03,4.43,-15.94,1.48,-0.14,-12.89,24.5
26125508,2.33,7,mielke,64.52653613138455,73.01971602400609,68.8483715570184,76.48017837245439,68.66910717290969,55.40103927749842,66.74078974676195,64.97806334041826,56.87879535559257,87.5813098932357,11.63,6.28,15.63,6.03,-16.47,3.32,0.69,-13.45,26.32
26125508,5.0,7,mielke,78.08668750309185,89.28530368739501,84.14893493063268,88.78196010409621,86.28869179526617,67.33135346740357,85.49316704008038,81.61115045574621,72.83562583966884,107.11768701577525,12.54,7.2,12.05,9.51,-15.97,8.66,4.32,-7.21,27.1
26125508,10.0,7,mielke,91.17573903741564,100.0754762719126,96.13133572397138,95.63103791940698,100.63958344986168,79.15677412828573,101.32211155619925,97.87214424504,90.00812253471271,116.02938419069326,8.89,5.16,4.66,9.4,-15.18,10.01,6.84,-1.3,21.42
26125508,15.0,7,mielke,99.4946096138947,105.45999668724149,102.73455376940817,98.73282209219212,108.73623525183376,86.32574790283009,110.28955098072475,108.18551098656592,100.75581684225264,119.06589320192867,5.66,3.15,-0.77,8.5,-15.25,9.79,8.03,1.25,16.44
26125508,20.0,7,mielke,105.76247591449992,108.98618703223238,107.30271710198323,100.66353967051649,114.40530326903082,91.49342922797132,116.55809035493256,115.92802511264024,108.63079799289704,120.60070217640818,2.96,1.44,-5.07,7.55,-15.6,9.26,8.77,2.64,12.3
26125508,25.0,7,mielke,110.85586014227717,111.58193971408966,110.79480300556736,102.03744741293384,118.77197309891936,95.54036812574296,121.37562748747482,122.1990566313762,114.8655582302297,121.52821373472447,0.65,-0.06,-8.64,6.66,-16.03,8.67,9.28,3.49,8.78
26125508,50.0,7,mielke,128.12610773775435,119.01516289332446,121.43626366836268,105.76698390420532,132.2236155670133,108.2852050380877,136.13767850626078,143.31745991206566,134.85105730921256,123.40327980194655,-7.66,-5.51,-21.14,3.1,-18.32,5.88,10.6,4.99,-3.83
26125508,75.0,7,mielke,139.36576238970758,123.00359374074074,127.56142823529012,107.6529395314873,140.04222301878988,115.83907052764836,144.65724798443443,156.9440419687451,146.9250216963477,124.0368591916864,-13.3,-9.25,-29.46,0.48,-20.31,3.66,11.2,5.14,-12.36
26125508,100.0,7,mielke,147.90773141681515,125.70119849437324,131.87843707992693,108.8865252282446,145.5759332186385,121.2344851812411,150.6595554765252,167.2419568129517,155.64444461509376,124.3561641347482,-17.67,-12.15,-35.84,-1.6,-22.0,1.83,11.56,4.97,-18.94
26125508,200.0,7,mielke,170.63375505252992,131.820230271426,142.22012078670582,111.5678424214552,158.87953050603682,134.3362441067245,165.00002555494126,194.4170606327808,177.12538459558542,124.83990303074786,-29.44,-19.98,-52.94,-7.4,-27.02,-3.41,12.23,3.66,-36.68
26125508,250.0,7,mielke,178.65334773683605,133.6901813525796,145.53943784850284,112.35675303167268,163.15644209831072,138.58050820277032,169.58484062014793,203.93587412079705,184.1720914650772,124.93767182849612,-33.63,-22.75,-59.01,-9.5,-28.92,-5.35,12.4,3.0,-42.99
26125508,500.0,7,mielke,206.01241614412467,139.2355388336352,155.84542552475185,114.6183164863878,176.43110097628454,151.8328571638548,183.74344685979585,236.16368217212883,206.43290220086885,125.13494857590923,-47.96,-32.19,-79.74,-16.77,-35.68,-12.12,12.77,0.2,-64.63
26125508,750.0,7,mielke,223.8992399210263,142.31605763782147,161.88261960736529,115.82700159326028,184.19144738968453,159.62684967790665,191.97445989035583,257.0478238672781,219.6979747579546,125.20149768810892,-57.33,-38.31,-93.3,-21.56,-40.26,-16.63,12.9,-1.91,-78.83
26125508,1000.0,7,mielke,237.51708289641272,144.4369942744349,166.17462784851784,116.6404882326998,189.69616206704904,165.17311074463774,197.7942960169862,272.8588052271469,229.21149352111868,125.23501586163376,-64.44,-42.93,-103.63,-25.21,-43.8,-20.08,12.95,-3.62,-89.66
