station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
21205507,edf_tukey,dweibull,0.07978441037634795,0.48442053926100004,Δo > Δ,1,7,1,1
21205507,edf_filliben,dweibull,0.08115260799665103,0.48442053926100004,Δo > Δ,1,7,1,2
21205507,edf_jenkinson,dweibull,0.08198051851608201,0.48442053926100004,Δo > Δ,1,7,1,3
21205507,edf_beard,dweibull,0.08198051851608201,0.48442053926100004,Δo > Δ,1,7,1,4
21205507,edf_chegodayev,logdweibull,0.08254124030391041,0.48442053926100004,Δo > Δ,1,7,1,5
21205507,edf_blom,dweibull,0.08291920661459246,0.48442053926100004,Δo > Δ,1,7,1,6
21205507,edf_hazen,foldnorm,0.08298750727262366,0.48442053926100004,Δo > Δ,1,7,1,7
21205507,edf_cunnane,dweibull,0.08483491542685298,0.48442053926100004,Δo > Δ,1,7,1,8
21205507,edf_gringorten,foldnorm,0.08539521192751931,0.48442053926100004,Δo > Δ,1,7,1,9
21205507,edf_weibull,lognct,0.08725613389054876,0.48442053926100004,Δo > Δ,1,7,1,10
21205507,edf_adamowski,logdweibull,0.08794664570931576,0.48442053926100004,Δo > Δ,1,7,1,11
21205507,edf_california,logdgamma,0.10383565632997305,0.48442053926100004,Δo > Δ,1,7,1,12
