station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
54027050,edf_hazen,logarcsine,0.09878734480317203,0.530385761606,Δo > Δ,1,6,1,1
54027050,edf_gringorten,logarcsine,0.1004213317312766,0.530385761606,Δo > Δ,1,6,1,2
54027050,edf_cunnane,logarcsine,0.10147551684618278,0.530385761606,Δo > Δ,1,6,1,3
54027050,edf_blom,logarcsine,0.10212067813650533,0.530385761606,Δo > Δ,1,6,1,4
54027050,edf_weibull,logdgamma,0.10311784804549456,0.530385761606,Δo > Δ,1,6,1,5
54027050,edf_tukey,logarcsine,0.10317330971545269,0.530385761606,Δo > Δ,1,6,1,6
54027050,edf_filliben,logarcsine,0.10356608269267187,0.530385761606,Δo > Δ,1,6,1,7
54027050,edf_jenkinson,logarcsine,0.10375077218039247,0.530385761606,Δo > Δ,1,6,1,8
54027050,edf_beard,logarcsine,0.10375077218039247,0.530385761606,Δo > Δ,1,6,1,9
54027050,edf_chegodayev,logarcsine,0.10399567813650534,0.530385761606,Δo > Δ,1,6,1,10
54027050,edf_adamowski,logarcsine,0.10519760121342842,0.530385761606,Δo > Δ,1,6,1,11
54027050,edf_california,logdgamma,0.12692737185501837,0.530385761606,Δo > Δ,1,6,1,12
