station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
29035000,edf_adamowski,kappa3,0.08823529411652781,0.4472608134160001,Δo > Δ,1,8,1,1
29035000,edf_chegodayev,kappa3,0.08876845534330047,0.4472608134160001,Δo > Δ,1,8,1,2
29035000,edf_jenkinson,kappa3,0.08891051694120938,0.4472608134160001,Δo > Δ,1,8,1,3
29035000,edf_beard,kappa3,0.08891051694120938,0.4472608134160001,Δo > Δ,1,8,1,4
29035000,edf_filliben,kappa3,0.0890175089396344,0.4472608134160001,Δo > Δ,1,8,1,5
29035000,edf_weibull,mielke,0.08905115065815594,0.4472608134160001,Δo > Δ,1,8,1,6
29035000,edf_tukey,kappa3,0.08924464581949093,0.4472608134160001,Δo > Δ,1,8,1,7
29035000,edf_blom,kappa3,0.08985070642555154,0.4472608134160001,Δo > Δ,1,8,1,8
29035000,edf_cunnane,kappa3,0.09022025557558844,0.4472608134160001,Δo > Δ,1,8,1,9
29035000,edf_gringorten,kappa3,0.09082100049929381,0.4472608134160001,Δo > Δ,1,8,1,10
29035000,edf_hazen,kappa3,0.09174464581949093,0.4472608134160001,Δo > Δ,1,8,1,11
29035000,edf_california,logfatiguelife,0.09436380043801262,0.4472608134160001,Δo > Δ,1,8,1,12
