station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
21215180,edf_hazen,gennorm,0.04535448549361054,0.31564497164100014,Δo > Δ,1,19,1,1
21215180,edf_gringorten,gennorm,0.04667578036258213,0.31564497164100014,Δo > Δ,1,19,1,2
21215180,edf_cunnane,gennorm,0.04754746794975084,0.31564497164100014,Δo > Δ,1,19,1,3
21215180,edf_blom,gennorm,0.04808859349087646,0.31564497164100014,Δo > Δ,1,19,1,4
21215180,edf_tukey,gennorm,0.04898424955894631,0.31564497164100014,Δo > Δ,1,19,1,5
21215180,edf_filliben,gennorm,0.0493225776838071,0.31564497164100014,Δo > Δ,1,19,1,6
21215180,edf_beard,gennorm,0.049482452469874705,0.31564497164100014,Δo > Δ,1,19,1,7
21215180,edf_jenkinson,gennorm,0.049482452469874705,0.31564497164100014,Δo > Δ,1,19,1,8
21215180,edf_chegodayev,gennorm,0.04969523427277489,0.31564497164100014,Δo > Δ,1,19,1,9
21215180,edf_weibull,dweibull,0.05000000000003191,0.31564497164100014,Δo > Δ,1,19,1,10
21215180,edf_adamowski,gennorm,0.05075259615487904,0.31564497164100014,Δo > Δ,1,19,1,11
21215180,edf_california,gennorm,0.06258530453426214,0.31564497164100014,Δo > Δ,1,19,1,12
