station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
21206960,edf_weibull,gennorm,0.05283705590230048,0.331107277296,Δo > Δ,1,16,1,1
21206960,edf_adamowski,dgamma,0.05289642626940806,0.331107277296,Δo > Δ,1,16,1,2
21206960,edf_chegodayev,t,0.05505265588717804,0.331107277296,Δo > Δ,1,16,1,3
21206960,edf_jenkinson,t,0.055611040591904214,0.331107277296,Δo > Δ,1,16,1,4
21206960,edf_beard,t,0.055611040591904214,0.331107277296,Δo > Δ,1,16,1,5
21206960,edf_filliben,t,0.05603072478794037,0.331107277296,Δo > Δ,1,16,1,6
21206960,edf_tukey,t,0.05691925618583409,0.331107277296,Δo > Δ,1,16,1,7
21206960,edf_blom,t,0.05927404425490787,0.331107277296,Δo > Δ,1,16,1,8
21206960,edf_cunnane,t,0.0606985456794093,0.331107277296,Δo > Δ,1,16,1,9
21206960,edf_california,dweibull,0.0610261559841585,0.331107277296,Δo > Δ,1,16,1,10
21206960,edf_gringorten,t,0.06299612862215354,0.331107277296,Δo > Δ,1,16,1,11
21206960,edf_hazen,t,0.06648558271644633,0.331107277296,Δo > Δ,1,16,1,12
