station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
26115501,edf_cunnane,johnsonsu,0.044259199899619905,0.48442053926100004,Δo > Δ,1,7,1,1
26115501,edf_gringorten,johnsonsu,0.044259199899619905,0.48442053926100004,Δo > Δ,1,7,1,2
26115501,edf_blom,johnsonsu,0.044259199899619905,0.48442053926100004,Δo > Δ,1,7,1,3
26115501,edf_hazen,johnsonsu,0.044259199899619905,0.48442053926100004,Δo > Δ,1,7,1,4
26115501,edf_tukey,johnsonsu,0.045253282902538494,0.48442053926100004,Δo > Δ,1,7,1,5
26115501,edf_filliben,johnsonsu,0.04701221643336606,0.48442053926100004,Δo > Δ,1,7,1,6
26115501,edf_beard,johnsonsu,0.047840126952797046,0.48442053926100004,Δo > Δ,1,7,1,7
26115501,edf_jenkinson,johnsonsu,0.047840126952797046,0.48442053926100004,Δo > Δ,1,7,1,8
26115501,edf_chegodayev,johnsonsu,0.04893878658804218,0.48442053926100004,Δo > Δ,1,7,1,9
26115501,edf_adamowski,johnsonsu,0.05434419199344753,0.48442053926100004,Δo > Δ,1,7,1,10
26115501,edf_california,logdweibull,0.07142857138108372,0.48442053926100004,Δo > Δ,1,7,1,11
26115501,edf_weibull,johnsonsu,0.07934419199344755,0.48442053926100004,Δo > Δ,1,7,1,12
