station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
52055501,edf_gringorten,logdweibull,0.05896606972712681,0.48442053926100004,Δo > Δ,1,7,1,1
52055501,edf_hazen,logdgamma,0.060136486734708894,0.48442053926100004,Δo > Δ,1,7,1,2
52055501,edf_chegodayev,semicircular,0.061036929410313356,0.48442053926100004,Δo > Δ,1,7,1,3
52055501,edf_cunnane,logdweibull,0.06110488186249649,0.48442053926100004,Δo > Δ,1,7,1,4
52055501,edf_beard,semicircular,0.061403149288728365,0.48442053926100004,Δo > Δ,1,7,1,5
52055501,edf_jenkinson,semicircular,0.061403149288728365,0.48442053926100004,Δo > Δ,1,7,1,6
52055501,edf_filliben,semicircular,0.061679119461872045,0.48442053926100004,Δo > Δ,1,7,1,7
52055501,edf_tukey,logtrapezoid,0.061807016758888667,0.48442053926100004,Δo > Δ,1,7,1,8
52055501,edf_blom,logdweibull,0.06302059067475702,0.48442053926100004,Δo > Δ,1,7,1,9
52055501,edf_adamowski,semicircular,0.06374061477621973,0.48442053926100004,Δo > Δ,1,7,1,10
52055501,edf_weibull,ncf,0.07197726879385236,0.48442053926100004,Δo > Δ,1,7,1,11
52055501,edf_california,beta,0.08796451926882648,0.48442053926100004,Δo > Δ,1,7,1,12
