tr,prob_l,prob_g,alpha,betaprime,chi2,crystalball,erlang,expon,exponnorm,f,fatiguelife,fisk,gamma,genexpon,genlogistic,gibrat,gompertz,gumbel_l,gumbel_r,halflogistic,halfnorm,hypsecant,invgamma,invgauss,invweibull,johnsonsu,kstwobign,laplace,laplace_asymmetric,loggamma,logistic,lognorm,maxwell,mielke,moyal,nakagami,ncf,nct,norm,pareto,pearson3,rayleigh,rice,t,truncnorm,wald,weibull_min,logalpha,logbetaprime,logchi2,logcrystalball,logerlang,logexpon,logexponnorm,logf,logfatiguelife,logfisk,loggenexpon,loggenlogistic,loggibrat,loggompertz,loggumbel_l,loggumbel_r,loghalflogistic,loghalfnorm,loghypsecant,loginvgamma,loginvgauss,loginvweibull,logjohnsonsu,logkstwobign,loglaplace,loglaplace_asymmetric,logloggamma,loglogistic,loglognorm,logmaxwell,logmielke,logmoyal,lognakagami,logncf,lognct,logpareto,logpearson3,lograyleigh,logrice,logt,logtruncnorm,logwald,logweibull_min,station,n,risk_rate
2.0,0.5,0.5,42.378555598534895,46.585426259014824,39.26241820477001,47.61999968536288,41.227911277911254,44.91355813253871,44.87413706157171,41.35657336323781,38.80000051332247,42.6869474838301,41.24025045419792,44.91361067973421,45.839221215694444,44.81657787402875,45.16719175241464,49.15432699964947,46.08567300035051,45.322884504033986,45.70821859910081,47.61999999999999,42.22107641387876,41.89369063850912,387.9590813340451,38.800008727600584,46.38936157496316,47.61999999999999,46.8560394751247,41.03480169395353,47.61999999999999,46.790183200878346,46.821229188834394,45.19515119587475,45.59034087290699,42.304743500924666,47.762760726639534,46.32330765998794,47.61999999999999,39.642992809552176,46.143929590422985,46.53792942438747,47.41789608375543,47.62009735641922,45.28081940444099,44.5925313326585,48.25518985002153,45.72127526404413,46.0182741921582,60.245653417745984,46.790169132958816,39.19514973264147,44.17744019604377,44.13191674961984,42.498675219850234,38.80000570827012,48.56257717224153,44.177551424186866,45.21802492095319,44.28443983535332,46.56638101808491,48.22153342923982,45.40131945792151,44.7262671400994,45.06601603874511,46.790183200878346,46.414365914099044,41.96406037868947,41.54678868982744,38.800006828493494,45.54439471659742,46.790183200878346,46.4048609975602,46.76479068140311,46.790183200878346,38.80735163378439,46.0619194374734,45.327400340436185,44.961810213412846,44.690994831799955,48.23655038042641,46.14305813872338,39.53596460106449,45.702143526307054,45.806358574066685,46.47446588358581,46.79029522429703,45.81395056146585,44.088960315349304,42.64547599495045,24015509,5,0.75
2.33,0.5708154506437768,0.4291845493562232,43.460336951970994,48.112818351221556,39.44076724460178,49.2866329632695,42.025341256991766,46.2605581200345,46.21514973118698,42.8629187042361,38.969562430588965,45.31273203632327,42.17512786573311,46.260622244827516,47.19501675110315,45.66083238369296,46.570074823932444,50.60431832505507,47.62999556397193,46.9106907413734,47.506950276358275,48.95380528484819,43.332610063151414,42.91301040952545,19032.492092193712,38.80005374783576,47.84268785615676,48.62856987366028,48.02497444152528,41.728926387484954,49.088419662736456,48.3469917293508,48.55274723175187,46.4968745977892,47.05223858413252,44.49041631658194,55.26584212258875,47.81585875014142,49.28663325166066,40.31810678782561,47.78229319757677,48.29506123753808,48.936263142926975,49.2867229594946,46.7083380061722,45.68535992601517,51.17594403888111,47.14583787679857,47.98685242824255,71.15909211706332,48.34697720176361,39.49406664641097,45.45904288517618,45.4035816879246,43.59909162583073,39.02457141292984,59.36716659226042,45.45918254674672,46.51998969909734,45.02460106670192,48.02216006780128,49.6144280252598,46.79936902971204,46.142917326412416,46.68641700091473,48.032010720072705,47.91900233262705,42.9789620580347,42.67341375709862,38.80004665667239,46.917610950556785,47.72619765339802,47.48021868738155,48.343836462042695,48.15915887971215,38.88074158343098,47.65518330345986,46.64510830202235,46.27136485345925,46.17966426235895,52.086507363805794,47.567041500968514,40.1434040241203,47.212788416265965,47.414627303367936,47.91488862902527,48.347114370996145,47.29545541237534,45.045535394011075,44.087888953325844,24015509,5,0.7292085003076647
5.0,0.8,0.2,51.84861592330982,54.37921222876194,40.52181293901791,55.480291571105454,46.55383048815055,52.99524238766875,52.919898812548354,59.06504875967306,42.571589089015255,86.58096773079515,47.82533321531605,52.99536439697282,53.08428835714583,50.52142959039289,53.5841614154523,55.28862710570371,54.33923303528829,54.095204902209616,55.11355324868929,54.30400682529138,52.47706232416704,50.41453405721704,658843371434.6917,38.84615709575277,54.016100252892855,53.671182883314096,53.86937533327371,45.75572975284971,54.758191488701186,54.60031572495047,55.36786844969953,52.6032962932467,53.823883270564856,59.31266544971649,96.58204304803172,54.110546141451614,55.48029176195958,63.78683987542466,54.73573480328175,55.32963342689568,55.014954910810346,55.48035308954898,53.84343212971726,51.80303336762723,68.32969184912707,53.24939892287978,56.32673857541453,193.59540946601922,54.6002993535899,42.262838639890724,52.44644761073952,52.33278414453288,52.08255640657148,44.11433459415192,5873.539354619512,52.44675407697562,52.62496990720714,49.53301946005635,54.430211339287,54.39518355954251,53.39038677728326,53.13513052085752,54.208481533315656,53.353464162730134,54.17717191240808,50.535002604028854,55.86486308083267,38.85899296062773,53.22753164540577,52.69449769477694,53.242268515553555,54.66867617805748,53.83148526698573,166279567.34566057,54.47989926295315,52.72260893034611,52.85275742971477,53.462589828100235,70.03601230041247,53.450977756419654,69.19336647184569,54.00902616206185,54.43900632819386,54.142759914397544,54.60048315858358,53.90489793027051,50.796745242323006,54.42935069468217,24015509,5,0.6723199999999999
10.0,0.9,0.1,67.2599264516659,59.11651230653085,41.66250547930375,59.58900542093193,51.10770675180271,59.10880052020747,59.00628261972676,99.65055148048643,47.545066303931065,246.12761300017348,53.77479470399675,59.10897507465528,57.88040622866999,56.06195263068557,59.95135316784463,57.89663918472507,59.8038079443724,60.06164475237048,60.742267458716256,58.57629759891988,70.3751663246986,61.211846071705494,9.12308334661201e+17,42.87847373681371,58.71636475975287,58.248726024062385,59.17475910208346,50.07917193083711,58.93376583255831,59.188640308905285,60.163999270209516,58.167116122297294,59.71965130304962,73.72322960004769,143.09940948359636,59.05818011430222,59.58900554708249,344.46104121979835,60.13437332041598,60.34542794113726,59.349187043675585,59.58904813419057,60.31735093340467,58.29532482695984,86.72194590717035,58.15861862787965,62.9028518228806,553.114886740858,59.18862258713895,46.32853699559942,59.71520110356666,59.53448522752133,68.66333817161474,52.250776330023186,1033879355874943.2,59.71570018119687,58.18422338973099,55.225196021817005,59.356125028760175,57.25378133607091,59.438851947582805,59.740589254928814,60.54447690451012,58.023106915205794,58.997062601659046,62.467337308592754,109.85901049906012,46.14797853136415,58.59490514840455,57.651036891355986,59.076209180120536,59.29102734805668,58.431875415908884,inf,59.86079542380216,58.17620795269547,59.34069667265836,59.80643581036183,86.0730687983646,57.943344279263876,57135.676169335355,59.77933299922397,60.074461713125686,59.07181626862659,59.18884263381077,58.33653955843417,57.70527751781049,69.45486416468307,24015509,5,0.6513215599
15.0,0.9333333333333333,0.06666666666666667,82.61623339419215,61.677097488254,42.37071233345947,61.639339039958486,53.88391874686649,62.68500277372148,62.56658891192261,148.867939022776,50.79781164286447,500.05779102955665,57.46567107458435,62.68520806487021,60.58621921324143,59.88355546463113,63.6759215778906,59.077745723047244,62.88687493069997,63.43811870611989,63.67142889269317,61.01446169354244,88.93149749498329,69.35652335635994,2.660999263454337e+21,76.9699389796055,61.211635006389145,60.92641710683348,62.27820965877185,52.88391749664348,61.20881424954809,61.62056177662621,62.62483087254547,61.562929265407384,63.14129761036631,81.69788086414638,175.7683645541721,61.80223669812622,61.63933913382063,1359.4392563629451,63.072277062195774,62.92979213351691,61.58237947087663,61.63937240955286,64.10297584671753,62.46438416943552,98.47098713620832,60.92516950235741,66.55111879466558,1059.8566928005266,61.62054333988819,49.30419376840402,64.42561104742592,64.19828688395071,87.57345759307825,58.36756930559208,5.443024286094269e+37,64.42624421498452,61.57589761113502,59.52823225165357,61.95944264346557,58.59733025913269,63.14891352952762,63.83626070731976,64.12942437394663,60.868987152294146,61.63337269914535,72.70604116969264,251.69538858009074,245.39151784624005,61.66091821898222,60.76383044091662,62.78085503137865,61.73459906862188,61.10175826621862,inf,62.82477036671543,61.482917230322556,63.4652292786166,63.43010569840837,95.69219980204859,60.38720209482162,3337572559079891.5,63.124377606686345,63.20216038899832,61.78416330843722,61.6207832401408,60.1928124820235,62.62934477231786,81.6802922408405,24015509,5,0.6447356335058557
20.0,0.95,0.05,97.95903881245027,63.430685271473514,42.88643616889292,62.98205223514658,55.889963617601474,65.22235865274617,65.09266642690517,204.60662112116273,53.206066962858586,840.4371861412648,60.152522013741425,65.22258575185182,62.48073011067338,62.881312956855716,66.31854492022708,59.81293006482717,65.04555939367869,65.80377462408316,65.62433760336967,62.734476247935575,107.93716162771675,75.92348680603808,7.09710259245529e+23,203.9019134771213,62.89253665777275,62.82626916481067,64.4801428708932,54.99846863401731,62.7812600105413,63.267059587550534,64.25800239417731,64.0583138589442,65.56455724056877,87.1007774910585,201.9047525406832,63.710199502011065,62.98205230786383,3768.445935645832,65.08607684583512,64.64754159567363,63.06671558008463,62.98207950366017,66.78830459045457,65.57116064960924,107.19726630367896,62.867581190123694,69.08670565186193,1701.077827127585,63.26704066704178,51.67484447864567,67.99135890586454,67.72723808305598,109.58770391946024,63.35312655918094,1.837814210165328e+73,67.99209803137231,64.06763518357194,63.137010002067306,63.70611487884298,59.44950119188613,65.88359627647084,66.87196932542703,66.63673274809908,62.96019652799236,63.45121270381778,81.91461461436042,647.3561917509816,227050.1258466228,63.816222674762656,63.07379707650061,65.54939502763357,63.386471388560615,63.01806931801328,inf,64.87243888905641,63.905295908373475,66.55854638601376,65.97297021045999,102.68291112279977,62.067138815046405,2.77913063566185e+41,65.50694637700808,65.37062006902929,63.65553007221036,63.267294251234595,61.21840078995068,66.57004702656874,92.36991825083459,24015509,5,0.6415140775914581
25.0,0.96,0.04,113.29646763428622,64.7622178892994,43.29274865594652,63.97047062337278,57.46320715972624,67.1904847753375,67.0520443707034,265.74440890456185,55.11952315466674,1262.2953216517487,62.26894607989514,67.19072878997119,63.939988373971616,65.38040780814406,68.36832283085201,60.336090712772425,66.70831282830741,67.62639944767798,67.0773669204477,64.06562968265888,127.28570261936531,81.44691084132819,5.2452428774821095e+25,524.0400313510208,64.15159446977484,64.29990890737648,66.18809496023246,56.71129229760562,63.984170149330936,64.50715202928022,65.47046185892746,66.04938846154997,67.44283824406085,91.14720362606596,224.0832915796035,65.1746967907482,63.970470680524514,8383.147630010886,66.61445500884886,65.92379748376032,64.16954969021879,63.97049341065366,68.87085611121438,68.05961413293747,114.17363935396989,64.36912238359206,71.03190622976713,2468.9937928614436,64.50713274456045,53.663003948775064,70.8925223450011,70.59755374424321,135.35153270457926,67.61621668807392,3.920626931710242e+122,70.8933503548206,66.05544866571039,66.3121458255728,65.01032516760122,60.06344678357095,68.0704963002851,69.30894297072884,68.5656469996293,64.62781591020872,64.83820051544099,90.4123735993377,1832.1037229350984,23157573809430.652,65.47983222271259,64.9258503120379,67.78064462286311,64.62927338204804,64.52450939012151,inf,66.43566542420251,65.83430243692978,69.05954019418236,67.93269810447731,108.21624343664948,63.34614298017367,4.345307691445378e+91,67.3660369428359,67.02977902542224,65.08252770585966,64.5073967609038,61.869829773873654,69.90456313131425,102.05467347736005,24015509,5,0.639603283141982
50.0,0.98,0.02,189.9594745501983,68.7768734111368,44.58315894469829,66.80091534389516,62.42780949143415,73.30404290787621,73.13842817788178,632.871307703554,61.258750817914105,4491.592814579041,68.98870756514738,73.30433946677547,68.43522729323539,74.18978449525324,74.73551458322143,61.75623463297193,71.83046897625502,73.24218316854571,71.30079921542873,68.19274138369505,227.48756167867896,100.81275179055402,2.9943180670935856e+31,10673.16901158727,67.84880230265095,68.87745204812477,71.49347872904221,62.45196888564,67.65943701039498,68.19440174681039,68.9868299403836,72.5816571937147,73.27379100336834,102.96826618370724,305.3812549935763,69.67339475522905,66.80091535647338,101833.53819995021,71.20937540826108,69.62854270608793,67.37088214923122,66.8009253508141,75.33789630040155,76.18444491676266,136.91176071326524,69.04013551552845,76.99900069075795,8053.329162818597,68.19438137989624,60.699515114589616,80.71778778976763,80.31273491733143,346.51315608558764,83.32874679056643,inf,80.71893334436267,72.57495626030376,78.83301376771372,68.81820824587138,61.762185403586,75.27413503052654,77.39025550893281,74.49518821087987,70.08411674779438,69.05449966641108,126.77818428093603,986535.3587579139,inf,70.61990127792929,71.03289252746711,75.20760575657906,68.31780373945385,69.35392632595779,inf,71.18563831735656,72.14335241228876,77.43830950399511,73.97010030123725,126.11737374064164,67.22004398880038,inf,73.23357680156764,72.08842718064928,69.40864821256457,68.194677033719,63.26449791314495,81.99943032939274,142.2844025742405,24015509,5,0.6358303199128832
75.0,0.9866666666666667,0.013333333333333334,266.61176780064227,71.06160683732932,45.35400218677289,68.31964184557948,65.37592983737994,76.88024516139023,76.69873447007762,1076.752903769996,64.95607644590025,9428.733522990715,73.00185318447976,76.8805724566268,71.04801143436981,80.13966344955168,78.46008299325402,62.47437438683112,74.80766141372106,76.506625678989,73.599863774448,70.60459741279442,331.4788671271663,113.53885157936533,6.6407019715258795e+34,55772.54404780765,69.88298338869436,71.55514313089589,74.59692928573062,66.11932470271415,69.78213358200978,70.25899577181153,70.89861662976027,76.6722775579906,76.68362248205716,109.41097698956685,363.2150925341263,72.28993762117751,68.31964183424097,439770.2283937586,73.80983813901062,71.64406978888289,69.11253289306205,68.31964503016678,79.1195018564431,81.18409344409265,150.90431820799233,71.79821219246354,80.46223752340752,16310.931092941213,70.25897479941271,65.45385815439712,87.08490810795631,86.60425931211495,794.6262492823471,94.50288264243385,inf,87.08627198424159,76.65607473265882,88.60149594815863,70.89866651793233,62.63941121504189,79.80649553455756,82.51420170022033,77.93578918838026,73.48358204105266,71.47681177269716,157.5767328955559,2065408750.0191548,inf,73.6180348597104,74.86822215185565,79.92384514492022,70.3787026366758,72.30619805426753,inf,73.9091159336019,76.08136013419993,82.80151968987735,77.479572013878,137.1516237935348,69.43640232858141,inf,76.74971663705831,74.99908683184135,71.88181528658767,70.25928855959977,63.75948144537635,90.46032558622684,175.4156108923235,24015509,5,0.6345868051211123
100.0,0.99,0.01,343.2613845632681,72.66172792981281,45.9067255358433,69.34684376712349,67.48364901301716,79.41760104041492,79.2248119850602,1579.1957063532982,67.61643267389167,15940.205946736449,75.87907947805266,79.41795014340056,72.89723423926519,84.74879356935938,81.10270633558102,62.944102791793775,76.91480392723535,78.81712744822417,75.16606676159105,72.3154456233311,438.01138056138734,123.12398810076422,1.5499758363431653e+37,170919.93898999415,71.27671666807072,73.45499518887306,76.79886249785196,68.86773408354061,71.28080850050858,71.69071973102346,72.20080522881733,79.70642929177363,79.10276048612789,113.79530458929719,409.70120403130363,74.14702039007395,69.34684373960869,1241848.2747061232,75.62273273119533,73.01720211187734,70.29907955479811,69.34684235264695,81.80198077597743,84.82931296319786,161.11930784791736,73.77450394117683,82.91633708135494,27050.606839634278,71.69069833893188,69.13403499554143,91.90477429998487,91.36485682306675,1708.8948850820136,103.45888821974772,inf,91.90630946710792,79.68247397280773,96.99331338870341,72.31794094112699,63.21992543095343,83.1783026043681,86.34455708038439,80.37020549759454,75.99449587324366,73.18302686142633,185.30639279084403,12195172513902.104,inf,75.74538499857127,77.71437411399104,83.44836487036201,71.80601321848948,74.46594769884973,inf,75.82359483881106,78.99682407552658,86.83026560896624,79.96464246516356,145.25882957298037,70.99366243415813,inf,79.28922134128085,77.04907294559158,73.61700757419105,71.69102481511435,64.01311607786702,97.17445074759945,204.7930082763173,24015509,5,0.6339676587267709
