station,tr,n,bestfit_pdf,bestfit_val,norm,lognorm,gumbel_l,gumbel_r,gamma,pearson3,logpearson3,dweibull,kappa4,norm_pdiff,lognorm_pdiff,gumbel_l_pdiff,gumbel_r_pdiff,gamma_pdiff,pearson3_pdiff,logpearson3_pdiff,dweibull_pdiff,kappa4_pdiff
25017030,2.0,5,johnsonsu,98.13457757552976,87.47999999999999,80.62401167529087,92.20118080797268,82.75881919202729,86.79687855774904,92.4016589813364,88.72957034127673,92.0,72.9101076222268,-12.1794439592247,-21.718797584473727,-6.435271994959124,-18.578996817034966,-13.062334966616751,-6.204345958064805,-10.599631214350481,-6.668019103836698,-34.59667085392317
25017030,2.33,5,johnsonsu,101.834291063526,92.608292028666,87.34005428883897,96.66285763357484,87.51075671926516,92.13508734529074,97.09613426712252,95.16346011554296,93.41956408678712,79.2740774297821,-9.962389795510074,-16.595177198715373,-5.349969529718224,-16.367741385451385,-10.52715528654784,-4.879861419990483,-7.009865908494328,-9.007456905837795,-28.45850038901665
25017030,5.0,5,johnsonsu,111.39397102476048,111.66640786488615,117.58456305097424,111.07664864348904,108.1553280478974,112.3380218514315,111.9097199976007,117.34914306627076,113.68451549397643,99.96558552209822,0.24397385510539493,5.264799958077893,-0.28567874989631203,-2.994436830175218,0.840366254552305,0.46086164173343436,5.07474693543114,2.0148253781644754,-11.432319875859598
25017030,10.0,5,johnsonsu,115.23142351678166,124.3090718290911,143.22419058874277,119.10159806903488,124.97002673363446,126.05939708345426,119.6177429994501,129.6389514502564,143.09646278660074,108.89225121094076,7.302482577289315,19.544720034299367,3.2494732354556244,7.79275116713386,8.589580639913919,3.6669472042191953,11.113579500836234,19.47290570793082,-5.8215090930216595
25017030,15.0,5,johnsonsu,116.64975861102306,130.61802395068008,158.0394554980571,122.73590648058703,134.4567376426318,133.0025517926062,122.88923364684544,134.86216591459,163.92280824953377,111.8160410981323,10.693979986201052,26.189470696792473,4.958734606752269,13.243649477006747,12.295097320450221,5.077316255184039,13.50446003892679,28.838604062070882,-4.322919560931848
25017030,20.0,5,johnsonsu,117.43840206856306,134.74960194504052,168.56247261897016,124.9980958349596,141.09908940950564,137.58419485507994,124.83773269047128,137.93850318987984,180.1170284571545,113.25965871943303,12.846939528280066,30.32944982123711,6.047847141910001,16.768844816760797,14.64251966422221,5.927158770381135,14.861768576027877,34.79883436090617,-3.689524934453159
25017030,25.0,5,johnsonsu,117.95739679072906,137.791001758978,176.75400710167025,126.60788045787892,146.21544309796528,140.9745153679866,126.17817256563448,140.02877700672278,193.43393976225985,114.1174638953596,14.39397690347124,33.26465480192533,6.832500185506052,19.32630761054641,16.32714857517036,6.515212265123904,15.76203169648055,39.019286410800134,-3.364895051374872
25017030,50.0,5,johnsonsu,119.19832615386385,146.50038449497305,202.480691691396,130.97771571603232,161.97650661744586,150.76591998905883,129.59971266892202,145.2144887306348,238.7008068725175,115.80493641543448,18.63616838633351,41.13101592149049,8.993430292910976,26.410114254788198,20.938149574841493,8.025778993530464,17.915679629619852,50.06371041823756,-2.9302634615298695
25017030,75.0,5,johnsonsu,119.73772795014963,151.17356192131982,217.7954663960179,133.1874582442788,171.13743763190186,156.0704466014147,131.19606982734513,147.52906843799278,267.7242569353082,116.35449292206609,20.794531511754254,45.02285564914822,10.098345948956421,30.034170426407492,23.27969160237907,8.733753909148911,18.837874313240167,55.27572685388662,-2.9076960786977413
25017030,100.0,5,johnsonsu,120.06051651116184,154.33430009684753,228.80517408162197,134.63282988342476,177.62119291792607,159.67836082936662,132.18712669650955,148.92077049084094,289.3813696293404,116.6252928987582,22.207496042148943,47.52718464822282,10.823744390488365,32.406423727466716,24.811028941198042,9.173820846555946,19.379602915399964,58.5113178968834,-2.9455219592766424
25017030,200.0,5,johnsonsu,120.68503317319382,161.50386684266329,255.885968191898,137.77448419800425,193.2087943860452,167.922715851534,134.1869980177093,151.59677269587763,344.9889246514149,117.02382134774214,25.27421446152437,52.83640051623002,12.40393032446423,37.53647003662972,28.130609035709362,10.062051498263314,20.39076358485328,65.01770794667195,-3.128603888752024
25017030,250.0,5,johnsonsu,120.84972096914638,163.6948571130551,264.78447238054184,138.6988375078935,198.21997985524857,170.45893123168094,134.7333804892593,152.29132647966486,363.8752670228879,117.1018884055907,26.17378267071514,54.35921151922229,12.868973424331198,39.03252282772015,29.103321195360376,10.304543291125768,20.6456967952911,66.78814640030346,-3.200488578437599
25017030,500.0,5,johnsonsu,121.2770827495345,170.1922593228187,293.03438909556326,141.3486734180916,213.7736746751517,178.02639566970367,136.18916012667705,154.04858346012347,425.4377649938859,117.25526478672856,28.74112886679673,58.6133616863705,14.200055920714494,43.26846702063483,31.87690943620374,10.949533254535094,21.273483971420028,71.49357844354098,-3.4299679166825303
25017030,750.0,5,johnsonsu,121.47978690833304,173.8016514591988,310.009964218507,142.76486945434908,222.86634220960948,182.26019734218065,136.8984047761292,154.848180269429,463.400277314192,117.30515815241856,30.104354079252637,60.81423149911742,14.909187832670712,45.49208924778812,33.34815353005279,11.262817775715018,21.549102677885156,73.78512856910355,-3.5587768020313604
25017030,1000.0,5,johnsonsu,121.60673491085596,176.28671728887323,322.2658870392289,143.71801808485026,229.3161239290052,185.1876398061796,137.34831476323075,155.33337352991984,491.174529179362,117.32973335792695,31.01764172533521,62.265092334748736,15.385185148420245,46.969828014141456,34.33323355806491,11.461065160872973,21.71242267687411,75.24164473389277,-3.6452836212297113
