station,empirical_dist,p_dist,delta,deltao,eval,fit,n,best_fit,best_fit_sort
33035010,edf_blom,logdweibull,0.049801239050712875,0.48442053926100004,Δo > Δ,1,7,1,1
33035010,edf_tukey,logdweibull,0.05222757708328296,0.48442053926100004,Δo > Δ,1,7,1,2
33035010,edf_cunnane,logdweibull,0.05267480226910359,0.48442053926100004,Δo > Δ,1,7,1,3
33035010,edf_filliben,logdweibull,0.053400199437168006,0.48442053926100004,Δo > Δ,1,7,1,4
33035010,edf_jenkinson,logdweibull,0.053952139783455366,0.48442053926100004,Δo > Δ,1,7,1,5
33035010,edf_beard,logdweibull,0.053952139783455366,0.48442053926100004,Δo > Δ,1,7,1,6
33035010,edf_chegodayev,logdweibull,0.05468457954028538,0.48442053926100004,Δo > Δ,1,7,1,7
33035010,edf_gringorten,logdweibull,0.057356450209178456,0.48442053926100004,Δo > Δ,1,7,1,8
33035010,edf_adamowski,logdweibull,0.05828818314388895,0.48442053926100004,Δo > Δ,1,7,1,9
33035010,edf_hazen,logloglaplace,0.05919927769924216,0.48442053926100004,Δo > Δ,1,7,1,10
33035010,edf_california,gennorm,0.0714284787598124,0.48442053926100004,Δo > Δ,1,7,1,11
33035010,edf_weibull,logdweibull,0.07495484981055567,0.48442053926100004,Δo > Δ,1,7,1,12
