CODIGO,NOMBRE,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INSTALACION,FECHA_SUSPENSION,ALTITUD,LATITUD,LONGITUD,DEPARTAMENTO,MUNICIPIO,AREA_OPERATIVA,ENTIDAD,AREA_HIDROGRAFICA,ZONA_HIDROGRAFICA,SUBZONA_HIDROGRAFICA,CORRIENTE,Catalogo,Version,station,n
2120000107,LA FISCALA - AUT [2120000107],Climatológica Ordinaria,Automática con Telemetría,Activa,01/12/2011,,2718,4.53602,-74.10654,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,2120000107,6
2120000108,IDIGER - AUT [2120000108],Pluviométrica,Automática con Telemetría,Activa,01/11/2009,,2555,4.674932,-74.113609,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,2120000108,6
2120000109,COLEGIO RODOLFO LLINAS [2120000109],Pluviométrica,Automática con Telemetría,Activa,01/02/2015,,2554,4.720124,-74.108288,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,2120000109,6
21201200,ESCUELA LA UNION [21201200],Climatológica Ordinaria,Convencional,Activa,01/08/2007,,3378,4.34264,-74.18381,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21201200,11
21201980,GUADALUPE - AUT [21201980],Climatológica Ordinaria,Automática con Telemetría,Activa,01/09/2007,,3227,4.59157,-74.05471,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,FONDO DE PREVENCION Y ATENCION DE DESASTRES DE BOGOTA DC - FOPAE,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21201980,12
21202170,SIERRA MORENA  - AUT  [21202170],Pluviométrica,Automática con Telemetría,Activa,01/09/1999,,2682,4.566666667,-74.16666667,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,FONDO DE PREVENCION Y ATENCION DE DESASTRES DE BOGOTA DC - FOPAE,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21202170,9
21202180,QUIBA  - AUT  [21202180],Climatológica Ordinaria,Automática con Telemetría,Activa,01/10/2000,,2916,4.54311,-74.15601,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,FONDO DE PREVENCION Y ATENCION DE DESASTRES DE BOGOTA DC - FOPAE,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21202180,11
21202210,MICAELA - AUT [21202210],Climatológica Ordinaria,Automática con Telemetría,Activa,01/10/2000,,3062,4.50069,-74.0865,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,FONDO DE PREVENCION Y ATENCION DE DESASTRES DE BOGOTA DC - FOPAE,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21202210,5
21202220,PARAISO - AUT [21202220],Climatológica Ordinaria,Automática con Telemetría,Activa,01/10/2000,,2747,4.62789,-74.0587,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,FONDO DE PREVENCION Y ATENCION DE DESASTRES DE BOGOTA DC - FOPAE,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21202220,12
21202230,UAN SEDE USME  - AUT  [21202230],Climatológica Ordinaria,Automática con Telemetría,Activa,01/10/2000,,2747,4.48152,-74.12708,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,FONDO DE PREVENCION Y ATENCION DE DESASTRES DE BOGOTA DC - FOPAE,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21202230,12
21202240,UAN SEDE CIRCUNVALAR  - AUT  [21202240],Climatológica Ordinaria,Automática con Telemetría,Activa,01/09/2007,,2717,4.63546,-74.05746,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,FONDO DE PREVENCION Y ATENCION DE DESASTRES DE BOGOTA DC - FOPAE,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21202240,12
21202250,DOÑA JUANA - AUT [21202250],Climatológica Ordinaria,Automática con Telemetría,Activa,01/10/2000,,2831,4.50082,-74.13739,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,FONDO DE PREVENCION Y ATENCION DE DESASTRES DE BOGOTA DC - FOPAE,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21202250,12
2120500050,PARAMO ALTO [2120500050],Climatológica Principal,Automática con Telemetría,Activa,17/03/2018,,3226,5.15886,-74.02322,Cundinamarca,Cogua,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,2120500050,6
2120500135,UNIVERSIDAD DE LA SABANA [2120500135],Climatológica Principal,Automática con Telemetría,Activa,17/10/2018,,2548,4.85414,-74.03269,Cundinamarca,Chía,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,2120500135,7
21205012,UNIVERSIDAD NACIONAL [21205012],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,19/08/2004,,2556,4.63723,-74.08892,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21205012,16
21205502,MISIONES - AUT [21205502],Climatológica Principal,Automática con Telemetría,Activa,01/09/2013,,1540,4.544997222,-74.44055556,Cundinamarca,El Colegio,Area Operativa 11 - Cundinamarca-Amazonas,CENTRO NACIONAL DE INVESTIGACIONES DE CAFE,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21205502,8
21205503,DELIRIO EL  - AUT  [21205503],Climatológica Principal,Automática con Telemetría,Activa,,,2,4.522694444,-74.40608333,Cundinamarca,El Colegio,Area Operativa 11 - Cundinamarca-Amazonas,CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21205503,7
21205505,PTAR TOCANCIPA  - AUT  [21205505],Climatológica Principal,Automática con Telemetría,Activa,,,3,4.970111111,-73.91827778,Cundinamarca,Tocancipá,Area Operativa 11 - Cundinamarca-Amazonas,CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21205505,7
21205506,GUAMAL  - AUT  [21205506],Climatológica Principal,Automática con Telemetría,Activa,,,3,5.025055556,-74.15277778,Cundinamarca,Subachoque,Area Operativa 11 - Cundinamarca-Amazonas,CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21205506,7
21205507,CACHIPAY  - AUT  [21205507],Climatológica Principal,Automática con Telemetría,Activa,,,2,4.729888889,-74.43080556,Cundinamarca,Cachipay,Area Operativa 11 - Cundinamarca-Amazonas,CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21205507,7
21205660,MERCEDES [21205660],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/09/1970,,765,4.5791,-74.52318,Cundinamarca,Anapoima,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21205660,8
21205710,JARDIN BOTANICO [21205710],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/09/1974,,2552,4.667867,-74.101034,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21205710,9
21205791,EL DORADO CATAM [21205791],Climatológica Principal,Automática con Telemetría,Activa,31/10/2002,,2547,4.705583,-74.150667,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21205791,12
21205910,LA COSECHA [21205910],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/09/1976,,2570,4.98922,-74.00119,Cundinamarca,Zipaquirá,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21205910,7
21205940,VILLA INES [21205940],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/02/1977,,2590,4.83211,-74.38056,Cundinamarca,Facatativá,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21205940,7
21206280,ACAPULCO [21206280],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/02/1990,,2680,4.64823,-74.32035,Cundinamarca,Bojacá,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21206280,7
21206600,NUEVA GENERACION [21206600],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/11/2001,,2590,4.786594,-74.102247,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21206600,17
21206780,LA INDEPENDENCI - AUT [21206780],HidroMeteorologica,Automática con Telemetría,Activa,01/03/2003,,2548,4.619272,-74.194594,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,FONDO DE PREVENCION Y ATENCION DE DESASTRES DE BOGOTA DC - FOPAE,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21206780,8
21206790,HACIENDA SANTA ANA - AUT [21206790],Climatológica Principal,Automática con Telemetría,Suspendida,10/06/2004,,2572,5.0905,-73.88125,Cundinamarca,Nemocón,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21206790,19
21206810,SAN BENITO  - AUT  [21206810],HidroMeteorologica,Automática con Telemetría,Activa,01/12/2003,,2564,4.56365303,-74.13845,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,ESTACIONES PARTICULARES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21206810,12
21206890,CERRO CAZADORES [21206890],Climatológica Ordinaria,Automática con Telemetría,Activa,01/09/2007,,3182,4.66577,-74.02861,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,FONDO DE PREVENCION Y ATENCION DE DESASTRES DE BOGOTA DC - FOPAE,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_OE,20251226,21206890,8
21206900,LA ESPERANZA USME - AUT [21206900],Climatológica Ordinaria,Automática con Telemetría,Activa,01/09/2007,,3168,4.44914,-74.10792,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,FONDO DE PREVENCION Y ATENCION DE DESASTRES DE BOGOTA DC - FOPAE,Orinoco,Meta,Río Guayuriba,,CNE_OE,20251226,21206900,6
21206920,VILLA TERESA [21206920],Climatológica Principal,Automática con Telemetría,En Mantenimiento,19/07/2005,,3591,4.356239,-74.159168,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21206920,18
21206930,PARAMO GUERRERO [21206930],Climatológica Principal,Automática con Telemetría,En Mantenimiento,01/12/2004,,3237,5.08644,-74.02217,Cundinamarca,Zipaquirá,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21206930,20
21206940,CIUDAD BOLIVAR [21206940],Climatológica Principal,Automática con Telemetría,Suspendida,19/05/2005,24/08/2018,2687,4.576861111,-74.17677778,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21206940,11
21206950,PARAMO GUACHENEQUE [21206950],Climatológica Principal,Automática con Telemetría,En Mantenimiento,19/07/2005,,2300,5.234558,-73.527321,Cundinamarca,Villapinzón,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21206950,18
21206960,IDEAM BOGOTA CENTRO- AUT [21206960],Climatológica Principal,Automática con Telemetría,Suspendida,11/04/2005,,2646,4.6,-74.06666667,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21206960,16
21206980,SANTA CRUZ DE SIECHA [21206980],Agrometeorológica,"Automática con Telemetría, Convencional",Activa,08/11/2005,,3100,4.785022,-73.870106,Cundinamarca,Guasca,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21206980,19
21206990,TIBAITATA - AUT [21206990],Agrometeorológica,Automática con Telemetría,Suspendida,27/10/2004,,2543,4.68863,-74.20559,Cundinamarca,Mosquera,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,,CNE_IDEAM,20251226,21206990,20
2120700037,CASAS FISCALES ESCUELA DE ARTILLERÍA [2120700037],Limnigráfica,Automática con Telemetría,Activa,01/09/2014,,2567,4.556439,-74.125173,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO,Magdalena Cauca,Alto Magdalena,Río Bogotá,Chingaza,CNE_OE,20251226,2120700037,6
2120700038,SAN FRANCISCO - AUT  [2120700038],HidroMeteorologica,Automática con Telemetría,Activa,01/11/2012,,2577,4.56235,-74.148869,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO,Magdalena Cauca,Alto Magdalena,Río Bogotá,Chingaza,CNE_OE,20251226,2120700038,6
2120700146,UNIVERSIDAD DE LA SABANA [2120700146],Limnigráfica,"Automática con Telemetría, Convencional",Activa,17/10/2018,,2553,4.854528,-74.040049,Cundinamarca,Chía,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,Bogota,CNE_IDEAM,20251226,2120700146,7
2120700162,SAN JOAQUIN [2120700162],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,06/03/2018,,614,4.63814,-74.52008,Cundinamarca,La Mesa,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,Apulo,CNE_IDEAM,20251226,2120700162,6
21207702,GRANJA BOSCONIA  - AUT  [21207702],Limnigráfica,Automática con Telemetría,Activa,,,496,4.493377778,-74.54329444,Cundinamarca,Apulo,Area Operativa 11 - Cundinamarca-Amazonas,CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA,Magdalena Cauca,Alto Magdalena,Río Bogotá,Calandaima,CNE_OE,20251226,21207702,7
21207714,PRADERA LA  - AUT  [21207714],Limnigráfica,Automática con Telemetría,Activa,,,2735,5.000138889,-74.13208333,Cundinamarca,Subachoque,Area Operativa 11 - Cundinamarca-Amazonas,CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA,Magdalena Cauca,Alto Magdalena,Río Bogotá,Subachoque,CNE_OE,20251226,21207714,7
21208480,KENNEDY - AUT [21208480],HidroMeteorologica,Automática con Telemetría,Activa,01/03/2003,,2555,4.61104201,-74.178333,Bogotá,"Bogotá, D.C",Area Operativa 11 - Cundinamarca-Amazonas,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P,Magdalena Cauca,Alto Magdalena,Río Bogotá,Canal Intercept,CNE_OE,20251226,21208480,8
21209170,PTE CHOCONTA  [21209170],Limnimétrica,Convencional,Activa,15/01/1982,,2600,5.15,-73.66666667,Cundinamarca,Chocontá,Area Operativa 11 - Cundinamarca-Amazonas,CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA,Magdalena Cauca,Alto Magdalena,Río Bogotá,QUEBRADA TEJAR,CNE_OE,20251226,21209170,7
21209200,LA CAMPIÑA [21209200],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/11/1992,,425,4.304889,-74.793778,Cundinamarca,Girardot,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,Bogota,CNE_IDEAM,20251226,21209200,6
21209920,SANTA ROSITA [21209920],Limnigráfica,"Automática con Telemetría, Convencional",Activa,19/05/2005,,2598,5.105878,-73.753646,Cundinamarca,Suesca,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Bogotá,Bogota,CNE_IDEAM,20251226,21209920,21
2121500042,EL SILENCIO - AUT   [2121500042],Climatológica Principal,Automática con Telemetría,Activa,17/12/2017,,2579,4.601127,-75.331133,Tolima,Ibagué,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Coello,,CNE_IDEAM,20251226,2121500042,6
21215160,CERROS NOROCCIDENTALES  - AUT [21215160],Climatológica Principal,Automática con Telemetría,En Mantenimiento,18/10/2005,,1946,4.470361111,-75.24386111,Tolima,Ibagué,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Coello,,CNE_IDEAM,20251226,21215160,20
21215170,LA MARTINICA - AUT [21215170],Climatológica Principal,Automática con Telemetría,Suspendida,10/12/2005,28/08/2014,1780,4.402,-75.22905556,Tolima,Ibagué,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Coello,,CNE_IDEAM,20251226,21215170,6
21215180,BATALLON ROOKE  - AUT [21215180],Climatológica Principal,Automática con Telemetría,En Mantenimiento,10/12/2005,,1285,4.4180556,-75.248055556,Tolima,Ibagué,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Coello,,CNE_IDEAM,20251226,21215180,19
21215190,CAJAMARCA - AUT [21215190],Climatológica Principal,Automática con Telemetría,Activa,10/12/2005,,2530,4.435666667,-75.50036111,Tolima,Cajamarca,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Coello,,CNE_IDEAM,20251226,21215190,20
21215501,ESPERANZA LA  - AUT  [21215501],Climatológica Principal,Automática con Telemetría,Activa,17/10/2013,,1446,4.45,-75.25,Tolima,Ibagué,Area Operativa 10 - Tolima,CENTRO NACIONAL DE INVESTIGACIONES DE CAFE,Magdalena Cauca,Alto Magdalena,Río Coello,,CNE_OE,20251226,21215501,8
21217180,MONTEZUMA AUT [21217180],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/12/1973,,1447,4.4819444,-75.28611111,Tolima,Ibagué,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Coello,Combeima,CNE_IDEAM,20251226,21217180,10
21227010,PIEDRAS  - AUT [21227010],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/03/1972,,384,4.535225,-74.880530556,Tolima,Piedras,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Opía,Opia,CNE_IDEAM,20251226,21227010,5
21235030,UNIVERSIDAD DE CUNDINAMARCA [21235030],Climatológica Principal,Automática con Telemetría,Activa,30/09/2004,,289,4.306785,-74.806777,Cundinamarca,Girardot,Area Operativa 11 - Cundinamarca-Amazonas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Seco y otros Directos al Magdalena,,CNE_IDEAM,20251226,21235030,21
21237020,ARRANCAPLUMAS  - AUT [21237020],Limnimétrica,"Automática con Telemetría, Convencional",En Mantenimiento,15/01/1934,,222,5.202416667,-74.72761111,Cundinamarca,Guaduas,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Seco y otros Directos al Magdalena,Magdalena,CNE_IDEAM,20251226,21237020,12
21255160,HACIENDA PAJONALES [21255160],Agrometeorológica,Automática con Telemetría,En Mantenimiento,18/10/2005,,241,4.75786,-74.83091,Tolima,Ambalema,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,,CNE_IDEAM,20251226,21255160,18
21255170,MURILLO - AUT [21255170],Climatológica Principal,Automática con Telemetría,Activa,21/10/2005,,2978,4.870555556,-75.173277778,Tolima,Murillo,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,,CNE_IDEAM,20251226,21255170,18
21255501,LA TRINIDAD  - AUT  [21255501],Climatológica Principal,Automática con Telemetría,Activa,24/10/2013,,1456,4.895,-75.04,Tolima,Líbano,Area Operativa 10 - Tolima,CENTRO NACIONAL DE INVESTIGACIONES DE CAFE,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,,CNE_OE,20251226,21255501,7
2125700094,RECIO 1 - AUT   [2125700094],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,19/12/2017,,956,4.875934,-75.0444499,Tolima,Líbano,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,Recio,CNE_IDEAM,20251226,2125700094,5
21257090,LA ESMERALDA - AUT [21257090],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,15/10/1986,,260,4.890777778,-74.85313889,Tolima,Lérida,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,Lagunilla,CNE_IDEAM,20251226,21257090,6
21257100,LA NUEVA - AUT [21257100],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/01/1977,,570,4.795083333,-74.97194444,Tolima,Venadillo,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,Recio,CNE_IDEAM,20251226,21257100,6
21257120,PUENTE GATO NEGRO  - AUT [21257120],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,15/12/1986,,1135,4.940194444,-75.08980556,Tolima,Villahermosa,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,Lagunilla,CNE_IDEAM,20251226,21257120,16
2201500047,HERRERA - AUT   [2201500047],Climatológica Principal,Automática con Telemetría,En Mantenimiento,15/04/2018,,1615,3.284138889,-75.80245,Tolima,Planadas,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Saldaña,Alto Saldaña,,CNE_IDEAM,20251226,2201500047,6
22025501,ATACO  - AUT  [22025501],Climatológica Principal,Automática con Telemetría,Activa,24/10/2013,,1858,3.416666667,-75.63305556,Tolima,Ataco,Area Operativa 10 - Tolima,CENTRO NACIONAL DE INVESTIGACIONES DE CAFE,Magdalena Cauca,Saldaña,Río Atá,,CNE_OE,20251226,22025501,8
22045010,DEMOSTRACION GRANJA  - AUT [22045010],Climatológica Ordinaria,"Automática con Telemetría, Convencional",Activa,15/09/1964,,895,3.722444444,-75.50344444,Tolima,Chaparral,Area Operativa 10 - Tolima,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Saldaña,"Río Tetuán, Río Ortega",,CNE_IDEAM,20251226,22045010,5
