CODIGO,NOMBRE,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INSTALACION,FECHA_SUSPENSION,ALTITUD,LATITUD,LONGITUD,DEPARTAMENTO,MUNICIPIO,AREA_OPERATIVA,ENTIDAD,AREA_HIDROGRAFICA,ZONA_HIDROGRAFICA,SUBZONA_HIDROGRAFICA,CORRIENTE,Catalogo,Version,station,n
2403000117,PM LA LAGUNA [2403000117],Pluviométrica,Automática con Telemetría,En Mantenimiento,01/09/2018,,2786,6.447166667,-72.497694444,Boyacá,Guacamayas,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,2403000117,7
24030680,EL PARAMO - AUT [24030680],Pluviométrica,"Automática con Telemetría, Convencional",Activa,15/06/1974,,3238,6.81078,-72.55605,Santander,Carcasí,Area Operativa 08 - Santanderes-Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,24030680,8
24030950,MALAGA 2 AUT [24030950],Pluviográfica,"Automática con Telemetría, Convencional",En Mantenimiento,15/12/1973,,2237,6.706388889,-72.72972222,Santander,Málaga,Area Operativa 08 - Santanderes-Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,24030950,7
2403500041,DUITAMA - AUT  [2403500041],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,16/10/2017,,2492,5.78755,-73.05155,Boyacá,Paipa,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,2403500041,7
2403500082,SIACHOQUE - AUT [2403500082],Climatológica Principal,Automática con Telemetría,Suspendida,10/10/2017,26/08/2025,2720,5.5135,-73.243883333,Boyacá,Siachoque,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,2403500082,6
2403500083,PESCA - AUT [2403500083],Climatológica Principal,Automática con Telemetría,En Mantenimiento,13/10/2017,,2764,5.524,-73.07655,Boyacá,Pesca,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,2403500083,6
2403500084,MONGUA - AUT [2403500084],Climatológica Principal,Automática con Telemetría,En Mantenimiento,15/12/2017,,2932,5.75802,-72.79485,Boyacá,Mongua,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,2403500084,6
2403500085,SUSA - AUT [2403500085],Climatológica Principal,Automática con Telemetría,En Mantenimiento,27/10/2017,,2467,6.23262,-72.69197,Santander,Onzaga,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,2403500085,6
24035340,AEROPUERTO A LLERAS C AUT [24035340],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/01/1974,,2500,5.676944444,-72.96791667,Boyacá,Sogamoso,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,24035340,6
24035360,SOCHA - AUT [24035360],Climatológica Principal,Automática con Telemetría,Activa,10/12/2004,,2503,5.985416667,-72.99702778,Boyacá,Socha,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Fonce,,CNE_IDEAM,20251226,24035360,21
24035370,EL ESPINO - AUT [24035370],Climatológica Principal,Automática con Telemetría,Activa,19/11/2005,,3510,6.50675,-72.45275,Boyacá,El Espino,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,24035370,20
24035390,PARAMO ALMORZADERO  - AUT [24035390],Climatológica Principal,Automática con Telemetría,Activa,25/10/2004,,3733,6.94539,-72.69633,Santander,Cerrito,Area Operativa 08 - Santanderes-Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,24035390,20
24035410,SOGAMOSO - AUT [24035410],Meteorológica Especial,Automática con Telemetría,Activa,06/12/2007,,2495,5.72647,-72.92067,Boyacá,Sogamoso,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,24035410,18
24035430,TUNGUAVITA - AUT [24035430],Agrometeorológica,"Automática con Telemetría, Convencional",Activa,15/12/2004,,2521,5.74583,-73.11636,Boyacá,Paipa,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_IDEAM,20251226,24035430,8
24035507,SOCHA  - AUT  [24035507],Pluviométrica,Automática con Telemetría,Activa,,,2505,5.982444444,-72.71044444,Boyacá,Socha,Area Operativa 06 - Boyacá-Casanare-Vichada,ISAGEN  S.A. E.S.P,Magdalena Cauca,Sogamoso,Río Chicamocha,,CNE_OE,20251226,24035507,7
2403700149,PUENTE LA RAMADA - AUT [2403700149],Limnigráfica,"Automática con Telemetría, Convencional",Activa,22/07/2019,,2305,6.5607,-72.5012,Boyacá,Chiscas,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,Cuscaneva,CNE_IDEAM,20251226,2403700149,6
24037030,EL PALO - AUT [24037030],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,15/05/1955,,2600,5.681722222,-73.23113889,Boyacá,Tuta,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,Tuta,CNE_IDEAM,20251226,24037030,7
24037080,LA GRUTA  - AUT [24037080],Limnimétrica,"Automática con Telemetría, Convencional",En Mantenimiento,15/03/1979,,2500,5.566972222,-73.04672222,Boyacá,Pesca,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,Pesca,CNE_IDEAM,20251226,24037080,5
24037190,SAN RAFAEL  - AUT [24037190],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/02/1972,,2500,5.807611111,-73.01380556,Boyacá,Tibasosa,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,Chicamocha,CNE_IDEAM,20251226,24037190,7
24037290,PUENTE CHAMEZA  - AUT [24037290],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/02/1971,,2490,5.759888889,-72.90652778,Boyacá,Sogamoso,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,Chicamocha,CNE_IDEAM,20251226,24037290,7
24037490,PUENTE TOTUMO  - AUT [24037490],Limnimétrica,"Automática con Telemetría, Convencional",En Mantenimiento,15/09/1995,,1200,6.437972222,-72.63830556,Boyacá,Boavita,Area Operativa 06 - Boyacá-Casanare-Vichada,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Chicamocha,Nevado,CNE_IDEAM,20251226,24037490,6
24055070,SAN  VICENTE DE CHUCURI  - AUT [24055070],Agrometeorológica,Automática con Telemetría,Activa,25/10/2004,,1093,6.82339,-73.47206,Santander,San Vicente De Chucurí,Area Operativa 08 - Santanderes-Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Medio Magdalena,Río Opón,,CNE_IDEAM,20251226,24055070,9
24055080,VIZCAINA LA LIZAMA  - AUT [24055080],Agrometeorológica,Automática con Telemetría,Activa,25/10/2004,,94,6.98297,-73.70489,Santander,Barrancabermeja,Area Operativa 08 - Santanderes-Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Sogamoso,,CNE_IDEAM,20251226,24055080,9
24055501,CHUCURI  - AUT  [24055501],Climatológica Principal,Automática con Telemetría,Activa,08/05/2013,,1362,6.863566667,-73.38411667,Santander,San Vicente De Chucurí,Area Operativa 08 - Santanderes-Arauca,CENTRO NACIONAL DE INVESTIGACIONES DE CAFE,Magdalena Cauca,Sogamoso,Río Sogamoso,,CNE_OE,20251226,24055501,6
2405700149,EL JUNCAL - AUT   [2405700149],Limnigráfica,"Automática con Telemetría, Convencional",En Mantenimiento,12/04/2018,05/08/2025,329,6.793777778,-73.198638889,Santander,Los Santos,Area Operativa 08 - Santanderes-Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Sogamoso,Río Sogamoso,Sogamoso,CNE_IDEAM,20251226,2405700149,7
25010010,PUERTO LIBERTADOR - AUT [25010010],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/05/1989,,55,7.890277778,-75.68,Cordoba,Puerto Libertador,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Alto San Jorge,,CNE_IDEAM,20251226,25010010,5
2501500120,JUAN JOSE - AUT   [2501500120],Climatológica Principal,Automática con Telemetría,En Mantenimiento,05/05/2017,,127,7.730194444,-75.851580556,Cordoba,Puerto Libertador,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Alto San Jorge,,CNE_IDEAM,20251226,2501500120,5
25017010,MONTELIBANO - AUT [25017010],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/04/1973,,40,7.98817,-75.417483,Cordoba,Montelíbano,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Alto San Jorge,San Jorge,CNE_IDEAM,20251226,25017010,8
25017020,SAN PEDRO - AUT [25017020],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/05/1989,,64,7.851131,-75.706359,Cordoba,Puerto Libertador,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Alto San Jorge,San Pedro,CNE_IDEAM,20251226,25017020,5
25017030,PICA PICA  - AUT [25017030],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/08/1995,,96,8.03,-75.68,Cordoba,Montelíbano,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Alto San Jorge,San Jorge,CNE_IDEAM,20251226,25017030,6
25020430,TREMENTINO - AUT [25020430],Pluviométrica,"Automática con Telemetría, Convencional",Activa,10/03/2014,,19,8.716666667,-75.76666667,Cordoba,Montería,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Bajo Sinú,,CNE_IDEAM,20251226,25020430,9
25020440,SAN PEDRO - AUT [25020440],Pluviográfica,Automática con Telemetría,Activa,10/03/2014,,114,9.401597,-75.016434,Sucre,San Pedro,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,,CNE_IDEAM,20251226,25020440,7
25020470,CHINU - AUT [25020470],Pluviométrica,"Automática con Telemetría, Convencional",Activa,11/12/2014,,125,9.117777778,-75.39333333,Cordoba,Chinú,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,,CNE_IDEAM,20251226,25020470,9
25020600,SAJONIA HACIENDA - AUT [25020600],Pluviométrica,"Automática con Telemetría, Convencional",Activa,10/03/2014,,100,8.489722222,-75.60138889,Cordoba,Pueblo Nuevo,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,,CNE_IDEAM,20251226,25020600,9
25025000,EL DIFICIL - PUEBLO NUEVO [25025000],Pluviométrica,Convencional,Activa,05/05/2013,,120,9.911972222,-74.08580556,Magdalena,Ariguaní (El Dificil),Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cesar,Río Ariguaní,,CNE_IDEAM,20251226,25025000,5
25025002,LOS ALAMOS - AUT [25025002],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,05/05/2013,,25,9.304055556,-74.27363889,Magdalena,San Sebastián De Buenavista,Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,,CNE_IDEAM,20251226,25025002,8
25025030,AYAPEL - AUT [25025030],Climatológica Ordinaria,"Automática con Telemetría, Convencional",Activa,11/12/2014,,20,8.295063889,-75.16455556,Cordoba,Ayapel,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,,CNE_IDEAM,20251226,25025030,9
25025190,PLANETA RICA  - AUT [25025190],Climatológica Ordinaria,"Automática con Telemetría, Convencional",Activa,15/11/1973,,90,8.399333333,-75.58372222,Cordoba,Planeta Rica,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,,CNE_IDEAM,20251226,25025190,6
25025240,MAJAGUAL - AUT [25025240],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/11/1974,,26,8.542385,-74.626401,Sucre,Majagual,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,,CNE_IDEAM,20251226,25025240,6
25025280,EL TESORO IDEAM  - AUT [25025280],Agrometeorológica,Automática con Telemetría,En Mantenimiento,02/12/2004,,168,9.357083333,-75.28925,Sucre,Morroa,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,,CNE_IDEAM,20251226,25025280,9
25025330,COLEGIO AGROPECUARIO PAILITAS  - AUT [25025330],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/09/1987,,50,8.954222222,-73.63008333,Cesar,Pailitas,Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cesar,Bajo Cesar,,CNE_IDEAM,20251226,25025330,6
25025340,SAN MARCOS - AUT [25025340],Climatológica Principal,Automática con Telemetría,En Mantenimiento,07/10/2005,,31,8.596833333,-75.14269444,Sucre,San Marcos,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,,CNE_IDEAM,20251226,25025340,7
25025350,PUERTA ROJA - AUT [25025350],Pluviométrica,Convencional,Activa,23/08/2004,,160,9.316388889,-75.3875,Sucre,Sincelejo,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,,CNE_IDEAM,20251226,25025350,5
25025360,AEROPUERTO LAS FLORES  - AUT [25025360],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,05/05/2013,,34,9.046333333,-73.97083333,Magdalena,El Banco,Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato,,CNE_IDEAM,20251226,25025360,9
25025380,SAN BENITO - AUT [25025380],Climatológica Ordinaria,"Automática con Telemetría, Convencional",Activa,14/11/2014,,20,9.163888889,-75.04472222,Sucre,San Benito Abad,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,,CNE_IDEAM,20251226,25025380,9
2502700153,PLANTA ECOPETROL - AUT   [2502700153],Limnigráfica,Automática con Telemetría,En Mantenimiento,12/10/2018,,14,9.1751,-74.730088889,Bolivar,Magangué,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Magdalena,CNE_IDEAM,20251226,2502700153,5
25027020,EL BANCO - AUT [25027020],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/01/1934,,29,8.992527778,-73.96944444,Magdalena,El Banco,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cesar,Bajo Cesar,Magdalena,CNE_IDEAM,20251226,25027020,5
25027050,MARGENTO [25027050],Limnigráfica,Automática con Telemetría,Activa,15/07/1966,,23,8.036666944,-74.952719444,Antioquia,Caucasia,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Cauca,CNE_IDEAM,20251226,25027050,7
25027180,SAN ANTONIO [25027180],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/04/1967,,15,9.039073,-74.767704,Bolivar,Magangué,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,San Jorge,CNE_IDEAM,20251226,25027180,5
25027200,LAS VARAS [25027200]LAS VARAS,Limnigráfica,Automática con Telemetría,En Mantenimiento,15/06/1966,,40,8.39,-74.56,Bolivar,San Jacinto Del Cauca,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Cauca,CNE_IDEAM,20251226,25027200,5
25027240,JEGUA [25027240],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/03/1968,,20,8.906305556,-74.96594444,Sucre,San Benito Abad,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,San Jorge,CNE_IDEAM,20251226,25027240,5
25027270,LAS FLORES [25027270],Limnigráfica,Automática con Telemetría,Activa,15/06/1968,,22,8.101236111,-74.777633333,Antioquia,Nechí,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,Cauca,CNE_IDEAM,20251226,25027270,5
25027770,MARRALU - AUT [25027770],Limnigráfica,Automática con Telemetría,Activa,01/01/2017,,23,8.314665,-75.239474,Cordoba,Ayapel,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,San Jorge,CNE_IDEAM,20251226,25027770,9
25027910,LA RAYA [25027910],Limnigráfica,Automática con Telemetría,Activa,15/03/1975,,31,8.340939,-74.557072,Bolivar,San Jacinto Del Cauca,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cauca,Directos Bajo Cauca - Cga La Raya entre río Nechí,CAÑO CARIBONA,CNE_IDEAM,20251226,25027910,6
26015010,EL TABLAZO - AUT [26015010],Climatológica Principal,Automática con Telemetría,Activa,28/06/2005,,1837,2.474833056,-76.58129361,Cauca,Popayán,Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cauca,Alto Río Cauca,,CNE_IDEAM,20251226,26015010,10
26015030,PNN PURACE - AUT [26015030],Climatológica Principal,"Automática con Telemetría, Convencional",En Mantenimiento,26/09/2007,,3683,2.356848889,-76.403544444,Cauca,Puracé (Coconuco),Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cauca,Alto Río Cauca,,CNE_IDEAM,20251226,26015030,9
26015040,ARRAYANALES - AUT [26015040],Climatológica Principal,"Automática con Telemetría, Convencional",En Mantenimiento,24/05/2010,,2552,2.448041111,-76.43574694,Cauca,Popayán,Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cauca,Alto Río Cauca,,CNE_IDEAM,20251226,26015040,10
26015050,PALETARA  - AUT [26015050],Climatológica Principal,Automática con Telemetría,En Mantenimiento,20/12/2011,,3009,2.191722222,-76.482027778,Cauca,Puracé (Coconuco),Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cauca,Alto Río Cauca,,CNE_IDEAM,20251226,26015050,8
26017060,PUENTE ARAGON  - AUT [26017060],Limnigráfica,"Automática con Telemetría, Convencional",Activa,15/05/1970,,2993,2.2,-76.5,Cauca,Puracé (Coconuco),Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cauca,Alto Río Cauca,Cauca,CNE_IDEAM,20251226,26017060,5
26027200,PUENTE CARRETERA  - AUT [26027200] ,Limnimétrica,"Automática con Telemetría, Convencional",En Mantenimiento,14/10/1969,,1744,2.53675,-76.558444444,Cauca,Popayán,Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cauca,Río Palacé,Palace,CNE_IDEAM,20251226,26027200,6
2604500039,CORINTO - AUT  [2604500039],Climatológica Principal,"Automática con Telemetría, Convencional",En Mantenimiento,20/12/2017,,1036,3.18,-76.25,Cauca,Corinto,Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cauca,Río Palo,,CNE_IDEAM,20251226,2604500039,7
2604500134,TORIBIO ALERTAS   TORIBIO - AUT   [2604500134],Climatológica Principal,Automática con Telemetría,En Mantenimiento,27/04/2017,,1759,2.952388889,-76.262083333,Cauca,Toribío,Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cauca,Río Palo,,CNE_IDEAM,20251226,2604500134,5
26055100,FARALLONES - AUT [26055100],Climatológica Principal,Automática con Telemetría,En Mantenimiento,28/06/2005,,2275,3.416055556,-76.6515,Valle Del Cauca,Cali,Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cauca,Ríos Cali,,CNE_IDEAM,20251226,26055100,10
26055110,LA INDEPENDENCIA - AUT [26055110],Agrometeorológica,"Automática con Telemetría, Convencional",En Mantenimiento,28/06/2005,,1004,3.185361111,-76.569305556,Valle Del Cauca,Jamundí,Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cauca,Ríos Claro y Jamundí,,CNE_IDEAM,20251226,26055110,9
26055120,UNIVERSIDAD DEL VALLE  - AUT [26055120],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,26/11/2006,,996,3.378,-76.53388889,Valle Del Cauca,Cali,Area Operativa 09 - Cauca-Valle-Caldas,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Cauca,"Ríos Lilí, Melendez y Canaveralejo",,CNE_IDEAM,20251226,26055120,10
